Number of Methods,depthOfInheritanceTree,Number of Children ,Coupling between Object Classes,Response for a Class,Lack of Cohesion in Methods,Afferent Coupling ,Number of Public Methods,Efferent Couplings,Lack of Cohesion in Methods 3,Lines of Code,Data Access Metric,Measure of Agregation,Measure of Funcional Abstraction,Cohesion Among Methods,Inheritance Coupling,Coupling Between Methods,Average Method Complexity,Average CC,Max CC,Min CC,Class Complexity CKJM,Flags,Class Complexity,Sum Complex,Average Complex,Number of Graphs,Mean Nodes,Sd Nodes,Sum Nodes,Min Nodes,Max Nodes,Mean Edges,Sd Edges,Sum Edges,Min Edges,Max Edges,Mean Radius,Sd Radius,Sum Radius,Min Radius,Max Radius,Mean Diameter,Sd Diameter,Sum Diameter,Min Diameter,Max Diameter,Mean CenterSize,Sd CenterSize,Sum CenterSize,Min CenterSize,Max CenterSize,Mean PeripherySize,Sd PeripherySize,Sum PeripherySize,Min PeripherySize,Max PeripherySize,Mean AvrShortestPath,Sd AvrShortestPath,Sum AvrShortestPath,Min AvrShortestPath,Max AvrShortestPath,Mean EigenLargestLap,Sd EigenLargestLap,Sum EigenLargestLap,Min EigenLargestLap,Max EigenLargestLap,Mean EigenSecondLargestLap,Sd EigenSecondLargestLap,Sum EigenSecondLargestLap,Min EigenSecondLargestLap,Max EigenSecondLargestLap,Mean AlgebraicConnectivity,Sd AlgebraicConnectivity,Sum AlgebraicConnectivity,Min AlgebraicConnectivity,Max AlgebraicConnectivity,Mean EigenSmallestNonZeroLap,Sd EigenSmallestNonZeroLap,Sum EigenSmallestNonZeroLap,Min EigenSmallestNonZeroLap,Max EigenSmallestNonZeroLap,Mean EigenGapLap,Sd EigenGapLap,Sum EigenGapLap,Min EigenGapLap,Max EigenGapLap,Mean EigenLargestAdj,Sd EigenLargestAdj,Sum EigenLargestAdj,Min EigenLargestAdj,Max EigenLargestAdj,Mean EigenSecondLargestAdj,Sd EigenSecondLargestAdj,Sum EigenSecondLargestAdj,Min EigenSecondLargestAdj,Max EigenSecondLargestAdj,Mean EigenSmallestAdj,Sd EigenSmallestAdj,Sum EigenSmallestAdj,Min EigenSmallestAdj,Max EigenSmallestAdj,Mean EigenSecondSmallestAdj,Sd EigenSecondSmallestAdj,Sum EigenSecondSmallestAdj,Min EigenSecondSmallestAdj,Max EigenSecondSmallestAdj,Mean EigenGapAdj,Sd EigenGapAdj,Sum EigenGapAdj,Min EigenGapAdj,Max EigenGapAdj,Mean EigenStdDevAdj,Sd EigenStdDevAdj,Sum EigenStdDevAdj,Min EigenStdDevAdj,Max EigenStdDevAdj,Mean Energy,Sd Energy,Sum Energy,Min Energy,Max Energy,Mean NodeMean,Sd NodeMean,Sum NodeMean,Min NodeMean,Max NodeMean,Mean NodeMedian,Sd NodeMedian,Sum NodeMedian,Min NodeMedian,Max NodeMedian,Mean NodeStDev,Sd NodeStDev,Sum NodeStDev,Min NodeStDev,Max NodeStDev,Mean MaxDegree,Sd MaxDegree,Sum MaxDegree,Min MaxDegree,Max MaxDegree,Mean MinDegree,Sd MinDegree,Sum MinDegree,Min MinDegree,Max MinDegree,Mean Density,Sd Density,Sum Density,Min Density,Max Density,Mean EdgeConnectivity,Sd EdgeConnectivity,Sum EdgeConnectivity,Min EdgeConnectivity,Max EdgeConnectivity,Mean AvrNodeConnectivity,Sd AvrNodeConnectivity,Sum AvrNodeConnectivity,Min AvrNodeConnectivity,Max AvrNodeConnectivity,Mean ClusteringCoef,Sd ClusteringCoef,Sum ClusteringCoef,Min ClusteringCoef,Max ClusteringCoef,Mean Transitivity,Sd Transitivity,Sum Transitivity,Min Transitivity,Max Transitivity
2,1,0,5,12,1,0,1,5,2,167,0,0,0,0.6667,0,0,82.5,16,31,1,50,0,0.5,13,13,2,139.5,184.5548699,279,9,270,144.5,193.0401513,289,8,281,15,15.55634919,30,4,26,29.5,30.40559159,59,8,51,1.5,0.707106781,3,1,2,2,0,4,2,2,8.909761806,7.886260776,17.81952361,3.333333333,14.48619028,7.922058691,5.717203621,15.84411738,3.879385242,11.96473214,6.862291175,4.709617243,13.72458235,3.532088886,10.19249346,0.06124705,0.083958618,0.1224941,0.001879342,0.120614758,0.06124705,0.083958618,0.1224941,0.001879342,0.120614758,1.059767516,1.007586378,2.119535031,0.347296355,1.772238676,2.816571741,1.293239908,5.633143483,1.902113033,3.73103045,2.250889363,0.894992653,4.501778725,1.618033989,2.883744736,-2.815511952,1.29174114,-5.631023905,-3.728910872,-1.902113033,-2.25413691,0.899585379,-4.508273821,-2.890239832,-1.618033989,0.565682379,0.398247255,1.131364757,0.284079044,0.847285714,1.429813383,0.022061478,2.859626767,1.414213562,1.445413204,1.226785618,0.064985868,2.453571236,1.18083367,1.272737566,1.92962963,0.214750948,3.859259259,1.777777778,2.081481481,2,0,4,2,2,0.638706424,0.279657723,1.277412848,0.440958552,0.836454296,6,5.656854249,12,2,10,1,0,2,1,1,0.114980036,0.151663354,0.229960072,0.007737849,0.222222222,1,0,2,1,1,1.10112901,0.143018018,2.20225802,1,1.20225802,0,0,0,0,0,0,0,0,0,0
4,1,0,6,72,0,0,4,6,0.6061,1027,0,0,0,0.4063,0,0,253,5,14,1,25,23.52941176,0.5,117,58.5,4,338,516.2744748,1352,25,1108,366,512.3052475,1464,25,1119,59,80.55226047,236,8,179,103.5,140.4409722,414,16,312,6.75,6.652067348,27,1,13,5,4.242640687,20,2,11,40.42901366,58.1556452,161.7160546,6.013333333,127.0404384,28.0151657,46.66082868,112.0606628,3.997513842,98.00043196,4.710449929,0.706640065,18.84179972,3.990061551,5.634431274,0.011535423,0.016825015,0.046141694,0.000067,0.036377497,0.011535423,0.016825015,0.046141694,0.000067,0.036377497,23.30471577,46.04162366,93.21886308,0.007452292,92.36600069,4.372074206,4.376654058,17.48829682,1.997590912,10.9329061,2.118946691,0.146425183,8.475786763,1.990369453,2.258332829,-3.862288738,3.35792311,-15.44915495,-8.893764225,-1.997590912,-2.122989494,0.150764417,-8.491957974,-2.258332829,-1.990369453,2.253127515,4.298811263,9.012510061,0.007221459,8.700405916,1.526002708,0.199423127,6.104010831,1.414213562,1.82456358,1.296728865,0.063644861,5.186915458,1.257078066,1.391324266,2.323950468,0.656172133,9.295801872,1.968253968,3.307692308,2.25,0.5,9,2,3,2.081701457,3.662529414,8.326805827,0.168856018,7.572970086,26.5,47.00709166,106,2,97,1,0,4,1,1,0.034560984,0.034800054,0.138243937,0.001824621,0.083333333,1,0,4,1,1,1.620258299,0.617155509,6.481033195,1,2.326716294,0.098591767,0.197183535,0.39436707,0,0.39436707,0.014732143,0.029464286,0.058928571,0,0.058928571
2,1,0,8,37,1,0,2,8,2,231,0,0,0,0.75,0,0,114.5,5.5,10,1,0,0,0.5,295,295,2,181,246.0731599,362,7,355,327,453.9625535,654,6,648,18.5,21.92031022,37,3,34,37,43.84062043,74,6,68,1,0,2,1,1,2,0,4,2,2,6.867128193,5.940349659,13.73425639,2.666666667,11.06758972,142.9009943,196.7157723,285.8019886,3.801937736,282.0000508,6.300749974,4.318683474,12.60149995,3.246979604,9.354520344,0.09942656,0.13949195,0.19885312,0.000790856,0.198062264,0.09942656,0.13949195,0.19885312,0.000790856,0.198062264,136.6002443,192.3970888,273.2004886,0.554958132,272.6455305,9.847447934,11.31326849,19.69489587,1.847759065,17.8471368,2.2272708,1.149836573,4.4545416,1.414213562,3.040328038,-8.804134703,9.837800773,-17.60826941,-15.76051034,-1.847759065,-2.223625778,1.144681733,-4.447251556,-3.033037994,-1.414213562,7.620177134,10.16343192,15.24035427,0.433545503,14.80680876,1.663795987,0.35296285,3.327591975,1.414213562,1.913378412,1.261239453,0.156371046,2.522478906,1.150668426,1.37181048,2.68249497,1.36925466,5.36498994,1.714285714,3.650704225,2.5,0.707106781,5,2,3,7.631774518,10.10289347,15.26354904,0.487950036,14.775599,141.5,197.282792,283,2,281,1,0,2,1,1,0.148013505,0.194738312,0.29602701,0.010312724,0.285714286,1,0,2,1,1,1.562727779,0.795817257,3.125455558,1,2.125455558,0.255879035,0.361867601,0.511758069,0,0.511758069,0.010889495,0.015400071,0.021778989,0,0.021778989
3,1,0,2,39,3,0,3,2,2,692,0,0,0,0.6667,0,0,229.6667,10.66666667,16,1,66.66666667,0,0.666666667,34,17,3,321.6666667,273.317276,965,7,500,331.3333333,282.6841583,994,6,517,95.66666667,80.27660514,287,3,144,191.3333333,160.5532103,574,6,288,1,0,3,1,1,2,0,6,2,2,60.58898925,50.18015984,181.7669678,2.666666667,90.89248096,8.350637687,3.970892984,25.05191306,3.801937736,11.12497532,4.637882074,1.204556874,13.91364622,3.246979604,5.333333329,0.066079449,0.114300471,0.198238347,8.29293E-05,0.198062264,0.066079449,0.114300471,0.198238347,8.29293E-05,0.198062264,3.712755612,2.780063189,11.13826684,0.554958132,5.791641995,2.793798033,0.823674398,8.3813941,1.847759065,3.35165393,2.01133536,0.517122705,6.03400608,1.414213562,2.310142501,-2.793713342,0.823588455,-8.381140026,-3.351400709,-1.847759065,-2.010949451,0.516788441,-6.032848354,-2.309359265,-1.414213562,0.782462674,0.313921092,2.347388021,0.433545503,1.042003914,1.429806696,0.013635834,4.289420088,1.414213562,1.439494456,1.239028238,0.076543497,3.717084715,1.150668426,1.285028759,1.946351424,0.201053243,5.839054273,1.714285714,2.068,2,0,6,2,2,0.443225212,0.042315713,1.329675637,0.40382205,0.487950036,7,4.358898944,21,2,10,1,0,3,1,1,0.098119721,0.162461757,0.294359162,0.004144289,0.285714286,1,0,3,1,1,1.040180576,0.035011432,3.120541727,1,1.064136273,0,0,0,0,0,0,0,0,0,0
2,1,0,0,11,1,0,2,0,2,110,0,0,0,0.5,0,0,54,6,11,1,50,0,0,0,0,2,83,107.4802307,166,7,159,86.5,113.8441918,173,6,167,14,15.55634919,28,3,25,27.5,30.40559159,55,6,49,1.5,0.707106781,3,1,2,2.5,0.707106781,5,2,3,10.8656556,11.59512135,21.7313112,2.666666667,19.06464453,5.984302563,3.086329937,11.96860513,3.801937736,8.16666739,4.119376651,1.233755736,8.238753302,3.246979604,4.991773699,0.099793825,0.138972559,0.19958765,0.001525386,0.198062264,0.099793825,0.138972559,0.19958765,0.001525386,0.198062264,1.864925912,1.8525742,3.729851824,0.554958132,3.174893692,2.352831461,0.714280232,4.705662921,1.847759065,2.857903856,1.87382264,0.649985391,3.74764528,1.414213562,2.333431718,-2.352831407,0.714280156,-4.705662813,-2.857903748,-1.847759065,-1.848322198,0.61392232,-3.696644396,-2.282430834,-1.414213562,0.479008821,0.064294841,0.958017641,0.433545503,0.524472138,1.434073777,0.028086585,2.868147554,1.414213562,1.453933991,1.220177179,0.09830022,2.440354357,1.150668426,1.289685931,1.907457323,0.273185908,3.814914645,1.714285714,2.100628931,2,0,4,2,2,0.496775589,0.012481215,0.993551177,0.487950036,0.505601141,4.5,3.535533906,9,2,7,1,0,2,1,1,0.149504703,0.19262944,0.299009406,0.01329512,0.285714286,1,0,2,1,1,1.185773426,0.262723298,2.371546851,1,1.371546851,0,0,0,0,0,0,0,0,0,0
57,1,0,4,73,388,0,7,4,0.6682,7456,0.2105,0,0,0.4179,0,0,129.4737,11.9122807,99,1,12.28070175,0,0.125,822,117.4285714,56,172.9642857,359.7817502,9686,6,1546,188.7678571,399.7403244,10571,5,1715,15.80357143,10.32810753,885,3,47,30.71428571,20.94296522,1720,5,94,2.160714286,2.078257887,121,1,15,2.553571429,1.007600983,143,2,5,10.59353938,5.565665848,593.2382054,2.333333333,30.01349181,13.89039991,23.14286462,777.862395,3.732050808,103.0233404,8.289879729,10.79745135,464.2332648,3,51.04832403,0.02857506,0.042668606,1.600203368,0.000310589,0.267949192,0.02857506,0.042668606,1.600203368,0.000310589,0.267949192,5.600520181,12.36784331,313.6291301,0.017570755,51.97501637,3.362712989,2.095670883,188.3119274,1.801937736,10.21455374,2.549183001,1.314505826,142.7542481,1.246979604,7.235154382,-2.987930033,2.124234031,-167.3240818,-10.21417029,-1.801937736,-2.486297923,1.291565645,-139.2326837,-7.232005187,-1.246979604,0.813529988,0.854787788,45.55767934,0.016745942,2.979399354,1.445951218,0.031607146,80.97326821,1.414213562,1.489988163,1.257567663,0.031861162,70.42378916,1.164653069,1.302023574,2.020369168,0.144085153,113.1406734,1.666666667,2.218628719,2,0,112,2,2,0.77531429,0.679611492,43.41760021,0.21808479,3.125229156,12.48214286,23.30118301,699,2,102,1,0,56,1,1,0.07138693,0.064471851,3.997668068,0.001436006,0.333333333,1,0,56,1,1,1.160404885,0.313930554,64.98267357,1,1.959178086,0.016219826,0.023156943,0.908310239,0,0.058548009,0.044029618,0.064068204,2.465658601,0,0.157894737
5,3,0,1,20,4,0,3,1,0.95,381,0.4,0,0.913,0.44,0,0,74.2,5.2,14,1,20,0,0.2,13,13,5,105.2,123.3276125,526,16,298,108.2,127.8346588,541,15,305,22.4,20.25586335,112,8,57,42.8,40.44378815,214,15,113,4.6,6.949820142,23,1,17,2.2,0.447213595,11,2,3,15.58006409,15.34746583,77.90032046,5.666666667,42.49725442,5.972692915,3.997421433,29.86346458,3.961570561,13.09090951,5.722383778,3.588542918,28.61191889,3.847759065,12.09999911,0.017617326,0.017325529,0.08808663,0.000405373,0.038429439,0.017617326,0.017325529,0.08808663,0.000405373,0.038429439,0.250309138,0.41618419,1.251545688,0.021732637,0.990910403,2.364485393,0.713253431,11.82242697,1.965946199,3.618992962,2.288471818,0.682438978,11.44235909,1.864944459,3.47721321,-2.364038812,0.713323784,-11.82019406,-3.61899296,-1.965946199,-2.288275048,0.682452553,-11.44137524,-3.47721321,-1.864944459,0.076013576,0.051629227,0.380067879,0.02277389,0.141779751,1.428476765,0.022836966,7.142383825,1.414213562,1.46660949,1.252772879,0.024888217,6.263864395,1.227064977,1.282281988,1.97693799,0.113120746,9.88468995,1.875,2.1375,2,0,10,2,2,0.445882396,0.357114727,2.229411982,0.235504108,1.07859389,4.2,4.38178046,21,2,12,1,0,5,1,1,0.0640251,0.055819568,0.3201255,0.006892188,0.125,1,0,5,1,1,1.203001124,0.355951128,6.015005618,1,1.821933962,0,0,0,0,0,0,0,0,0,0
2,1,0,0,20,1,0,2,0,2,132,1,0,0,0.5,0,0,62.5,5,9,1,0,0,0,0,0,2,98.5,129.400541,197,7,190,101.5,135.0573952,203,6,197,18,21.21320344,36,3,33,35.5,41.71930009,71,6,65,1.5,0.707106781,3,1,2,2,0,4,2,2,11.91083264,13.07322489,23.82166527,2.666666667,21.15499861,6.472397643,3.776600619,12.94479529,3.801937736,9.142857551,3.913612679,0.942761537,7.827225359,3.246979604,4.580245755,0.100047348,0.138614024,0.200094696,0.002032432,0.198062264,0.100047348,0.138614024,0.200094696,0.002032432,0.198062264,2.558784964,2.833839082,5.117569928,0.554958132,4.562611796,2.435823003,0.831647996,4.871646005,1.847759065,3.02388694,1.790984184,0.532834123,3.581968368,1.414213562,2.167754806,-2.435823003,0.831647996,-4.871646005,-3.02388694,-1.847759065,-1.790984184,0.532834123,-3.581968368,-2.167754806,-1.414213562,0.644838819,0.298813873,1.289677637,0.433545503,0.856132135,1.429023689,0.020944681,2.858047377,1.414213562,1.443833815,1.215267491,0.091356873,2.430534981,1.150668426,1.279866555,1.893984962,0.254133114,3.787969925,1.714285714,2.073684211,2,0,4,2,2,0.498480507,0.014892334,0.996961014,0.487950036,0.509010977,5,4.242640687,10,2,8,1,0,2,1,1,0.14834308,0.194272222,0.29668616,0.010971874,0.285714286,1,0,2,1,1,1.227763854,0.322106731,2.455527708,1,1.455527708,0,0,0,0,0,0,0,0,0,0
16,5,0,13,106,6,0,2,13,0.9333,2162,0.6,0,0.9786,0.2109,0,0,133.5,6.6875,25,1,25,0,0.384615385,114,22.8,13,240.1538462,180.1887187,3122,5,597,249.3076923,191.8534096,3241,4,634,60.30769231,40.7172867,784,2,140,112.3076923,68.49134327,1460,4,216,12.69230769,41.25809944,165,1,150,2.384615385,0.650443636,31,2,4,40.04747885,23.80098896,520.617225,2,73.6212152,5.031450746,1.081425086,65.40885969,3.618033989,7.252631325,4.770314837,0.997330407,62.01409288,2.618033989,6.412933812,0.03039047,0.105639444,0.395076115,0.000110757,0.381966011,0.03039047,0.105639444,0.395076115,0.000110757,0.381966011,0.261135909,0.355062958,3.394766812,1.30029E-12,1,2.387639377,0.517441551,31.0393119,1.732050808,3.890332046,2.16340145,0.401536728,28.12421884,1,2.625953466,-2.261073916,0.278360014,-29.39396091,-2.738415775,-1.732050808,-2.155117965,0.396975624,-28.01653355,-2.625918034,-1,0.224237927,0.394704926,2.915093053,2.71909E-08,1.370532078,1.435857103,0.017053101,18.66614234,1.414213562,1.458600966,1.269799583,0.054698303,16.50739458,1.092820323,1.305912843,2.020300537,0.135808166,26.26390698,1.6,2.123953099,2,0,26,2,2,0.29275524,0.118928624,3.80581812,0.097587762,0.547722558,3.230769231,1.165750556,42,2,6,1,0,13,1,1,0.041653521,0.107936831,0.541495776,0.00356368,0.4,1,0,13,1,1,1.296216573,0.360438853,16.85081544,1,1.817897372,0.000367647,0.00132557,0.004779412,0,0.004779412,0.002003785,0.007224749,0.026049204,0,0.026049204
9,0,0,12,57,0,0,2,12,0.75,1503,1,0,0,0.3333,0,0,165.4444,8.333333333,24,1,33.33333333,8.888888889,0.375,83,27.66666667,8,260.875,229.2474879,2087,14,638,272.25,242.9542873,2178,13,674,60.5,41.84324489,484,7,138,107.375,61.69032686,859,13,195,20,50.5088394,160,2,145,2,0,16,2,2,39.06338569,23.45369699,312.5070855,5,72.84421794,5.351978425,1.029946633,42.8158274,3.949855824,7.252631325,5.064279682,0.920751593,40.51423745,3.801937736,6.412850878,0.007060132,0.017439854,0.056481056,0.000101422,0.050144176,0.007060132,0.017439854,0.056481056,0.000101422,0.050144176,0.287698743,0.260011139,2.301589943,0.045638831,0.839780447,2.503054434,0.45045981,20.02443547,1.956295201,3.471448844,2.278727992,0.253029779,18.22982393,1.827090915,2.62320992,-2.33598996,0.250897303,-18.68791968,-2.73841958,-1.956295201,-2.25631429,0.251178596,-18.05051432,-2.623208155,-1.827090915,0.224326443,0.293027388,1.794611541,0.006945313,0.93039959,1.44109653,0.018955634,11.52877224,1.414213562,1.473340323,1.281865255,0.026049539,10.25492204,1.223824605,1.30504925,2.04903474,0.089206464,16.39227792,1.857142857,2.144578313,2,0,16,2,2,0.326232802,0.092743312,2.609862416,0.22678054,0.497126625,3.625,1.302470181,29,2,6,1,0,8,1,1,0.028038869,0.047020835,0.224310956,0.00331688,0.142857143,1,0,8,1,1,1.223187144,0.254466702,9.785497156,1,1.735365469,0.000448029,0.001267216,0.003584229,0,0.003584229,0.00216763,0.006130984,0.01734104,0,0.01734104
3,1,0,3,21,0,0,3,3,0.4091,339,1,0,0,0.5556,0,0,108.3333,5.333333333,8,1,0,0,0,0,0,3,148.3333333,132.0807834,445,19,283,152.3333333,136.0306338,457,18,290,28.33333333,25.32455988,85,9,57,56.33333333,50.083264,169,18,113,1.333333333,0.577350269,4,1,2,2,0,6,2,2,19.84763586,15.55451916,59.54290759,6.666666667,37.00408491,5.021323401,0.910091017,15.0639702,3.972722607,5.605564932,4.580443107,0.60297068,13.74132932,3.891634483,5.012771539,0.010513598,0.014611409,0.031540795,0.000481051,0.027277393,0.010513598,0.014611409,0.031540795,0.000481051,0.027277393,0.440880294,0.344894097,1.322640883,0.081088123,0.768641635,2.27246278,0.258954916,6.817388339,1.975376681,2.450374795,2.167094913,0.233828449,6.501284739,1.902113033,2.34446565,-2.272460736,0.25895344,-6.817382208,-2.450374215,-1.975376681,-2.167092565,0.23382713,-6.501277695,-2.344465649,-1.902113033,0.105367867,0.079283601,0.3161036,0.047171213,0.195668738,1.432332746,0.017289475,4.296998238,1.414213562,1.448651631,1.268629089,0.031657627,3.805887268,1.232232077,1.289768421,2.009374297,0.100761815,6.028122891,1.894736842,2.083916084,2,0,6,2,2,0.300633228,0.034093829,0.901899683,0.261660142,0.324937773,3.333333333,1.154700538,10,2,4,1,0,3,1,1,0.042402082,0.054565146,0.127206247,0.007267624,0.105263158,1,0,3,1,1,1.160457009,0.173120951,3.481371028,1,1.343937752,0,0,0,0,0,0,0,0,0,0
4,1,0,3,30,2,0,2,3,0.7879,552,1,0,0,0.5,0,0,134.25,6.5,14,1,25,0,0.333333333,14,14,3,221,187.5846476,663,7,357,227,193.217494,681,6,364,49,44.13615298,147,3,91,97.66666667,87.79711461,293,6,181,2,1.732050808,6,1,4,2,0,6,2,2,31.68870883,27.83899816,95.06612648,2.666666667,58.17055361,4.96697832,1.228483875,14.90093496,3.801937736,6.250343074,4.775277745,1.502226945,14.32583324,3.246979604,6.250000097,0.0663164,0.114095423,0.1989492,0.000253457,0.198062264,0.0663164,0.114095423,0.1989492,0.000253457,0.198062264,0.191700575,0.31474067,0.575101724,0.000342976,0.554958132,2.207045411,0.332626548,6.621136233,1.847759065,2.504270094,2.055887838,0.569249074,6.167663513,1.414213562,2.500155531,-2.207045137,0.332626209,-6.62113541,-2.504269352,-1.847759065,-2.055876386,0.569235669,-6.167629158,-2.500121176,-1.414213562,0.151157573,0.244625057,0.45347272,0.004114563,0.433545503,1.429653371,0.015262052,4.288960112,1.414213562,1.444731228,1.240717902,0.078112668,3.722153706,1.150668426,1.290204466,1.944589653,0.200502474,5.833768959,1.714285714,2.080267559,2,0,6,2,2,0.359712448,0.127116827,1.079137343,0.23374684,0.487950036,3.333333333,1.527525232,10,2,5,1,0,3,1,1,0.099474394,0.161289693,0.298423183,0.005728134,0.285714286,1,0,3,1,1,1.139777963,0.138861362,3.41933389,1,1.277704204,0,0,0,0,0,0,0,0,0,0
1,5,0,4,17,0,0,1,4,2,105,0,0,1,1,0,0,104,7,7,7,0,0,0,0,0,1,159,0,159,159,159,164,0,164,164,164,44,0,44,44,44,87,0,87,87,87,2,0,2,2,2,2,0,2,2,2,28.04537855,0,28.04537855,28.04537855,28.04537855,4.829906275,0,4.829906275,4.829906275,4.829906275,4.829735831,0,4.829735831,4.829735831,4.829735831,0.000988034,0,0.000988034,0.000988034,0.000988034,0.000988034,0,0.000988034,0.000988034,0.000988034,0.000170444,0,0.000170444,0.000170444,0.000170444,2.296188934,0,2.296188934,2.296188934,2.296188934,2.248665265,0,2.248665265,2.248665265,2.248665265,-2.243729935,0,-2.243729935,-2.243729935,-2.243729935,-2.242711956,0,-2.242711956,-2.242711956,-2.242711956,0.047523669,0,0.047523669,0.047523669,0.047523669,1.440815522,0,1.440815522,1.440815522,1.440815522,1.28500227,0,1.28500227,1.28500227,1.28500227,2.062893082,0,2.062893082,2.062893082,2.062893082,2,0,2,2,2,0.290907236,0,0.290907236,0.290907236,0.290907236,3,0,3,3,3,1,0,1,1,1,0.013056285,0,0.013056285,0.013056285,0.013056285,1,0,1,1,1,1.106281347,0,1.106281347,1.106281347,1.106281347,0,0,0,0,0,0,0,0,0,0
6,1,0,0,12,15,0,2,0,2,258,0,0,0,0.375,0,0,42,7.333333333,19,1,33.33333333,0,0.166666667,15,15,6,66,73.04519149,396,7,185,69.5,78.83590553,417,6,198,14.5,12.70826503,87,3,29,20.66666667,16.63329993,124,6,43,5,5.477225575,30,1,15,2.333333333,0.816496581,14,2,4,9.090117778,7.231381392,54.54070667,2.666666667,18.55681551,5.194819571,1.858604341,31.16891743,3.801937736,8.294610719,4.069250291,0.916578117,24.41550175,3.246979604,5.131991479,0.102306156,0.104914893,0.613836938,0.003446024,0.198062264,0.102306156,0.104914893,0.613836938,0.003446024,0.198062264,1.12556928,1.152246706,6.753415679,0.337827252,3.354411365,2.270236842,0.501997048,13.62142105,1.847759065,2.987453235,1.872772111,0.507023062,11.23663267,1.414213562,2.412471034,-2.233359912,0.48526933,-13.40015947,-2.977701122,-1.847759065,-1.847121111,0.479511441,-11.08272667,-2.409196482,-1.414213562,0.397464731,0.150133601,2.384788385,0.166316731,0.613534396,1.438461241,0.027626531,8.630767447,1.414213562,1.471960144,1.220751907,0.076973469,7.324511441,1.150668426,1.296639394,1.917376791,0.223930351,11.50426075,1.714285714,2.146788991,2,0,12,2,2,0.501470668,0.068328655,3.00882401,0.440958552,0.635751059,3.5,2.073644135,21,2,7,1,0,6,1,1,0.152429972,0.146076139,0.914579831,0.011633373,0.285714286,1,0,6,1,1,1.327022856,0.362035583,7.962137137,1,1.72972973,0,0,0,0,0,0,0,0,0,0
7,1,0,7,63,7,0,7,7,0.4167,698,1,0,0,0.4048,0,0,97.8571,5.428571429,30,1,14.28571429,5.714285714,0.142857143,34,34,7,130.4285714,287.6414766,913,5,781,134.4285714,299.9832535,941,4,813,33.14285714,63.52802156,232,2,176,65.71428571,127.333832,460,4,352,1.571428571,0.534522484,11,1,2,2,0,14,2,2,21.00675738,38.51233539,147.0473017,2,107.4367281,4.559482545,1.311156576,31.91637782,3.618033989,7.423946198,4.127549379,1.151427846,28.89284565,2.618033989,6.340654392,0.093861688,0.133115968,0.657031813,0.0000582,0.381966011,0.093861688,0.133115968,0.657031813,0.0000582,0.381966011,0.431933167,0.425242818,3.023532166,0.059405005,1.083291806,2.112586635,0.386226722,14.78810644,1.732050808,2.917339696,1.83948965,0.479501281,12.87642755,1,2.580919508,-2.100058456,0.356012487,-14.70040919,-2.829642447,-1.732050808,-1.839489649,0.479501279,-12.87642754,-2.5809195,-1,0.273096985,0.218429201,1.911678892,0.101001741,0.732050808,1.424313033,0.014151716,9.97019123,1.414213562,1.444630237,1.221177784,0.065266878,8.54824449,1.092820323,1.293983441,1.879563746,0.163710081,13.15694622,1.6,2.081946223,2,0,14,2,2,0.389896778,0.094718679,2.729277447,0.246182982,0.547722558,2.857142857,1.463850109,20,2,6,1,0,7,1,1,0.149275531,0.13424452,1.044928714,0.002669162,0.4,1,0,7,1,1,1.062730735,0.094705343,7.439115146,1,1.239130435,0,0,0,0,0,0,0,0,0,0
28,1,0,0,83,228,0,4,0,0.8593,2163,0.92,0,0,0.1593,0,0,75.3571,5.392857143,55,1,7.142857143,34.01360544,0.444444444,1166,97.16666667,27,123.7407407,133.7001791,3341,7,627,166.8888889,183.4264332,4506,6,681,16.48148148,9.819017538,445,3,37,29.96296296,17.40353961,809,6,61,6.037037037,6.813343703,163,1,21,2.37037037,0.687702314,64,2,5,9.956783883,5.828973845,268.8331648,2.666666667,24.75284166,39.72443218,63.68732984,1072.559669,3.801937736,235.0000922,8.294524393,10.992093,223.9521586,3.246979604,50.00172094,0.043793252,0.064899761,1.182417813,0.001619209,0.198062264,0.043793252,0.064899761,1.182417813,0.001619209,0.198062264,31.42990778,62.72017281,848.6075101,0.031648251,228.2865145,5.239017032,4.475613012,141.4534599,1.847759065,16.36165379,2.641782559,1.565157043,71.3281291,1.414213562,8.09487065,-4.567875235,3.649661683,-123.3326313,-14.31028548,-1.847759065,-2.429933572,1.067221557,-65.60820645,-6.102715495,-1.414213562,2.597234473,4.199441032,70.12533077,0.035357877,13.85986248,1.558717928,0.170944108,42.08538406,1.414213562,1.931695826,1.29531392,0.074973312,34.97347583,1.150668426,1.431806737,2.382617938,0.611220919,64.33068433,1.714285714,3.718309859,2.222222222,0.423659273,60,2,3,2.741636508,3.815144288,74.02418572,0.29597708,13.72205992,38.33333333,63.9097922,1035,2,234,1,0,27,1,1,0.075123238,0.092686707,2.028327427,0.003470046,0.285714286,1,0,27,1,1,1.480729652,0.359353007,39.9797006,1,2.289155427,0.121075,0.181626101,3.269025011,0,0.533716445,0.030697434,0.046964817,0.82883071,0,0.163179916
