depthOfInheritanceTree,Coupling between Object Classes,Response for a Class,Lack of Cohesion in Methods,Afferent Coupling ,Efferent Couplings,Lack of Cohesion in Methods 3,Data Access Metric,Cohesion Among Methods,Inheritance Coupling,Coupling Between Methods,Average Method Complexity,Average CC,Max CC,Min CC
1,3,9,4,0,3,0.625,0,0.36,0,0,9.6,1.6,4,1
0,4,8,1,0,4,0.5,1,0.5333,0,0,10,1.333333333,2,1
1,8,15,2,0,8,0.6071,0,0.4286,0,0,22.2,1,1,1
1,3,8,10,0,3,1,0.5,0.44,0,0,7.8,1.4,3,1
0,7,21,10,0,7,0.4375,1,0.3556,0,0,8.4444,1.222222222,2,1
0,9,21,12,0,9,0.5238,0.6667,0.3929,0,0,17,1.75,3,1
0,6,30,0,0,6,0,1,0.3222,0,0,7,1.133333333,2,1
1,22,30,0,0,22,2,0,1,0,0,195,3,3,3
0,13,18,4,0,13,0.5,0,0.45,0,0,12.2,1.2,2,1
1,5,21,39,0,5,0.8889,1,0.3111,0,0,9.4,1.2,2,1
1,2,7,15,0,2,2,0,0.4444,0,0,1.3333,1,1,1
0,9,22,7,0,9,0.4167,0,0.4286,0,0,12.1429,1.428571429,2,1
0,8,20,1,0,8,0.4167,0,0.4048,0,0,11.8571,1.285714286,3,1
0,12,28,48,0,12,0.5273,0.4,0.3229,0,0,18.4167,1.833333333,5,1
0,13,29,15,0,13,0.5667,1,0.3182,0,0,13.9091,1.545454545,4,1
0,2,6,0,0,2,0.3333,1,0.5,0,0,4,1,1,1
1,12,34,63,0,12,0.6282,0.1667,0.398,0,0,12,1.214285714,3,1
1,17,60,277,0,17,0.7722,1,0.2,0,0,13.9355,1.709677419,6,1
1,0,11,36,0,0,2,0,0.5833,0,0,4.3333,1,1,1
1,9,12,0,0,9,0.5,0,0.5,0,0,18,1,1,1
1,8,12,0,0,8,0,0,0.6667,0,0,25.5,1,1,1
1,15,19,0,0,15,0,0,0.6667,0,0,40.5,1,1,1
1,15,19,0,0,15,0,0,0.6667,0,0,40.5,1,1,1
1,9,12,0,0,9,0,0,0.6667,0,0,30,1,1,1
1,9,14,0,0,9,0,0,0.6667,0,0,32,1,1,1
1,21,14,0,0,21,0,0,0.5,0,0,37.3333,4,9,1
1,9,12,0,0,9,0,0,0.6667,0,0,29,1,1,1
1,9,14,0,0,9,0,0,0.6667,0,0,32,1,1,1
0,9,25,25,0,9,0.9556,0.4,0.375,0,0,21.5,1.6,5,1
0,20,45,0,0,20,2,0,0.2763,0,0,15,1,1,1
0,17,32,4,0,17,2,0,0.5,0,0,52.75,2,5,1
0,22,55,30,0,22,2,0,0.2778,0,0,33.4444,2.777777778,12,1
0,27,56,0,0,27,1,0,0.24,0,0,25.3333,1.266666667,3,1
0,27,62,35,0,27,0.8571,1,0.25,0,0,39.4667,1.866666667,5,1
0,27,43,4,0,27,2,0,0.5,0,0,109.5,1.75,4,1
1,74,156,36,0,74,2,0,0.2111,0,0,133.1111,5.666666667,20,1
1,47,86,105,0,47,0.8824,0.8571,0.098,0,0,25.3889,2.277777778,19,1
0,13,31,0,0,13,0.3571,0,0.375,0,0,23.625,1.25,3,1
0,12,18,4,0,12,2,0,0.5,0,0,19.25,1,1,1
0,18,34,0,0,18,0.8889,1,0.3,0,0,16.2,1,1,1
0,18,38,0,0,18,0.6667,1,0.2857,0,0,29.8571,1.285714286,3,1
1,45,99,32,0,45,0.803,0.6667,0.0909,0,0,49.25,2.166666667,9,1
1,19,38,1,0,19,2,0,0.5,0,0,83,1.5,2,1
0,11,29,5,0,11,0.4167,0,0.6429,0,0,24,1.285714286,3,1
0,11,18,4,0,11,2,0,0.5,0,0,19.25,1,1,1
0,18,34,0,0,18,0.8889,1,0.3,0,0,16.2,1,1,1
0,18,38,0,0,18,0.6667,1,0.2857,0,0,29.8571,1.285714286,3,1
0,24,39,9,0,24,0.6,0.5,0.3333,0,0,41.8333,1.166666667,2,1
0,5,5,1,0,5,1.5,0,0.75,0,0,8.5,1,1,1
0,16,31,1,0,16,0.7,0,0.4667,0,0,26.1667,1.5,3,1
1,9,12,3,0,9,2,0,0.3333,0,0,11,1,1,1
1,19,60,55,0,19,0.9101,0.1111,0.2794,0,0,35.1667,2.722222222,14,1
1,19,24,1,0,19,2,0,0.5,0,0,123,1.5,2,1
1,0,24,105,0,0,0.6212,1,0.5362,0,0,24.8696,2.260869565,7,1
1,6,6,3,0,6,2,0,0.6667,0,0,3.3333,1,1,1
1,15,96,0,0,15,0.1538,1,0.3857,0,0,29,1.714285714,4,1
1,102,254,2155,0,102,0.966,1,0.0786,0,0,32.3571,2.428571429,22,1
1,124,262,4847,0,124,0.9847,1,0.1163,0,0,15.8283,1.686868687,12,1
1,25,67,65,0,25,0.6235,1,0.2235,0,0,31.3889,2.555555556,9,1
1,27,67,6,0,27,0.7321,0.875,0.5,0,0,57.25,4,21,1
3,0,2,0,0,0,2,0,1,0,0,4,1,1,1
1,19,69,32,0,19,0.625,1,0.3036,0,0,80.7778,6.777777778,25,1
1,26,58,48,0,26,0.9024,0.4444,0.1979,0,0,31.8333,2.25,5,1
1,47,93,203,0,47,0.9714,0.963,0.1818,0,0,29.2174,1.304347826,6,1
1,19,57,171,0,19,2,0,0.2947,0,0,29.6316,3.526315789,13,1
0,43,110,63,0,43,0.2857,1,0.2061,0,0,61.0667,4.266666667,12,1
0,21,38,0,0,21,0.8667,1,0.2375,0,0,11.25,1,1,1
0,34,77,2,0,34,0.5714,1,0.25,0,0,100.125,4,17,1
1,38,102,136,0,38,0.8057,0,0.2375,0,0,36.1,1.95,8,1
0,24,72,46,0,24,0.8267,1,0.2292,0,0,34,1.6875,4,1
0,23,46,107,0,23,0.9893,0.2424,0.1912,0,0,13.1111,1.222222222,4,1
0,30,78,10,0,30,0.8571,0,0.25,0,0,67.875,3.875,20,1
0,29,80,0,0,29,1,1,0.2717,0,0,28.7391,1.434782609,11,1
0,21,38,0,0,21,0.8667,1,0.2375,0,0,11.25,1,1,1
0,23,70,40,0,23,0.7833,1,0.2436,0,0,35.5385,1.692307692,4,1
1,38,105,99,0,38,0.8067,0,0.2698,0,0,38.5556,1.833333333,8,1
0,26,62,57,0,26,0.8,1,0.1827,0,0,24.7857,1.5,4,1
0,22,46,14,0,22,0.8052,1,0.2078,0,0,18.75,1.333333333,2,1
1,46,137,302,0,46,0.8511,1,0.119,0,0,32.7879,2.515151515,22,1
1,9,47,21,0,9,0.6569,1,0.2824,0,0,15.9444,1.611111111,3,1
1,28,53,0,0,28,0.875,0,0.75,0,0,205.5,2,3,1
1,9,13,1,0,9,2,0,0.6667,0,0,22.5,1.5,2,1
1,22,79,69,0,22,0.9966,1,0.1435,0,0,129.8947,3.631578947,12,1
1,25,88,613,0,25,0.9469,0.9655,0.1351,0,0,37.6316,1.526315789,7,1
1,1,18,1,0,1,2,0,0.75,0,0,56.5,1.5,2,1
0,2,10,3,0,2,0.7667,1,0.4667,0,0,14.8333,2,6,1
1,62,109,11,0,62,0.7778,1,0.4286,0,0,146.4286,8.571428571,50,1
1,32,67,0,0,32,0.7576,0,0.3143,0,0,83.2857,4.142857143,9,1
0,5,11,6,0,5,2,0,0.5,0,0,29.5,3.25,10,1
1,2,9,0,0,2,0,0,0.5833,0,0,14.5,2.75,5,1
1,80,142,653,0,80,0.9228,1,0.136,0,0,23.2895,1.710526316,10,1
1,20,57,22,0,20,0.7375,1,0.1985,0,0,26.3529,2.294117647,8,1
3,0,8,6,0,0,1.3333,1,0.6667,0,0,4,1,1,1
1,2,5,0,0,2,0.6667,0,0.4375,0,0,5.25,1,1,1
1,12,26,3,0,12,0.6944,0.8333,0.2857,0,0,31,3.571428571,13,1
1,39,93,156,0,39,0.8423,0.9286,0.1354,0,0,31.16,2.96,14,1
0,24,44,3,0,24,0.5833,0,0.3143,0,0,33.4286,1.571428571,5,1
0,12,18,1,0,12,2,0,0.5556,0,0,26,1,1,1
0,15,24,4,0,15,1.25,1,0.35,0,0,28,1,1,1
0,26,51,0,0,26,0.9091,0,0.25,0,0,21.9167,1.25,3,1
0,19,34,3,0,19,0.9444,1,0.2857,0,0,30.5714,1.857142857,4,1
0,17,29,12,0,17,0.825,0,0.2593,0,0,15.2222,1.222222222,2,1
0,12,18,1,0,12,2,0,0.5556,0,0,26,1,1,1
0,28,66,9,0,28,0.6667,0,0.3143,0,0,51,2.714285714,10,1
0,10,18,0,0,10,0.25,0,0.4667,0,0,12,1.2,2,1
1,2,7,0,0,2,0.5,1,0.4444,0,0,8,2,4,1
1,13,88,1226,0,13,0.85,1,0.15,1,1,16.125,1.982142857,6,1
0,35,119,320,0,35,0.8609,0.9474,0.2,0,0,37.069,2.655172414,12,1
1,2,31,0,0,2,0,1,0.4359,0,0,29.8462,2.076923077,3,1
1,35,103,132,0,35,0.7167,1,0.1719,0,0,33,2.4,8,1
1,11,51,61,0,11,0.8676,0.625,0.2269,0,0,13.0556,1.666666667,5,1
1,31,50,3,0,31,0.6333,1,0.2449,0,0,48.1429,2.571428571,7,1
1,6,21,45,0,6,2,0,0.3,0,0,6.1,1,1,1
1,15,33,166,0,15,0.9342,1,0.1455,0,0,6.55,1.05,2,1
1,16,68,244,0,16,0.9167,0.6364,0.24,0,0,18.64,1.48,5,1
1,28,56,31,0,28,0.8286,1,0.2364,0,0,43.7273,2,5,1
1,3,9,0,0,3,2,0,1,0,0,29,1,1,1
1,10,22,13,0,10,0.6667,1,0.2083,0,0,9.5714,1.714285714,4,1
1,1,8,3,0,1,0.9333,0.3333,0.5556,0,0,10,2,6,1
1,30,142,384,0,30,0.8929,0.84,0.196,0,0,94.9688,7.65625,71,1
1,66,206,2792,0,66,0.9376,0.9762,0.1181,0,0,22.9375,2.025,45,1
1,61,163,858,0,61,0.914,1,0.1394,0,0,32.7333,2.266666667,35,1
1,17,100,95,0,17,0.832,1,0.2227,0,0,18.9706,1.676470588,6,1
1,0,2,0,0,0,2,0,1,0,0,15,1,1,1
1,6,12,1,0,6,0.75,0.5,0.6667,0,0,18,1.333333333,2,1
1,13,41,59,0,13,0.6964,1,0.2556,0,0,27.2667,2.733333333,13,1
1,0,2,0,0,0,2,0,1,0,0,3,1,1,1
1,5,19,0,0,5,0.675,1,0.3091,0,0,18,2.090909091,9,1
1,16,32,9,0,16,0.2,1,0.375,0,0,32,2.833333333,7,1
1,32,93,561,0,32,0.9542,1,0.1827,0,0,15.5897,1.435897436,11,1
1,1,12,45,0,1,0.9,1,0.325,0,0,4.2727,1.181818182,2,1
0,18,33,11,0,18,0.7,0,0.3333,0,0,69.3333,1.333333333,2,1
0,45,136,542,0,45,0.9487,0.75,0.1227,0,0,26.95,1.775,6,1
0,26,42,28,0,26,0.75,1,0.2778,0,0,22.7778,1.222222222,2,1
0,27,71,75,0,27,0.9667,0,0.2061,0,0,68.4667,2.733333333,10,1
0,3,6,1,0,3,2,1,1,0,0,8,1,1,1
0,16,62,131,0,16,0.8523,0.75,0.1864,0,0,20.7826,1.956521739,6,1
0,10,42,0,0,10,0.4231,1,0.2321,0,0,19.5,2.642857143,5,1
1,29,47,13,0,29,0.6667,1,0.2333,0,0,30,2.428571429,10,1
1,4,10,2,0,4,0.7778,1,0.375,0,0,9,1,1,1
1,18,40,24,0,18,0.8438,1,0.2222,0,0,23.5556,1.222222222,3,1
1,7,26,33,0,7,0.7222,1,0.22,0,0,14.9,1.8,5,1
1,50,81,114,0,50,0.9188,0.8,0.2578,0,0,31.8235,3.764705882,17,1
1,27,50,22,0,27,0.7143,1,0.375,0,0,42.625,1.5,2,1
1,51,136,225,0,51,0.913,0.4783,0.1311,0,0,44.1852,2.925925926,9,1
1,0,12,1,0,0,2,0,0.5,0,0,25,1,1,1
1,2,17,4,0,2,0.3333,1,0.3333,0,0,23.5,1,1,1
1,1,12,1,0,1,2,0,0.5,0,0,22.5,1,1,1
1,1,5,1,0,1,2,0,0.5,0,0,6.5,2,3,1
1,26,88,22,0,26,0.7143,1,0.3571,0,0,77.875,4.375,15,1
1,9,31,10,0,9,0.7679,1,0.5625,0,0,42,2.666666667,12,1
1,24,44,18,0,24,0.7143,1,0.3333,0,0,26.375,2.125,7,1
1,106,241,534,0,106,0.8699,0.4545,0.1233,0,0,64,3.621621622,17,1
0,70,160,403,0,70,0.9011,0.7273,0.1078,0,0,26.2571,2.457142857,9,1
1,34,120,85,0,34,0.8462,0,0.2154,0,0,102.5714,8.214285714,35,1
1,62,182,144,0,62,0.858,0.1364,0.1367,0,0,111.28,5.2,37,1
1,49,144,394,0,49,0.8978,0.9583,0.1117,0,0,40.3438,2.6875,20,1
1,90,199,486,0,90,0.8767,0.9375,0.0936,0,0,40.7297,3.243243243,16,1
0,77,149,666,0,77,0.8769,1,0.0972,0,0,24.3,2.3,10,1
1,46,93,326,0,46,0.8304,1,0.1119,0,0,26.6552,2,10,1
0,125,353,3807,0,125,0.936,0.8846,0.0612,0,0,30.697,3.121212121,30,1
0,75,137,530,0,75,0.8681,1,0.1009,0,0,22.3243,1.918918919,10,1
0,29,64,160,0,29,0.8375,1,0.1944,0,0,11.7619,1.333333333,4,1
1,32,84,87,0,32,0.8824,0.9474,0.1765,0,0,58.2778,2.944444444,25,1
0,83,130,151,0,83,0.8788,0.8333,0.1429,0,0,39.1304,2.608695652,15,1
1,28,71,30,0,28,0.6146,1,0.2462,0,0,70.7692,3.615384615,31,1
0,38,70,55,0,38,0.8431,0.6667,0.1961,0,0,21.7222,2.222222222,5,1
1,41,84,71,0,41,0.7597,1,0.2533,0,0,34.8,2.4,17,1
1,47,123,36,0,47,0.7841,0.875,0.2083,0,0,79.9167,3.583333333,23,1
1,42,115,49,0,42,0.8036,0.95,0.1704,0,0,100.4,2.8,13,1
0,38,71,33,0,38,0.7857,0.6,0.1905,0,0,26.1333,2.666666667,9,1
1,34,71,39,0,34,0.7778,1,0.1966,0,0,86.2,5.1,23,1
1,3,10,1,0,3,0.7857,0,0.6667,0,0,25.6667,1,1,1
1,1,8,1,0,1,0.5,0,0.6667,0,0,9.3333,1.333333333,2,1
0,50,121,265,0,50,0.9267,1,0.1752,0,0,33.9231,2.038461538,11,1
1,4,11,1,0,4,2,0,0.6667,0,0,19,2.5,4,1
1,5,11,1,0,5,2,0,0.6667,0,0,18.5,2.5,4,1
1,4,8,1,0,4,2,0,0.6667,0,0,13.5,1.5,2,1
1,6,12,1,0,6,2,0,0.6667,0,0,24.5,2.5,4,1
1,5,11,1,0,5,2,0,0.6667,0,0,18.5,2.5,4,1
1,5,11,1,0,5,2,0,0.6667,0,0,20.5,2.5,4,1
1,5,11,1,0,5,2,0,0.6667,0,0,18.5,2.5,4,1
0,5,13,1,0,5,2,0,0.6667,0,0,21.5,2,3,1
0,5,13,1,0,5,2,0,0.6667,0,0,20,2,3,1
0,27,65,19,0,27,0.9444,0.3333,0.3611,0,0,72.5714,2.857142857,8,1
0,5,8,1,0,5,2,0,0.6667,0,0,11,1,1,1
1,70,185,187,0,70,0.9183,1,0.1279,0,0,90.3704,3.814814815,19,1
1,40,70,36,0,40,2,0,0.2963,0,0,56.4444,1.222222222,2,1
1,33,54,21,0,33,1.1667,1,0.5714,0,0,117,2.857142857,14,1
1,24,50,36,0,24,1,1,0.3333,0,0,63,1.444444444,4,1
1,17,33,21,0,17,1,1,0.5714,0,0,58.1429,1.571428571,5,1
1,18,37,21,0,18,1.0833,1,0.5714,0,0,100.4286,1.571428571,5,1
1,33,57,21,0,33,2,0,0.5714,0,0,196.2857,3.428571429,18,1
1,21,35,26,0,21,0.8571,1,0.4583,0,0,34.625,1.25,2,1
1,16,35,21,0,16,2,0,0.5714,0,0,80.1429,1.285714286,3,1
1,23,43,21,0,23,2,0,0.5714,0,0,68.7143,1.285714286,3,1
1,14,28,21,0,14,1,1,0.5714,0,0,32,1.571428571,5,1
1,57,132,95,0,57,0.8676,0.25,0.213,0,0,68.6111,2.055555556,13,1
1,30,48,19,0,30,1.0556,1,0.5714,0,0,82,1.571428571,4,1
1,25,48,21,0,25,1.125,1,0.5714,0,0,82.2857,2,8,1
1,18,38,29,0,18,0.7778,1,0.3333,0,0,29.5,1.3,4,1
1,29,51,21,0,29,1.1667,1,0.5714,0,0,83.4286,2.285714286,10,1
1,14,32,21,0,14,2,0,0.5714,0,0,23,1.571428571,5,1
1,12,25,21,0,12,1.0833,1,0.5714,0,0,22.8571,1.428571429,4,1
1,16,31,34,0,16,0.9583,0.6667,0.3704,0,0,24.6667,1.777777778,8,1
1,16,26,21,0,16,2,0,0.5714,0,0,23.8571,1.142857143,2,1
1,28,57,21,0,28,1.1667,1,0.5714,0,0,95.1429,2.142857143,9,1
1,36,73,32,0,36,0.9583,1,0.5,0,0,73.3333,1.444444444,5,1
1,24,44,21,0,24,2,0,0.5714,0,0,65.4286,1.428571429,4,1
1,50,102,102,0,50,0.9467,0.8,0.2267,0,0,51.6875,1.8125,8,1
1,39,63,28,0,39,2,0,0.4167,0,0,60.875,1.5,3,1
1,17,32,21,0,17,2,0,0.5714,0,0,39.1429,1,1,1
1,32,86,78,0,32,1.0833,1,0.2198,0,0,94.1538,2.230769231,14,1
1,26,48,26,0,26,1,1,0.5714,0,0,72.625,1.375,4,1
1,8,21,21,0,8,1,1,0.5714,0,0,16.4286,1.428571429,4,1
1,5,13,21,0,5,2,0,0.5714,0,0,5.2857,1,1,1
1,19,36,21,0,19,2,0,0.5714,0,0,79.1429,1.285714286,3,1
1,32,62,21,0,32,1.0833,1,0.5714,0,0,226.7143,1.857142857,7,1
1,28,52,21,0,28,2,0,0.5714,0,0,157.4286,1.571428571,5,1
1,20,34,21,0,20,1,1,0.5714,0,0,48.1429,1.285714286,3,1
1,18,37,26,0,18,1.0804,0,0.4167,0,0,60.375,1.75,7,1
1,43,74,28,0,43,1,0.25,0.3438,0,0,109.25,1.625,5,1
1,16,29,21,0,16,1,1,0.5714,0,0,30.4286,1.428571429,4,1
1,47,94,67,0,47,0.8195,0.9474,0.2,0,0,56.1333,3.6,17,1
1,56,138,74,0,56,0.808,0.96,0.2188,0,0,88.6875,4.5,36,1
0,8,12,0,0,8,0,1,0.6667,0,0,30.3333,3.333333333,5,1
0,6,7,1,0,6,2,0,0.75,0,0,22.5,2.5,4,1
1,50,125,107,0,50,0.8687,0.9091,0.1737,0,0,80.0526,4.526315789,46,1
1,24,45,0,0,24,0.6825,0.1111,0.3438,0,0,40.5,2.5,10,1
1,21,67,0,0,21,0.6901,0.0313,0.3846,0,0,97.6923,2.153846154,10,1
1,47,121,26,0,47,0.8099,0.0816,0.24,0,0,107.25,3.15,13,1
1,32,95,65,0,32,0.8145,0.8462,0.1895,0,0,38.7222,3.388888889,13,1
1,47,144,264,0,47,0.8611,0.975,0.1286,0,0,68.6071,2.607142857,11,1
1,31,85,178,0,31,0.9239,0.75,0.1629,0,0,28.6667,2.125,12,1
1,23,38,35,0,23,0.8818,0.3636,0.2576,0,0,19,2.090909091,4,1
0,3,2,0,0,3,2,0,1,0,0,6,1,1,1
1,71,234,5992,0,71,0.9397,1,0.0549,0,0,19.1583,2.233333333,14,1
0,44,133,0,0,44,0.8304,0.8,0.1014,0,0,20.1915,2.276595745,5,1
1,42,193,3100,0,42,0.9489,0.9524,0.0619,0,0,26.6854,3.404494382,46,1
1,14,82,0,0,14,0,0,0.1313,1,1,4.8293,1,1,1
1,45,389,0,0,45,0.5224,0,0.0359,1,1,5.8614,1.103960396,4,1
1,17,121,0,0,17,0.5769,0,0.1136,1,1,5.3333,1.045454545,2,1
1,28,39,15,0,28,0.4444,1,0.1728,0,0,33.3,2.7,5,1
0,28,149,1464,0,28,0.8937,1,0.1217,0,0,23.6563,2.609375,10,1
1,23,117,1144,0,23,0.9051,0.9375,0.1212,0,0,19.7895,2.50877193,14,1
1,15,40,0,0,15,0,0.4,0.625,0,0,208.5,11,21,1
1,4,6,3,0,4,2,0,0.5556,0,0,11.6667,1.333333333,2,1
0,149,503,7769,0,149,0.9524,0.973,0.0449,0,0,29.8561,3.18705036,24,1
1,73,175,221,0,73,0.921,0.5926,0.1217,0,0,62.6774,6.161290323,34,1
1,20,58,8,0,20,0.7292,0.8333,0.25,0,0,57.3333,5.111111111,23,1
1,32,81,0,0,32,0.6667,0.6,0.3182,0,0,270.5,19.75,50,1
1,35,88,0,0,35,0.5909,0.5,0.2143,0,0,65,5.333333333,15,1
1,14,43,128,0,14,0.83,1,0.164,0,0,9.5238,1.523809524,3,1
1,15,83,0,0,15,0,0,0.1313,1,1,4.878,1,1,1
1,47,370,0,0,47,0.7567,0.25,0.0356,1,1,6.7166,1.155080214,5,1
1,17,134,0,0,17,0.7344,0.25,0.1135,1,1,7.1231,1.092307692,5,1
0,23,72,448,0,23,0.9132,1,0.1411,0,0,13.4324,2.027027027,7,1
0,34,182,845,0,34,0.853,0.8462,0.123,0,0,46.1957,3.847826087,31,1
0,134,479,7263,0,134,0.9617,0.907,0.0495,0,0,34.8168,3.213740458,45,1
0,4,20,36,0,4,2,0,0.4259,0,0,13.1111,1.111111111,2,1
1,58,32,21,0,58,1,0,0.25,0,0,119.2857,2.714285714,5,1
1,3,8,11,0,3,0.7222,0.3333,0.3571,0,0,10.1429,1.428571429,4,1
1,0,4,3,0,0,2,0,0.5,0,0,23.3333,3.666666667,6,1
1,3,24,1,0,3,0.65,1,0.4667,0,0,24.8333,2.166666667,5,1
0,23,64,114,0,23,0.7833,0.6667,0.2056,0,0,22.7143,2.19047619,12,1
0,6,14,3,0,6,2,0,0.5556,0,0,20.3333,2.333333333,5,1
0,1,2,0,0,1,2,0,1,0,0,5,1,1,1
0,7,20,6,0,7,2,0,0.375,0,0,22,2.5,7,1
0,19,56,67,0,19,0.8718,0.7778,0.2198,0,0,24.7143,2.857142857,11,1
0,5,10,3,0,5,2,0,0.5556,0,0,11.6667,1.333333333,2,1
0,1,2,0,0,1,2,0,1,0,0,5,1,1,1
0,5,17,3,0,5,2,0,0.5556,0,0,25.6667,3,7,1
0,6,17,3,0,6,2,0,0.5556,0,0,22.3333,2.333333333,5,1
0,26,60,62,0,26,0.8636,0.5,0.3818,0,0,23.6667,2.916666667,10,1
0,8,29,6,0,8,2,0,0.375,0,0,41.25,4.25,14,1
0,6,15,3,0,6,2,0,0.5556,0,0,28,3,7,1
0,5,16,3,0,5,2,0,0.5556,0,0,20.3333,2.333333333,5,1
0,6,18,3,0,6,2,0,0.5556,0,0,46.6667,3.333333333,8,1
0,10,15,10,0,10,1.25,1,0.5,0,0,11.2,1.8,4,1
0,7,21,3,0,7,2,0,0.5556,0,0,34,3.333333333,8,1
0,6,13,3,0,6,2,0,0.5556,0,0,16,2,4,1
0,6,11,3,0,6,2,0,0.5556,0,0,19,2,4,1
0,6,10,3,0,6,2,0,0.5556,0,0,11.6667,1.333333333,2,1
0,6,10,1,0,6,0.5,1,0.75,0,0,13,1.666666667,3,1
0,4,6,1,0,4,2,0,0.75,0,0,12,1.5,2,1
0,6,10,1,0,6,2,0,0.75,0,0,31,4.5,8,1
1,9,20,9,0,9,0.6667,0,0.5,0,0,19.2857,3.285714286,10,1
0,6,22,0,0,6,0.8667,0.6,0.5,0,0,35,2.5,6,1
0,6,21,0,0,6,0.8667,0.6,0.5,0,0,34.25,2.5,6,1
0,12,22,6,0,12,0.9167,0.3333,0.4375,0,0,22.4,2.8,10,1
0,7,12,4,0,7,1,0,0.5,0,0,12.25,1.75,4,1
0,27,51,26,0,27,1,0,0.2698,0,0,33.125,1.875,6,1
0,10,26,4,0,10,0.9167,0.5,0.5,0,0,34.5,2.75,8,1
0,17,28,24,0,17,0.8571,0,0.4,0,0,21.375,2.875,9,1
0,10,20,13,0,10,1,0,0.4,0,0,15.5,1.666666667,3,1
0,6,14,4,0,6,1,0,0.5,0,0,14.5,2.25,6,1
0,22,42,20,0,22,0.9107,0.5714,0.3214,0,0,37,3,10,1
0,9,17,8,0,9,0.875,0,0.4167,0,0,12.8,1.2,2,1
0,10,24,8,0,10,1,0.3333,0.4167,0,0,28.6,2.2,7,1
0,8,21,4,0,8,1,0,0.5,0,0,24.25,2.5,6,1
0,8,17,4,0,8,1,0,0.5,0,0,19.25,2,5,1
0,6,13,4,0,6,1,0,0.5,0,0,11.5,1,1,1
0,8,17,4,0,8,1,0,0.5,0,0,18.75,2.25,6,1
0,9,20,2,0,9,0.8333,0.3333,0.4375,0,0,13.2,1.6,4,1
0,7,22,4,0,7,1,0,0.5,0,0,28.5,2.75,8,1
0,7,20,4,0,7,1,0,0.5,0,0,31.75,2.5,7,1
0,18,36,11,0,18,1,0,0.3667,0,0,44.8333,5,15,1
0,14,21,2,0,14,0.8,0.6,0.5,0,0,20.5,2,5,1
0,8,19,4,0,8,1,0,0.5,0,0,17,1.75,4,1
0,19,43,51,0,19,0.9333,0.3333,0.38,0,0,16.9091,2.545454545,12,1
0,6,15,4,0,6,1,0,0.5,0,0,19,2,5,1
0,7,16,4,0,7,1,0,0.5,0,0,13.75,1.75,4,1
0,6,15,4,0,6,1,0,0.5,0,0,18,2,5,1
0,8,21,79,0,8,0.9451,0.7143,0.2115,0,0,4.7857,1,1,1
0,24,48,17,0,24,1.0417,0.75,0.4333,0,0,67.8571,7,39,1
0,8,25,4,0,8,0.7188,0.5,0.3125,0,0,13.8889,1.444444444,5,1
0,8,22,6,0,8,0.9167,0.3333,0.5,0,0,20.2,2,4,1
0,7,16,8,0,7,1,0,0.5,0,0,9.6,1.2,2,1
0,7,16,4,0,7,1,0,0.5,0,0,13.75,1.75,4,1
0,7,17,4,0,7,1,0,0.5,0,0,15.75,1.75,4,1
0,7,22,4,0,7,1,0,0.5,0,0,33.5,4.25,14,1
0,10,29,131,0,10,0.9626,0.8182,0.1882,0,0,5.8333,1,1,1
0,12,28,10,0,12,0.8857,0.6,0.3429,0,0,16.625,2.125,10,1
0,11,32,2,0,11,0.8889,0.3333,0.5,0,0,40.5,3.75,12,1
0,14,33,23,0,14,0.8143,0.7143,0.3167,0,0,19.8182,2.909090909,18,1
0,7,16,4,0,7,1,0,0.5,0,0,17.75,2.25,6,1
0,7,16,4,0,7,1,0,0.5,0,0,16,2,5,1
0,7,16,4,0,7,1,0,0.5,0,0,18,2.5,7,1
0,7,16,4,0,7,1,0,0.5,0,0,18,2.5,7,1
0,5,15,8,0,5,0.875,0,0.4167,0,0,12,1.2,2,1
0,7,15,8,0,7,1,0,0.5,0,0,9.4,1.2,2,1
0,7,16,4,0,7,1,0,0.5,0,0,14.75,1.75,4,1
1,9,16,6,0,9,1,0,0.5833,0,0,23.25,4,7,1
0,12,31,13,0,12,1,0,0.5,0,0,35,4.166666667,20,1
0,9,32,13,0,9,0.8889,0,0.5,0,0,22,2.285714286,10,1
0,8,14,13,0,8,1,0,0.5,0,0,8,1,1,1
0,7,16,4,0,7,1,0,0.5,0,0,14.75,1.75,4,1
0,7,15,4,0,7,1,0,0.5,0,0,15.25,1.25,2,1
0,7,16,4,0,7,1,0,0.5,0,0,19.5,2.25,6,1
0,4,13,1,0,4,2,0,0.75,0,0,21,2.5,4,1
0,5,10,1,0,5,2,0,0.75,0,0,18,2.5,4,1
0,5,10,1,0,5,2,0,0.75,0,0,18,2.5,4,1
0,4,14,1,0,4,2,0,0.75,0,0,24.5,3,5,1
0,12,15,1,0,12,1,1,0.75,0,0,31.5,3.5,6,1
0,4,13,1,0,4,2,0,0.75,0,0,21,2.5,4,1
0,5,7,1,0,5,2,0,0.75,0,0,13.5,1.5,2,1
0,5,11,1,0,5,2,0,0.75,0,0,21.5,3,5,1
0,5,11,1,0,5,2,0,0.75,0,0,21.5,3,5,1
0,18,24,8,0,18,0.75,1,0.5,0,0,23.6,3.2,11,1
0,5,11,1,0,5,2,0,0.75,0,0,26.5,3.5,6,1
0,4,14,1,0,4,2,0,0.75,0,0,24.5,3,5,1
