Instance,cbo_sum,wmc_sum,dit_sum,rfc_sum,lcom_sum,totalMethods_sum,staticMethods_sum,publicMethods_sum,privateMethods_sum,protectedMethods_sum,defaultMethods_sum,abstractMethods_sum,finalMethods_sum,synchronizedMethods_sum,totalFields_sum,staticFields_sum,publicFields_sum,privateFields_sum,protectedFields_sum,defaultFields_sum,finalFields_sum,synchronizedFields_sum,nosi_sum,loc_sum,returnQty_sum,loopQty_sum,comparisonsQty_sum,tryCatchQty_sum,parenthesizedExpsQty_sum,stringLiteralsQty_sum,numbersQty_sum,assignmentsQty_sum,mathOperationsQty_sum,variablesQty_sum,maxNestedBlocks_sum,anonymousClassesQty_sum,subClassesQty_sum,lambdasQty_sum,uniqueWordsQty_sum,modifiers_sum,cbo_max,wmc_max,dit_max,rfc_max,lcom_max,totalMethods_max,staticMethods_max,publicMethods_max,privateMethods_max,protectedMethods_max,defaultMethods_max,abstractMethods_max,finalMethods_max,synchronizedMethods_max,totalFields_max,staticFields_max,publicFields_max,privateFields_max,protectedFields_max,defaultFields_max,finalFields_max,synchronizedFields_max,nosi_max,loc_max,returnQty_max,loopQty_max,comparisonsQty_max,tryCatchQty_max,parenthesizedExpsQty_max,stringLiteralsQty_max,numbersQty_max,assignmentsQty_max,mathOperationsQty_max,variablesQty_max,maxNestedBlocks_max,anonymousClassesQty_max,subClassesQty_max,lambdasQty_max,uniqueWordsQty_max,modifiers_max,cbo_std,wmc_std,dit_std,rfc_std,lcom_std,totalMethods_std,staticMethods_std,publicMethods_std,privateMethods_std,protectedMethods_std,defaultMethods_std,abstractMethods_std,finalMethods_std,synchronizedMethods_std,totalFields_std,staticFields_std,publicFields_std,privateFields_std,protectedFields_std,defaultFields_std,finalFields_std,synchronizedFields_std,nosi_std,loc_std,returnQty_std,loopQty_std,comparisonsQty_std,tryCatchQty_std,parenthesizedExpsQty_std,stringLiteralsQty_std,numbersQty_std,assignmentsQty_std,mathOperationsQty_std,variablesQty_std,maxNestedBlocks_std,anonymousClassesQty_std,subClassesQty_std,lambdasQty_std,uniqueWordsQty_std,modifiers_std,cbo_mean,wmc_mean,dit_mean,rfc_mean,lcom_mean,totalMethods_mean,staticMethods_mean,publicMethods_mean,privateMethods_mean,protectedMethods_mean,defaultMethods_mean,abstractMethods_mean,finalMethods_mean,synchronizedMethods_mean,totalFields_mean,staticFields_mean,publicFields_mean,privateFields_mean,protectedFields_mean,defaultFields_mean,finalFields_mean,synchronizedFields_mean,nosi_mean,loc_mean,returnQty_mean,loopQty_mean,comparisonsQty_mean,tryCatchQty_mean,parenthesizedExpsQty_mean,stringLiteralsQty_mean,numbersQty_mean,assignmentsQty_mean,mathOperationsQty_mean,variablesQty_mean,maxNestedBlocks_mean,anonymousClassesQty_mean,subClassesQty_mean,lambdasQty_mean,uniqueWordsQty_mean,modifiers_mean,Label
google-error-prone_2.3.2,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602,335,269,15,252,10585,146,124,122,19,6,1,6,69,1,54,32,25,54,3,0,54,0,341,1669,148,53,35,51,56,1111,62,107,39,107,11,62,51,95,541,1025,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602,335,269,15,252,10585,146,124,122,19,6,1,6,69,1,54,32,25,54,3,0,54,0,341,1669,148,53,35,51,56,1111,62,107,39,107,11,62,51,95,541,1025,l1
google-error-prone_2.3.2,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602,335,269,15,252,10585,146,124,122,19,6,1,6,69,1,54,32,25,54,3,0,54,0,341,1669,148,53,35,51,56,1111,62,107,39,107,11,62,51,95,541,1025,15367,14020,2801,18280,58418,8539,1298,6632,990,145,1,287,103,4,1932,1007,170,1518,17,0,1504,0,8072,140367,5402,734,1029,409,800,35522,2069,7941,1044,6963,945,464,1181,726,78605,147013,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025,l1
google-error-prone_2.3.2,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602,335,269,15,252,10585,146,124,122,19,6,1,6,69,1,54,32,25,54,3,0,54,0,341,1669,148,53,35,51,56,1111,62,107,39,107,11,62,51,95,541,1025,15367,14020,2801,18280,58418,8539,1298,6632,990,145,1,287,103,4,1932,1007,170,1518,17,0,1504,0,8072,140367,5402,734,1029,409,800,35522,2069,7941,1044,6963,945,464,1181,726,78605,147013,335,269,15,252,10585,146,124,122,19,6,1,6,69,1,54,32,25,54,3,0,54,0,341,1669,148,53,35,51,56,1111,62,107,39,107,11,62,51,95,541,1025,l1
google-error-prone_2.3.2,15367,14020,2801,18280,58418,8539,1298,6632,990,145,1,287,103,4,1932,1007,170,1518,17,0,1504,0,8072,140367,5402,734,1029,409,800,35522,2069,7941,1044,6963,945,464,1181,726,78605,147013,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025,l1
google-error-prone_2.3.2,15367,14020,2801,18280,58418,8539,1298,6632,990,145,1,287,103,4,1932,1007,170,1518,17,0,1504,0,8072,140367,5402,734,1029,409,800,35522,2069,7941,1044,6963,945,464,1181,726,78605,147013,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602,335,269,15,252,10585,146,124,122,19,6,1,6,69,1,54,32,25,54,3,0,54,0,341,1669,148,53,35,51,56,1111,62,107,39,107,11,62,51,95,541,1025,l1
google-error-prone_2.3.2,15367,14020,2801,18280,58418,8539,1298,6632,990,145,1,287,103,4,1932,1007,170,1518,17,0,1504,0,8072,140367,5402,734,1029,409,800,35522,2069,7941,1044,6963,945,464,1181,726,78605,147013,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025,15367,14020,2801,18280,58418,8539,1298,6632,990,145,1,287,103,4,1932,1007,170,1518,17,0,1504,0,8072,140367,5402,734,1029,409,800,35522,2069,7941,1044,6963,945,464,1181,726,78605,147013,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025,l1
google-error-prone_2.3.2,15367,14020,2801,18280,58418,8539,1298,6632,990,145,1,287,103,4,1932,1007,170,1518,17,0,1504,0,8072,140367,5402,734,1029,409,800,35522,2069,7941,1044,6963,945,464,1181,726,78605,147013,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025,15367,14020,2801,18280,58418,8539,1298,6632,990,145,1,287,103,4,1932,1007,170,1518,17,0,1504,0,8072,140367,5402,734,1029,409,800,35522,2069,7941,1044,6963,945,464,1181,726,78605,147013,335,269,15,252,10585,146,124,122,19,6,1,6,69,1,54,32,25,54,3,0,54,0,341,1669,148,53,35,51,56,1111,62,107,39,107,11,62,51,95,541,1025,l1
google-error-prone_2.3.2,15367,14020,2801,18280,58418,8539,1298,6632,990,145,1,287,103,4,1932,1007,170,1518,17,0,1504,0,8072,140367,5402,734,1029,409,800,35522,2069,7941,1044,6963,945,464,1181,726,78605,147013,335,269,15,252,10585,146,124,122,19,6,1,6,69,1,54,32,25,54,3,0,54,0,341,1669,148,53,35,51,56,1111,62,107,39,107,11,62,51,95,541,1025,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025,l1
google-error-prone_2.3.2,15367,14020,2801,18280,58418,8539,1298,6632,990,145,1,287,103,4,1932,1007,170,1518,17,0,1504,0,8072,140367,5402,734,1029,409,800,35522,2069,7941,1044,6963,945,464,1181,726,78605,147013,335,269,15,252,10585,146,124,122,19,6,1,6,69,1,54,32,25,54,3,0,54,0,341,1669,148,53,35,51,56,1111,62,107,39,107,11,62,51,95,541,1025,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602,335,269,15,252,10585,146,124,122,19,6,1,6,69,1,54,32,25,54,3,0,54,0,341,1669,148,53,35,51,56,1111,62,107,39,107,11,62,51,95,541,1025,l1
google-error-prone_2.3.2,15367,14020,2801,18280,58418,8539,1298,6632,990,145,1,287,103,4,1932,1007,170,1518,17,0,1504,0,8072,140367,5402,734,1029,409,800,35522,2069,7941,1044,6963,945,464,1181,726,78605,147013,335,269,15,252,10585,146,124,122,19,6,1,6,69,1,54,32,25,54,3,0,54,0,341,1669,148,53,35,51,56,1111,62,107,39,107,11,62,51,95,541,1025,15367,14020,2801,18280,58418,8539,1298,6632,990,145,1,287,103,4,1932,1007,170,1518,17,0,1504,0,8072,140367,5402,734,1029,409,800,35522,2069,7941,1044,6963,945,464,1181,726,78605,147013,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025,l1
google-error-prone_2.3.2,15367,14020,2801,18280,58418,8539,1298,6632,990,145,1,287,103,4,1932,1007,170,1518,17,0,1504,0,8072,140367,5402,734,1029,409,800,35522,2069,7941,1044,6963,945,464,1181,726,78605,147013,335,269,15,252,10585,146,124,122,19,6,1,6,69,1,54,32,25,54,3,0,54,0,341,1669,148,53,35,51,56,1111,62,107,39,107,11,62,51,95,541,1025,15367,14020,2801,18280,58418,8539,1298,6632,990,145,1,287,103,4,1932,1007,170,1518,17,0,1504,0,8072,140367,5402,734,1029,409,800,35522,2069,7941,1044,6963,945,464,1181,726,78605,147013,335,269,15,252,10585,146,124,122,19,6,1,6,69,1,54,32,25,54,3,0,54,0,341,1669,148,53,35,51,56,1111,62,107,39,107,11,62,51,95,541,1025,l1
grpc-grpc-java_1.17.2,11031,15619,1683,18509,84143,9888,2234,7130,1059,407,0,140,424,43,4283,1739,509,3341,34,0,2685,0,6220,185923,5877,668,1406,572,1316,7666,10678,16791,2571,13122,813,990,1033,0,82307,78030,113,162,19,311,5460,105,35,105,21,29,0,12,24,7,75,75,35,56,8,0,74,0,312,7453,71,17,36,20,90,289,546,394,120,344,6,28,39,0,580,1025,11031,15619,1683,18509,84143,9888,2234,7130,1059,407,0,140,424,43,4283,1739,509,3341,34,0,2685,0,6220,185923,5877,668,1406,572,1316,7666,10678,16791,2571,13122,813,990,1033,0,82307,78030,113,162,19,311,5460,105,35,105,21,29,0,12,24,7,75,75,35,56,8,0,74,0,312,7453,71,17,36,20,90,289,546,394,120,344,6,28,39,0,580,1025,cosine
grpc-grpc-java_1.18.0,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,cosine
grpc-grpc-java_1.18.0,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,cosine
grpc-grpc-java_1.18.0,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,cosine
grpc-grpc-java_1.18.0,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,cosine
grpc-grpc-java_1.18.0,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,cosine
grpc-grpc-java_1.18.0,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,cosine
grpc-grpc-java_1.18.0,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,cosine
grpc-grpc-java_1.18.0,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,cosine
grpc-grpc-java_1.18.0,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,cosine
grpc-grpc-java_1.18.0,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,cosine
grpc-grpc-java_1.18.0,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,cosine
grpc-grpc-java_1.18.0,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,cosine
grpc-grpc-java_1.18.0,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,cosine
grpc-grpc-java_1.18.0,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,cosine
grpc-grpc-java_1.18.0,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025,cosine
grpc-grpc-java_1.18.0,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,13187,24340,1984,22781,166025,14584,3578,10295,1334,562,0,145,661,49,5630,2593,899,4067,31,0,3569,0,6994,276008,9702,882,2999,679,3557,9197,16239,23260,4375,16151,1047,1120,1205,0,103357,81784,113,341,19,311,5778,111,35,105,21,29,0,12,24,7,75,75,36,54,8,0,74,0,312,8014,172,17,137,20,135,289,546,401,120,383,6,31,39,0,601,1025,cosine
grpc-grpc-java_1.19.0,13576,24906,2041,23333,170024,14952,3698,10591,1358,573,0,154,688,49,5739,2648,910,4148,31,0,3635,0,7180,287283,9973,896,3058,691,3628,9429,16442,23786,4471,16516,1072,1171,1246,0,106136,87135,113,341,19,313,5778,113,39,105,21,29,0,12,24,7,79,79,36,54,8,0,78,0,316,8264,172,17,137,20,135,302,546,410,120,393,6,37,39,0,601,1025,13576,24906,2041,23333,170024,14952,3698,10591,1358,573,0,154,688,49,5739,2648,910,4148,31,0,3635,0,7180,287283,9973,896,3058,691,3628,9429,16442,23786,4471,16516,1072,1171,1246,0,106136,87135,113,341,19,313,5778,113,39,105,21,29,0,12,24,7,79,79,36,54,8,0,78,0,316,8264,172,17,137,20,135,302,546,410,120,393,6,37,39,0,601,1025,cosine
grpc-grpc-java_1.20.0,9755,10199,1487,15810,30096,6685,951,4799,858,261,0,142,213,46,3512,1099,306,2941,31,0,2186,0,5589,123146,2764,564,695,551,395,7372,7740,13487,1430,11935,635,958,932,0,71151,78696,107,154,19,311,5460,125,39,111,21,29,0,12,24,7,66,39,36,57,8,0,51,0,248,3190,72,17,36,18,23,217,546,482,68,460,6,42,34,0,613,1025,9755,10199,1487,15810,30096,6685,951,4799,858,261,0,142,213,46,3512,1099,306,2941,31,0,2186,0,5589,123146,2764,564,695,551,395,7372,7740,13487,1430,11935,635,958,932,0,71151,78696,107,154,19,311,5460,125,39,111,21,29,0,12,24,7,66,39,36,57,8,0,51,0,248,3190,72,17,36,18,23,217,546,482,68,460,6,42,34,0,613,1025,cosine
grpc-grpc-java_1.21.0,10027,10479,1523,16423,30873,6889,988,4927,887,264,0,142,212,50,3612,1125,312,3034,31,0,2267,0,5940,127057,2817,573,717,573,411,7601,7977,13884,1494,12272,649,987,964,0,72842,81885,111,155,19,318,5460,126,39,108,21,29,0,11,24,7,66,39,36,57,8,0,51,0,328,3184,72,17,36,18,23,217,546,481,78,458,6,43,34,0,642,1025,10027,10479,1523,16423,30873,6889,988,4927,887,264,0,142,212,50,3612,1125,312,3034,31,0,2267,0,5940,127057,2817,573,717,573,411,7601,7977,13884,1494,12272,649,987,964,0,72842,81885,111,155,19,318,5460,126,39,108,21,29,0,11,24,7,66,39,36,57,8,0,51,0,328,3184,72,17,36,18,23,217,546,481,78,458,6,43,34,0,642,1025,l2
grpc-grpc-java_1.21.1,10041,10494,1525,16438,30884,6896,988,4932,888,264,0,142,212,50,3618,1126,312,3040,31,0,2270,0,5940,127169,2826,573,722,575,411,7605,7978,13897,1494,12285,651,988,965,0,72926,81901,111,155,19,318,5460,126,39,108,21,29,0,11,24,7,66,39,36,57,8,0,51,0,328,3184,72,17,36,18,23,217,546,481,78,458,6,43,34,0,642,1025,10041,10494,1525,16438,30884,6896,988,4932,888,264,0,142,212,50,3618,1126,312,3040,31,0,2270,0,5940,127169,2826,573,722,575,411,7605,7978,13897,1494,12285,651,988,965,0,72926,81901,111,155,19,318,5460,126,39,108,21,29,0,11,24,7,66,39,36,57,8,0,51,0,328,3184,72,17,36,18,23,217,546,481,78,458,6,43,34,0,642,1025,euclidean
