Instance,cbo_sum,wmc_sum,dit_sum,rfc_sum,lcom_sum,totalMethods_sum,staticMethods_sum,publicMethods_sum,privateMethods_sum,protectedMethods_sum,defaultMethods_sum,abstractMethods_sum,finalMethods_sum,synchronizedMethods_sum,totalFields_sum,staticFields_sum,publicFields_sum,privateFields_sum,protectedFields_sum,defaultFields_sum,finalFields_sum,synchronizedFields_sum,nosi_sum,loc_sum,returnQty_sum,loopQty_sum,comparisonsQty_sum,tryCatchQty_sum,parenthesizedExpsQty_sum,stringLiteralsQty_sum,numbersQty_sum,assignmentsQty_sum,mathOperationsQty_sum,variablesQty_sum,maxNestedBlocks_sum,anonymousClassesQty_sum,subClassesQty_sum,lambdasQty_sum,uniqueWordsQty_sum,modifiers_sum,cbo_max,wmc_max,dit_max,rfc_max,lcom_max,totalMethods_max,staticMethods_max,publicMethods_max,privateMethods_max,protectedMethods_max,defaultMethods_max,abstractMethods_max,finalMethods_max,synchronizedMethods_max,totalFields_max,staticFields_max,publicFields_max,privateFields_max,protectedFields_max,defaultFields_max,finalFields_max,synchronizedFields_max,nosi_max,loc_max,returnQty_max,loopQty_max,comparisonsQty_max,tryCatchQty_max,parenthesizedExpsQty_max,stringLiteralsQty_max,numbersQty_max,assignmentsQty_max,mathOperationsQty_max,variablesQty_max,maxNestedBlocks_max,anonymousClassesQty_max,subClassesQty_max,lambdasQty_max,uniqueWordsQty_max,modifiers_max,cbo_std,wmc_std,dit_std,rfc_std,lcom_std,totalMethods_std,staticMethods_std,publicMethods_std,privateMethods_std,protectedMethods_std,defaultMethods_std,abstractMethods_std,finalMethods_std,synchronizedMethods_std,totalFields_std,staticFields_std,publicFields_std,privateFields_std,protectedFields_std,defaultFields_std,finalFields_std,synchronizedFields_std,nosi_std,loc_std,returnQty_std,loopQty_std,comparisonsQty_std,tryCatchQty_std,parenthesizedExpsQty_std,stringLiteralsQty_std,numbersQty_std,assignmentsQty_std,mathOperationsQty_std,variablesQty_std,maxNestedBlocks_std,anonymousClassesQty_std,subClassesQty_std,lambdasQty_std,uniqueWordsQty_std,modifiers_std,cbo_mean,wmc_mean,dit_mean,rfc_mean,lcom_mean,totalMethods_mean,staticMethods_mean,publicMethods_mean,privateMethods_mean,protectedMethods_mean,defaultMethods_mean,abstractMethods_mean,finalMethods_mean,synchronizedMethods_mean,totalFields_mean,staticFields_mean,publicFields_mean,privateFields_mean,protectedFields_mean,defaultFields_mean,finalFields_mean,synchronizedFields_mean,nosi_mean,loc_mean,returnQty_mean,loopQty_mean,comparisonsQty_mean,tryCatchQty_mean,parenthesizedExpsQty_mean,stringLiteralsQty_mean,numbersQty_mean,assignmentsQty_mean,mathOperationsQty_mean,variablesQty_mean,maxNestedBlocks_mean,anonymousClassesQty_mean,subClassesQty_mean,lambdasQty_mean,uniqueWordsQty_mean,modifiers_mean,Label
dropwizard-dropwizard_1.3.7,6886,5224,1341,9347,15944,4218,147,3586,197,296,3,21,9,12,1607,277,86,1441,48,0,905,0,3472,48706,1602,148,149,230,121,6089,3461,4565,389,4063,368,114,268,191,36733,33716,60,89,12,120,3126,85,8,84,8,14,2,6,2,2,38,10,7,38,11,0,13,0,1183,738,45,8,7,10,7,184,1214,101,31,101,6,4,7,9,310,1025,6886,5224,1341,9347,15944,4218,147,3586,197,296,3,21,9,12,1607,277,86,1441,48,0,905,0,3472,48706,1602,148,149,230,121,6089,3461,4565,389,4063,368,114,268,191,36733,33716,60,89,12,120,3126,85,8,84,8,14,2,6,2,2,38,10,7,38,11,0,13,0,1183,738,45,8,7,10,7,184,1214,101,31,101,6,4,7,9,310,1025,l1
dropwizard-dropwizard_1.3.8,6886,5224,1341,9347,15944,4218,147,3586,197,296,3,21,9,12,1607,277,86,1441,48,0,905,0,3472,48706,1602,148,149,230,121,6089,3461,4565,389,4063,368,114,268,191,36733,33716,60,89,12,120,3126,85,8,84,8,14,2,6,2,2,38,10,7,38,11,0,13,0,1183,738,45,8,7,10,7,184,1214,101,31,101,6,4,7,9,310,1025,6886,5224,1341,9347,15944,4218,147,3586,197,296,3,21,9,12,1607,277,86,1441,48,0,905,0,3472,48706,1602,148,149,230,121,6089,3461,4565,389,4063,368,114,268,191,36733,33716,60,89,12,120,3126,85,8,84,8,14,2,6,2,2,38,10,7,38,11,0,13,0,1183,738,45,8,7,10,7,184,1214,101,31,101,6,4,7,9,310,1025,l1
dropwizard-metrics_3.2.5,1529,1944,318,3212,2316,1364,74,1061,158,75,0,19,5,18,730,167,44,663,2,0,595,0,723,18541,453,144,72,84,72,2536,1838,1894,307,1754,149,161,93,0,11642,13561,24,71,8,71,585,40,10,40,14,10,0,8,4,7,25,14,11,22,2,0,15,0,33,540,31,17,10,5,12,190,134,56,18,56,7,20,15,0,200,1025,1529,1944,318,3212,2316,1364,74,1061,158,75,0,19,5,18,730,167,44,663,2,0,595,0,723,18541,453,144,72,84,72,2536,1838,1894,307,1754,149,161,93,0,11642,13561,24,71,8,71,585,40,10,40,14,10,0,8,4,7,25,14,11,22,2,0,15,0,33,540,31,17,10,5,12,190,134,56,18,56,7,20,15,0,200,1025,euclidean
dropwizard-metrics_3.2.6,1531,1951,318,3220,2372,1367,74,1063,158,75,0,19,5,19,730,167,44,663,2,0,595,0,723,18594,453,145,73,84,72,2537,1866,1905,308,1764,150,163,93,0,11672,13561,24,71,8,71,585,40,10,40,14,10,0,8,4,7,25,14,11,22,2,0,15,0,33,540,31,18,10,5,12,190,134,56,18,56,7,20,15,0,200,1025,1531,1951,318,3220,2372,1367,74,1063,158,75,0,19,5,19,730,167,44,663,2,0,595,0,723,18594,453,145,73,84,72,2537,1866,1905,308,1764,150,163,93,0,11672,13561,24,71,8,71,585,40,10,40,14,10,0,8,4,7,25,14,11,22,2,0,15,0,33,540,31,18,10,5,12,190,134,56,18,56,7,20,15,0,200,1025,euclidean
dropwizard-metrics_4.0.0,1502,1806,322,3037,2163,1329,68,1067,135,62,1,16,0,18,675,147,47,618,2,0,533,0,635,17564,421,131,59,76,45,2390,1700,1757,253,1648,142,46,90,115,10831,13571,29,71,8,71,585,40,10,40,10,10,1,8,0,6,25,14,11,22,2,0,15,0,33,557,31,18,7,5,12,139,128,56,15,56,5,9,15,17,178,1025,1502,1806,322,3037,2163,1329,68,1067,135,62,1,16,0,18,675,147,47,618,2,0,533,0,635,17564,421,131,59,76,45,2390,1700,1757,253,1648,142,46,90,115,10831,13571,29,71,8,71,585,40,10,40,10,10,1,8,0,6,25,14,11,22,2,0,15,0,33,557,31,18,7,5,12,139,128,56,15,56,5,9,15,17,178,1025,manhattan
dropwizard-metrics_4.0.1,1501,1806,322,3037,2163,1329,68,1067,135,62,1,16,0,18,675,147,47,618,2,0,533,0,635,17560,421,131,59,76,45,2390,1700,1757,253,1648,142,46,89,115,10829,13571,29,71,8,71,585,40,10,40,10,10,1,8,0,6,25,14,11,22,2,0,15,0,33,557,31,18,7,5,12,139,128,56,15,56,5,9,15,17,178,1025,1501,1806,322,3037,2163,1329,68,1067,135,62,1,16,0,18,675,147,47,618,2,0,533,0,635,17560,421,131,59,76,45,2390,1700,1757,253,1648,142,46,89,115,10829,13571,29,71,8,71,585,40,10,40,10,10,1,8,0,6,25,14,11,22,2,0,15,0,33,557,31,18,7,5,12,139,128,56,15,56,5,9,15,17,178,1025,manhattan
dropwizard-metrics_4.0.2,1501,1807,322,3038,2163,1329,68,1067,135,62,1,16,0,18,675,147,47,618,2,0,533,0,635,17563,421,131,59,76,45,2390,1701,1758,253,1648,142,46,89,115,10831,13571,29,71,8,71,585,40,10,40,10,10,1,8,0,6,25,14,11,22,2,0,15,0,33,557,31,18,7,5,12,139,128,56,15,56,5,9,15,17,178,1025,1501,1807,322,3038,2163,1329,68,1067,135,62,1,16,0,18,675,147,47,618,2,0,533,0,635,17563,421,131,59,76,45,2390,1701,1758,253,1648,142,46,89,115,10831,13571,29,71,8,71,585,40,10,40,10,10,1,8,0,6,25,14,11,22,2,0,15,0,33,557,31,18,7,5,12,139,128,56,15,56,5,9,15,17,178,1025,l2
dropwizard-metrics_4.0.3,1502,1807,322,3038,2163,1329,68,1067,135,62,1,16,0,18,675,147,47,618,2,0,533,0,635,17565,421,131,59,76,45,2391,1701,1758,253,1648,142,46,89,115,10833,13571,29,71,8,71,585,40,10,40,10,10,1,8,0,6,25,14,11,22,2,0,15,0,33,557,31,18,7,5,12,139,128,56,15,56,5,9,15,17,178,1025,1502,1807,322,3038,2163,1329,68,1067,135,62,1,16,0,18,675,147,47,618,2,0,533,0,635,17565,421,131,59,76,45,2391,1701,1758,253,1648,142,46,89,115,10833,13571,29,71,8,71,585,40,10,40,10,10,1,8,0,6,25,14,11,22,2,0,15,0,33,557,31,18,7,5,12,139,128,56,15,56,5,9,15,17,178,1025,euclidean
dropwizard-metrics_4.0.4,1502,1807,322,3038,2163,1329,68,1067,135,62,1,16,0,18,675,147,47,618,2,0,533,0,635,17565,421,131,59,76,45,2391,1701,1758,253,1648,142,46,89,115,10833,13571,29,71,8,71,585,40,10,40,10,10,1,8,0,6,25,14,11,22,2,0,15,0,33,557,31,18,7,5,12,139,128,56,15,56,5,9,15,17,178,1025,1502,1807,322,3038,2163,1329,68,1067,135,62,1,16,0,18,675,147,47,618,2,0,533,0,635,17565,421,131,59,76,45,2391,1701,1758,253,1648,142,46,89,115,10833,13571,29,71,8,71,585,40,10,40,10,10,1,8,0,6,25,14,11,22,2,0,15,0,33,557,31,18,7,5,12,139,128,56,15,56,5,9,15,17,178,1025,euclidean
dropwizard-metrics_4.0.5,1502,1807,322,3038,2163,1329,68,1067,135,62,1,16,0,18,675,147,47,618,2,0,533,0,635,17565,421,131,59,76,45,2391,1701,1758,253,1648,142,46,89,115,10833,13571,29,71,8,71,585,40,10,40,10,10,1,8,0,6,25,14,11,22,2,0,15,0,33,557,31,18,7,5,12,139,128,56,15,56,5,9,15,17,178,1025,1502,1807,322,3038,2163,1329,68,1067,135,62,1,16,0,18,675,147,47,618,2,0,533,0,635,17565,421,131,59,76,45,2391,1701,1758,253,1648,142,46,89,115,10833,13571,29,71,8,71,585,40,10,40,10,10,1,8,0,6,25,14,11,22,2,0,15,0,33,557,31,18,7,5,12,139,128,56,15,56,5,9,15,17,178,1025,cosine
dropwizard-metrics_4.0.6,1502,1808,322,3040,2163,1329,68,1067,135,62,1,16,0,18,675,147,47,618,2,0,533,0,635,17571,421,131,59,76,45,2395,1702,1758,253,1648,142,46,89,115,10835,13571,29,71,8,72,585,40,10,40,10,10,1,8,0,6,25,14,11,22,2,0,15,0,33,563,31,18,7,5,12,139,128,56,15,56,5,9,15,17,178,1025,1502,1808,322,3040,2163,1329,68,1067,135,62,1,16,0,18,675,147,47,618,2,0,533,0,635,17571,421,131,59,76,45,2395,1702,1758,253,1648,142,46,89,115,10835,13571,29,71,8,72,585,40,10,40,10,10,1,8,0,6,25,14,11,22,2,0,15,0,33,563,31,18,7,5,12,139,128,56,15,56,5,9,15,17,178,1025,l1
facebook-facebook-android-sdk_5.0.0,4621,7355,883,8307,26829,3688,996,2275,809,248,0,20,79,65,2730,1729,744,1839,9,0,1896,0,2953,57089,2241,350,793,320,322,3939,2082,8008,640,6855,470,462,241,0,32276,19934,69,240,10,191,3069,87,79,65,36,34,0,4,32,6,118,118,101,62,7,0,118,0,119,1386,94,21,35,20,28,150,125,195,63,169,7,17,15,0,627,1025,4621,7355,883,8307,26829,3688,996,2275,809,248,0,20,79,65,2730,1729,744,1839,9,0,1896,0,2953,57089,2241,350,793,320,322,3939,2082,8008,640,6855,470,462,241,0,32276,19934,69,240,10,191,3069,87,79,65,36,34,0,4,32,6,118,118,101,62,7,0,118,0,119,1386,94,21,35,20,28,150,125,195,63,169,7,17,15,0,627,1025,l1
facebook-facebook-android-sdk_5.0.1,4628,7371,885,8318,27003,3696,1003,2276,813,248,0,20,79,65,2739,1738,744,1847,9,0,1905,0,2963,57190,2249,351,793,320,322,3940,2090,8023,638,6870,471,462,241,0,32315,19951,69,240,10,191,3069,87,79,65,36,34,0,4,32,6,118,118,101,62,7,0,118,0,119,1386,94,21,35,20,28,150,125,195,63,169,7,17,15,0,627,1025,4628,7371,885,8318,27003,3696,1003,2276,813,248,0,20,79,65,2739,1738,744,1847,9,0,1905,0,2963,57190,2249,351,793,320,322,3940,2090,8023,638,6870,471,462,241,0,32315,19951,69,240,10,191,3069,87,79,65,36,34,0,4,32,6,118,118,101,62,7,0,118,0,119,1386,94,21,35,20,28,150,125,195,63,169,7,17,15,0,627,1025,l1
facebook-facebook-android-sdk_5.0.2,4628,7371,885,8318,27003,3696,1003,2276,813,248,0,20,79,65,2739,1738,744,1847,9,0,1905,0,2963,57189,2248,351,793,320,322,3940,2090,8023,638,6870,471,462,241,0,32315,19951,69,240,10,191,3069,87,79,65,36,34,0,4,32,6,118,118,101,62,7,0,118,0,119,1386,94,21,35,20,28,150,125,195,63,169,7,17,15,0,627,1025,4628,7371,885,8318,27003,3696,1003,2276,813,248,0,20,79,65,2739,1738,744,1847,9,0,1905,0,2963,57189,2248,351,793,320,322,3940,2090,8023,638,6870,471,462,241,0,32315,19951,69,240,10,191,3069,87,79,65,36,34,0,4,32,6,118,118,101,62,7,0,118,0,119,1386,94,21,35,20,28,150,125,195,63,169,7,17,15,0,627,1025,l1
facebook-facebook-android-sdk_5.0.3,4628,7370,885,8318,27003,3696,1003,2276,813,248,0,20,79,65,2739,1738,744,1847,9,0,1905,0,2962,57186,2247,351,793,320,322,3940,2090,8023,638,6870,471,462,241,0,32315,19951,69,240,10,191,3069,87,79,65,36,34,0,4,32,6,118,118,101,62,7,0,118,0,119,1386,94,21,35,20,28,150,125,195,63,169,7,17,15,0,627,1025,4628,7370,885,8318,27003,3696,1003,2276,813,248,0,20,79,65,2739,1738,744,1847,9,0,1905,0,2962,57186,2247,351,793,320,322,3940,2090,8023,638,6870,471,462,241,0,32315,19951,69,240,10,191,3069,87,79,65,36,34,0,4,32,6,118,118,101,62,7,0,118,0,119,1386,94,21,35,20,28,150,125,195,63,169,7,17,15,0,627,1025,l1
facebook-facebook-android-sdk_5.1.0,4723,7389,905,8515,26863,3727,1000,2307,804,248,0,20,79,65,2754,1728,744,1860,10,0,1911,0,3003,57866,2245,353,787,323,321,4051,2135,8065,639,6915,482,460,246,0,32605,21000,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,4723,7389,905,8515,26863,3727,1000,2307,804,248,0,20,79,65,2754,1728,744,1860,10,0,1911,0,3003,57866,2245,353,787,323,321,4051,2135,8065,639,6915,482,460,246,0,32605,21000,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,cosine
facebook-facebook-android-sdk_5.1.1,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,l1
facebook-facebook-android-sdk_5.1.1,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,l1
facebook-facebook-android-sdk_5.1.1,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,l1
facebook-facebook-android-sdk_5.1.1,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,l1
facebook-facebook-android-sdk_5.1.1,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,l1
facebook-facebook-android-sdk_5.1.1,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,l1
facebook-facebook-android-sdk_5.1.1,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,l1
facebook-facebook-android-sdk_5.1.1,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,l1
facebook-facebook-android-sdk_5.1.1,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,l1
facebook-facebook-android-sdk_5.1.1,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,l1
facebook-facebook-android-sdk_5.1.1,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,l1
facebook-facebook-android-sdk_5.1.1,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,l1
facebook-facebook-android-sdk_5.1.1,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,l1
facebook-facebook-android-sdk_5.1.1,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,8909,21528,3362,27004,90596,11713,922,8752,1876,631,6,75,226,97,6803,3716,788,5649,221,0,4310,0,7203,134150,6016,1190,1483,1067,975,17679,8477,21912,2566,17494,1668,107,186,232,102078,84100,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,l1
facebook-facebook-android-sdk_5.1.1,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025,l1
facebook-facebook-android-sdk_5.1.1,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,4726,7397,905,8518,26863,3727,1000,2307,804,248,0,20,79,66,2754,1728,744,1860,10,0,1911,0,3005,57902,2246,353,790,324,321,4053,2135,8069,639,6919,482,461,246,0,32610,21000,68,243,10,194,3148,87,80,66,36,34,0,4,32,6,118,118,101,61,7,0,118,0,119,1386,95,22,35,20,28,150,125,195,63,169,7,16,15,0,627,1025,l1
