Label String,Label Integer
SOREN,0
SOREN,0
SOREN,0
JAC,1
SOREN,0
SOREN,0
JAC,1
JAC,1
SOREN,0
SOREN,0
SOREN,0
SOREN,0
JAC,1
SOREN,0
SOREN,0
BUNCH,2
BUNCH,2
BUNCH,2
SOREN,0
BUNCH,2
BUNCH,2
BUNCH,2
SOREN,0
SOREN,0
BUNCH,2
BUNCH,2
BUNCH,2
BUNCH,2
SOREN,0
BUNCH,2
SOREN,0
SOREN,0
SOREN,0
SOREN,0
SOREN,0
SOREN,0
SOREN,0
SOREN,0
SOREN,0
SOREN,0
SOREN,0
SOREN,0
SOREN,0
SOREN,0
SOREN,0
SOREN,0
SOREN,0
JAC,1
SOREN,0
SOREN,0
