NoGenSM,NoSM,NoPubSM,NoProSM,NoPriSM,NoDefSM,NoGenM,NoM,NoPubM,NoProM,NoPriM,NoDefM,NoAM,NoPubAM,NoProAM,NoDefAM,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
0.004548408,0.523716699,0.50617284,0,0.005198181,0.012345679,0.072774529,4.024691358,3.380766732,0.235217674,0.023391813,0.38531514,0.148148148,0.125406108,0.004548408,0.018193632,1.37,1.37,1.4,1.13,247.99,39.99,165.44,42.97,"9,399","2,925","2,103","26,778","1,447","26,929","77,934","15,495","80,859","259,281","5,124",846,"1,752","73,137","358,846","57,869","239,388","82,305","138,419","62,173","11,218,504","110,638","150,236","67,533","82,703","37,104","37,080","37,750","30,447","9,420",40,40,49,31,96,10,0,0.26,"37,104","37,080","37,750","30,447"
0.004545455,0.524025974,0.506493506,0,0.005194805,0.012337662,0.073376623,4.031818182,3.385714286,0.236363636,0.023376623,0.386363636,0.151298701,0.128571429,0.004545455,0.018181818,1.37,1.37,1.4,1.13,248.48,40.03,165.89,42.97,"9,454","2,928","2,106","26,899","1,450","27,055","78,304","15,534","81,232","259,659","5,146",846,"1,758","73,482","360,298","58,044","240,538","82,609","139,162","62,300","11,218,700","111,072","150,859","67,815","83,044","37,281","37,257","37,937","30,583","9,455",40,40,49,31,96,10,0,0.26,"37,281","37,257","37,937","30,583"
0.004545455,0.524025974,0.506493506,0,0.005194805,0.012337662,0.073376623,4.038311688,3.391558442,0.236363636,0.023376623,0.387012987,0.152597403,0.12987013,0.004545455,0.018181818,1.37,1.37,1.4,1.13,248.77,40.11,166.14,42.92,"9,476","2,934","2,097","26,981","1,451","27,139","78,548","15,543","81,482","259,835","5,162",846,"1,761","73,713","360,961","58,198","241,073","82,776","139,507","62,274","11,218,470","111,313","151,187","67,979","83,208","37,373","37,349","38,034","30,670","9,466",40,40,49,31,96,10,0,0.26,"37,373","37,349","38,034","30,670"
0.004545455,0.524025974,0.506493506,0,0.005194805,0.012337662,0.073376623,4.038961039,3.392207792,0.236363636,0.023376623,0.387012987,0.152597403,0.12987013,0.004545455,0.018181818,1.37,1.37,1.4,1.13,248.86,40.13,166.23,42.91,"9,495","2,934","2,097","27,017","1,452","27,175","78,656","15,543","81,590","260,049","5,162",846,"1,761","73,821","361,351","58,270","241,359","82,863","139,694","62,306","11,218,514","111,431","151,346","68,060","83,286","37,413","37,389","38,074","30,706","9,467",40,40,49,31,96,10,0,0.26,"37,413","37,389","38,074","30,706"
0.004536617,0.523007129,0.505508749,0,0.005184705,0.012313675,0.07323396,4.044069994,3.398574206,0.236552171,0.023331173,0.385612443,0.152948801,0.130265716,0.004536617,0.018146468,1.37,1.37,1.4,1.13,248.43,40.07,165.97,42.78,"9,516","2,934","2,109","27,091","1,458","27,250","78,880","15,555","81,814","260,502","5,167",846,"1,764","74,037","362,208","58,422","241,987","83,130","140,016","62,380","11,218,591","111,688","151,708","68,260","83,448","37,508","37,484","38,171","30,776","9,473",40,40,49,31,96,10,0,0.26,"37,508","37,484","38,171","30,776"
0.004524887,0.521654816,0.504201681,0,0.005171299,0.012281836,0.073044602,4.043956044,3.398836458,0.237233355,0.023270847,0.384615385,0.152553329,0.129928895,0.004524887,0.018099548,1.37,1.37,1.4,1.13,248.26,40.05,165.83,42.78,"9,533","2,934","2,109","27,142","1,462","27,301","79,033","15,576","81,967","262,392","5,173",846,"1,800","74,148","362,957","58,553","242,438","83,323","140,266","62,547","11,218,648","111,919","151,992","68,404","83,588","37,566","37,542","38,229","30,827","9,473",40,40,49,31,96,10,0,0.26,"37,566","37,542","38,229","30,827"
0.004533679,0.522668394,0.505181347,0,0.005181347,0.012305699,0.073186528,4.061528497,3.412564767,0.238341969,0.023316062,0.387305699,0.152849741,0.130181347,0.004533679,0.018134715,1.37,1.37,1.4,1.13,248.33,40.09,165.91,42.72,"9,573","2,937","2,133","27,254","1,467","27,413","79,366","15,477","82,303","267,044","5,197",855,"1,827","74,424","364,294","58,810","243,394","83,646","140,817","62,670","11,218,770","112,328","152,558","68,676","83,882","37,717","37,693","38,387","30,948","9,493",40,40,49,31,96,10,0,0.26,"37,717","37,693","38,387","30,948"
0.004516129,0.520645161,0.503225806,0,0.00516129,0.012258065,0.072903226,4.049677419,3.403225806,0.237419355,0.023225806,0.385806452,0.156129032,0.133548387,0.004516129,0.018064516,1.37,1.37,1.4,1.12,248.26,40.06,165.84,42.76,"9,628","2,952","2,139","27,357","1,473","27,522","79,672","15,480","82,624","267,824","5,209",870,"1,827","74,718","365,693","59,003","244,286","83,970","141,322","62,984","11,218,926","112,685","153,060","68,928","84,132","37,850","37,826","38,523","31,056","9,509",40,40,49,31,96,10,0,0.26,"37,850","37,826","38,523","31,056"
0.004504505,0.519305019,0.501930502,0,0.005148005,0.012226512,0.074002574,4.045045045,3.400900901,0.236808237,0.023166023,0.384169884,0.157657658,0.135135135,0.004504505,0.018018018,1.37,1.37,1.39,1.12,247.86,39.94,165.46,42.86,"9,681","2,952","2,148","27,458","1,481","27,627","79,984","15,507","82,936","268,643","5,227",873,"1,848","74,988","367,082","59,149","245,044","84,260","141,703","63,470","17,942,295","113,004","153,518","69,183","84,335","37,980","37,956","38,653","31,146","9,526",41,41,51,31,96,10,0,0.26,"37,980","37,956","38,653","31,146"
0.004504505,0.523166023,0.505791506,0,0.005148005,0.012226512,0.072715573,4.051480051,3.406048906,0.236808237,0.023166023,0.385456885,0.157657658,0.135135135,0.004504505,0.018018018,1.37,1.37,1.39,1.12,249.48,40.09,166.06,43.72,"9,716","2,970","2,166","27,554","1,482","27,723","80,254","15,543","83,224","271,944","5,233",873,"1,866","75,252","369,736","59,413","246,107","84,570","142,447","64,797","18,286,959","113,468","154,106","69,414","84,692","38,101","38,077","38,778","31,258","9,567",41,41,51,31,96,10,0,0.26,"38,101","38,077","38,778","31,258"
