Class Complexity,Number of Graphs,Min EigenSecondLargestLap
0.2,0.297896357,0.466061993
0.2,0.297896357,0.466061993
0.2,0.297896357,0.466061993
0,0.203345899,0.455501417
0,0.203345899,0.455501417
0,0.203345899,0.455501417
0,0.203345899,0.455501417
0,0.203345899,0.455501417
0,0.203345899,0.455501417
0,0.203345899,0.455501417
0,0.203345899,0.455501417
0.25,0.256593956,0.424714929
0.25,0.256593956,0.424714929
0.25,0.256593956,0.424714929
0.25,0.256593956,0.424714929
0.2,0.297896357,0.464199132
0.2,0.297896357,0.464199132
0.2,0.297896357,0.461918406
0.2,0.297896357,0.461918406
0,0.203345899,0.45087912
0,0.203345899,0.45087912
0,0.203345899,0.45087912
0,0.203345899,0.45087912
0,0.203345899,0.45087912
0,0.203345899,0.45087912
0,0.203345899,0.45087912
0,0.203345899,0.45087912
0,0.203345899,0.449331769
0.285714286,0.360175152,0.476845763
0.285714286,0.360175152,0.475924823
0.2,0.297896357,0.455501417
0.2,0.297896357,0.455501417
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.203345899,0.444769946
0,0.256593956,0.478859524
0,0.256593956,0.478060361
0,0.256593956,0.477811161
0.285714286,0.360175152,0.471158033
0,0.256593956,0.475416105
0.2,0.297896357,0.45087912
0.2,0.297896357,0.45087912
0.2,0.297896357,0.45087912
0.2,0.297896357,0.45087912
0,0.256593956,0.474420996
0,0.256593956,0.473539634
0,0.256593956,0.473539634
0,0.256593956,0.473539634
0.166666667,0.331642877,0.479435564
0.166666667,0.331642877,0.479333368
0.166666667,0.331642877,0.479189881
0,0.331642877,0.521634979
0,0.256593956,0.472406019
0,0.256593956,0.472406019
0.285714286,0.360175152,0.466061993
0,0.256593956,0.471713369
0,0.256593956,0.471713369
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0.25,0.256593956,0.40734446
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
0,0.203345899,0.436454676
