Class Complexity,Number of Graphs,Mean Nodes,Sd Nodes,Sum Nodes,Min Nodes,Max Nodes,Mean Edges,Sd Edges,Sum Edges,Min Edges,Max Edges,Mean Radius,Sd Radius,Sum Radius,Min Radius,Max Radius,Mean Diameter,Sd Diameter,Sum Diameter,Min Diameter,Max Diameter,Mean CenterSize,Sd CenterSize,Sum CenterSize,Min CenterSize,Max CenterSize,Mean PeripherySize,Sd PeripherySize,Sum PeripherySize,Min PeripherySize,Max PeripherySize,Mean AvrShortestPath,Sd AvrShortestPath,Sum AvrShortestPath,Min AvrShortestPath,Max AvrShortestPath,Mean EigenLargestLap,Sd EigenLargestLap,Sum EigenLargestLap,Min EigenLargestLap,Max EigenLargestLap,Mean EigenSecondLargestLap,Sd EigenSecondLargestLap,Sum EigenSecondLargestLap,Min EigenSecondLargestLap,Max EigenSecondLargestLap,Mean AlgebraicConnectivity,Sd AlgebraicConnectivity,Sum AlgebraicConnectivity,Min AlgebraicConnectivity,Max AlgebraicConnectivity,Mean EigenSmallestNonZeroLap,Sd EigenSmallestNonZeroLap,Sum EigenSmallestNonZeroLap,Min EigenSmallestNonZeroLap,Max EigenSmallestNonZeroLap,Mean EigenGapLap,Sd EigenGapLap,Sum EigenGapLap,Min EigenGapLap,Max EigenGapLap,Mean EigenLargestAdj,Sd EigenLargestAdj,Sum EigenLargestAdj,Min EigenLargestAdj,Max EigenLargestAdj,Mean EigenSecondLargestAdj,Sd EigenSecondLargestAdj,Sum EigenSecondLargestAdj,Min EigenSecondLargestAdj,Max EigenSecondLargestAdj,Mean EigenSmallestAdj,Sd EigenSmallestAdj,Sum EigenSmallestAdj,Min EigenSmallestAdj,Max EigenSmallestAdj,Mean EigenSecondSmallestAdj,Sd EigenSecondSmallestAdj,Sum EigenSecondSmallestAdj,Min EigenSecondSmallestAdj,Max EigenSecondSmallestAdj,Mean EigenGapAdj,Sd EigenGapAdj,Sum EigenGapAdj,Min EigenGapAdj,Max EigenGapAdj,Mean EigenStdDevAdj,Sd EigenStdDevAdj,Sum EigenStdDevAdj,Min EigenStdDevAdj,Max EigenStdDevAdj,Mean Energy,Sd Energy,Sum Energy,Min Energy,Max Energy,Mean NodeMean,Sd NodeMean,Sum NodeMean,Min NodeMean,Max NodeMean,Mean NodeMedian,Sd NodeMedian,Sum NodeMedian,Min NodeMedian,Max NodeMedian,Mean NodeStDev,Sd NodeStDev,Sum NodeStDev,Min NodeStDev,Max NodeStDev,Mean MaxDegree,Sd MaxDegree,Sum MaxDegree,Min MaxDegree,Max MaxDegree,Mean MinDegree,Sd MinDegree,Sum MinDegree,Min MinDegree,Max MinDegree,Mean Density,Sd Density,Sum Density,Min Density,Max Density,Mean EdgeConnectivity,Sd EdgeConnectivity,Sum EdgeConnectivity,Min EdgeConnectivity,Max EdgeConnectivity,Mean AvrNodeConnectivity,Sd AvrNodeConnectivity,Sum AvrNodeConnectivity,Min AvrNodeConnectivity,Max AvrNodeConnectivity,Mean ClusteringCoef,Sd ClusteringCoef,Sum ClusteringCoef,Min ClusteringCoef,Max ClusteringCoef,Mean Transitivity,Sd Transitivity,Sum Transitivity,Min Transitivity,Max Transitivity
0,18,40.33333333,40.96196227,726,5,131,40.44444444,42.05909319,728,4,132,12.72222222,12.3945223,229,2,44,22.83333333,22.42962851,411,4,88,4.833333333,12.19570802,87,1,53,2.333333333,1.028991511,42,2,6,8.780163185,7.959489529,158.0429373,2,30,4.523790056,1.129837415,81.42822102,3.618033989,8.452373087,3.952081644,0.880784638,71.13746958,2.618033989,5.834284986,0.105819958,0.139683445,1.904759253,0.001245875,0.381966011,0.105819958,0.139683445,1.904759253,0.001245875,0.381966011,0.571708413,0.647014986,10.29075143,3.60758E-05,2.618088101,2.096880035,0.325315954,37.74384062,1.732050808,3.084417835,1.783808453,0.4369953,32.10855216,1,2.235347164,-2.096355408,0.324712434,-37.73439735,-3.083618547,-1.732050808,-1.78457091,0.43775498,-32.12227638,-2.235347164,-1,0.313071581,0.284265579,5.635288459,0.00139027,0.897774019,1.427986871,0.015850032,25.70376367,1.414213562,1.456862718,1.221288094,0.068496994,21.98318569,1.092820323,1.284184618,1.887453631,0.176610793,33.97416536,1.6,2.087719298,2,0,36,2,2,0.414257718,0.125485559,7.456638929,0.149052164,0.631915245,2.777777778,1.215369978,50,2,7,1,0,18,1,1,0.151930138,0.143232694,2.734742493,0.015502055,0.4,1,0,18,1,1,1.183739377,0.263517174,21.30730879,1,1.864444444,0,0,0,0,0,0,0,0,0,0
0,3,77.33333333,85.11364951,232,10,173,78.33333333,86.30952053,235,9,175,17,16.64331698,51,5,36,32.33333333,32.14550254,97,9,69,3.666666667,2.886751346,11,2,7,2.666666667,0.577350269,8,2,3,12.63811304,11.9500883,37.91433912,3.666666667,26.20345477,4.879868899,0.88140696,14.6396067,3.902113033,5.613437101,4.279874808,0.578434523,12.83962442,3.618033989,4.688651139,0.040706493,0.050672736,0.122119479,0.001368177,0.097886967,0.040706493,0.050672736,0.122119479,0.001368177,0.097886967,0.599994091,0.422951277,1.799982272,0.284079044,1.080497804,2.278657558,0.312236901,6.835972675,1.918985947,2.480152802,1.992404786,0.268608371,5.977214359,1.682507066,2.158444588,-2.244198963,0.291036871,-6.732596888,-2.480152802,-1.918985947,-1.992346049,0.268553922,-5.977038146,-2.158268376,-1.682507066,0.286252772,0.05413564,0.858758317,0.236478882,0.343890098,1.432815014,0.022440247,4.298445041,1.414213562,1.457737974,1.256144164,0.044435201,3.768432493,1.205334837,1.287737224,1.968251347,0.148617895,5.90475404,1.8,2.081632653,2,0,6,2,2,0.384971138,0.088197792,1.154913414,0.284354782,0.44892161,3,1,9,2,4,1,0,3,1,1,0.085043227,0.100801855,0.255129681,0.011762334,0.2,1,0,3,1,1,1.290974682,0.340167254,3.872924045,1,1.664965986,0,0,0,0,0,0,0,0,0,0
0,9,19.33333333,19.55760722,174,6,62,18.77777778,20.40697049,169,5,63,7.222222222,5.238744549,65,3,18,13.88888889,10.44562641,125,5,35,1.555555556,0.527046277,14,1,2,2,0,18,2,2,5.334550981,3.557684167,48.01095883,2.333333333,12.54362771,4.103693916,0.464987109,36.93324525,3.732050808,4.991106278,3.741415488,0.519140183,33.67273939,3,4.545073886,0.100861032,0.086037505,0.907749288,0.007795775,0.267949192,0.100861032,0.086037505,0.907749288,0.007795775,0.267949192,0.362278428,0.18730258,3.260505854,0.147918089,0.732050808,1.986895529,0.181127416,17.88205977,1.801937736,2.329746694,1.730522041,0.299729384,15.57469837,1.246979604,2.154190979,-1.981210283,0.169447671,-17.83089254,-2.278608129,-1.801937736,-1.730553404,0.299778234,-15.57498064,-2.154112295,-1.246979604,0.256373489,0.149266895,2.307361399,0.109142867,0.554958132,1.420466564,0.012671446,12.78419908,1.414213562,1.447493729,1.209767551,0.04266799,10.88790796,1.150668426,1.273968229,1.837866284,0.128851232,16.54079655,1.666666667,2.046511628,2,0,18,2,2,0.419230666,0.062680621,3.773075993,0.311934311,0.516397779,2.222222222,0.440958552,20,2,3,1,0,9,1,1,0.180001701,0.098793962,1.620015311,0.033315706,0.333333333,1,0,9,1,1,1.038086219,0.084376677,9.342775975,1,1.24643046,0,0,0,0,0,0,0,0,0,0
0,5,12.8,9.038805231,64,6,28,12,9.082951062,60,5,27,5.6,4.722287581,28,3,14,10.6,9.235799911,53,5,27,1.6,0.547722558,8,1,2,2.4,0.894427191,12,2,4,4.279120879,3.044949213,21.3956044,2.333333333,9.666666667,4.04584259,0.447631201,20.22921295,3.732050808,4.828414745,3.50617241,0.389998456,17.53086205,3,3.949855824,0.150824466,0.094857485,0.754122331,0.01257558,0.267949192,0.150824466,0.094857485,0.754122331,0.01257558,0.267949192,0.53967018,0.375279431,2.698350899,0.037568595,1.026477009,1.956257951,0.173736735,9.781289753,1.801937736,2.241204005,1.58708544,0.271113962,7.935427199,1.246979604,1.953241111,-1.956257951,0.173736735,-9.781289753,-2.241204005,-1.801937736,-1.58708544,0.271113962,-7.935427199,-1.953241111,-1.246979604,0.369172511,0.215716606,1.845862554,0.035034803,0.554958132,1.424890604,0.023874591,7.124453021,1.414213562,1.467598771,1.198787405,0.046972075,5.993937026,1.150668426,1.249853,1.817460317,0.14197257,9.087301587,1.666666667,2,2,0,10,2,2,0.452454366,0.114134746,2.262271828,0.262265264,0.554700196,2.2,0.447213595,11,2,3,1,0,5,1,1,0.213308913,0.10415577,1.066544567,0.071428571,0.333333333,1,0,5,1,1,1.061538462,0.137604183,5.307692308,1,1.307692308,0,0,0,0,0,0,0,0,0,0
0,2,96,108.8944443,192,19,173,98,113.137085,196,18,178,21.5,17.67766953,43,9,34,43,35.35533906,86,18,68,1,0,2,1,1,2.5,0.707106781,5,2,3,15.46137474,12.43759543,30.92274947,6.666666667,24.25608281,4.791974127,1.158596611,9.583948254,3.972722607,5.611225647,4.746478823,1.208932459,9.492957646,3.891634483,5.601323163,0.014487381,0.018087808,0.028974763,0.001697369,0.027277393,0.014487381,0.018087808,0.028974763,0.001697369,0.027277393,0.045495304,0.050335848,0.090990608,0.009902485,0.081088123,2.230937728,0.361417898,4.461875456,1.975376681,2.486498774,2.172898977,0.382949156,4.345797955,1.902113033,2.443684922,-2.221024661,0.347398704,-4.442049321,-2.46667264,-1.975376681,-2.172710374,0.38268243,-4.345420747,-2.443307715,-1.902113033,0.05803875,0.021531258,0.116077501,0.042813852,0.073263649,1.426441099,0.017292348,2.852882198,1.414213562,1.438668635,1.25847374,0.037111315,2.51694748,1.232232077,1.284715402,1.976270155,0.115305517,3.95254031,1.894736842,2.057803468,2,0,4,2,2,0.325667552,0.014659433,0.651335104,0.315301768,0.336033336,3,1.414213562,6,2,4,1,0,2,1,1,0.058613566,0.065972486,0.117227132,0.011963974,0.105263158,1,0,2,1,1,1.219115473,0.309876073,2.438230945,1,1.438230945,0,0,0,0,0,0,0,0,0,0
0,2,62.5,68.58935778,125,14,111,65.5,74.24621202,131,13,118,13,8.485281374,26,7,19,25.5,17.67766953,51,13,38,1.5,0.707106781,3,1,2,2,0,4,2,2,9.804832105,6.795058728,19.60966421,5,14.60966421,5.404999045,2.057883278,10.80999809,3.949855824,6.860142265,4.984889274,1.672946108,9.969778547,3.801937736,6.167840811,0.027698735,0.031742646,0.055397471,0.005253295,0.050144176,0.027698735,0.031742646,0.055397471,0.005253295,0.050144176,0.420109771,0.384937169,0.840219542,0.147918089,0.692301454,2.550609929,0.840487947,5.101219857,1.956295201,3.144924656,2.280352364,0.641008488,4.560704727,1.827090915,2.733613812,-2.344966931,0.549664831,-4.689933861,-2.73363866,-1.956295201,-2.000453071,0.245171112,-4.000906143,-2.173815227,-1.827090915,0.270257565,0.19947946,0.54051513,0.129204286,0.411310844,1.439475293,0.035725481,2.878950585,1.414213562,1.464737023,1.25997073,0.05111834,2.519941459,1.223824605,1.296116855,1.991634492,0.190199894,3.983268983,1.857142857,2.126126126,2,0,4,2,2,0.460503876,0.137698235,0.921007751,0.36313652,0.557871232,3.5,2.121320344,7,2,5,1,0,2,1,1,0.081092781,0.087347998,0.162185562,0.019328419,0.142857143,1,0,2,1,1,1.448648649,0.634485004,2.897297297,1,1.897297297,0.01036036,0.014651762,0.020720721,0,0.020720721,0.03,0.042426407,0.06,0,0.06
0,8,66.875,108.4717705,535,4,329,67.625,111.5397911,541,3,337,20.875,32.83481384,167,2,101,41,65.54823742,328,3,201,1.5,0.534522484,12,1,2,2.5,1.414213562,20,2,6,15.51931427,24.53278777,124.1545142,1.666666667,75.4848395,4.279626695,0.582442032,34.23701356,3.414213562,5.002276038,3.897772258,0.921145199,31.18217806,2,4.829980019,0.11222727,0.201984798,0.897818158,0.000129397,0.585786438,0.11222727,0.201984798,0.897818158,0.000129397,0.585786438,0.381854438,0.450526563,3.054835501,0.047494268,1.414213562,2.044886734,0.243968109,16.35909388,1.618033989,2.331947056,1.783864397,0.538394083,14.27091518,0.618033989,2.259358013,-2.041154575,0.239129795,-16.3292366,-2.314489779,-1.618033989,-1.782098445,0.536631927,-14.25678756,-2.245230393,-0.618033989,0.261022337,0.320774104,2.088178698,0.072589044,1,1.424275644,0.011739608,11.39420516,1.414213562,1.444630237,1.227960747,0.062755086,9.823685973,1.118033989,1.284361367,1.882444574,0.193079487,15.05955659,1.5,2.057142857,1.9375,0.176776695,15.5,1.5,2,0.371298822,0.11093409,2.970390579,0.242081198,0.577350269,2.5,0.534522484,20,2,3,1,0,8,1,1,0.146237129,0.168859495,1.16989703,0.00624583,0.5,1,0,8,1,1,1.156374227,0.245577127,9.250993812,1,1.685300207,0,0,0,0,0,0,0,0,0,0
0,3,21.66666667,3.511884584,65,18,25,20.66666667,3.511884584,62,17,24,10.66666667,1.527525232,32,9,12,20.66666667,3.511884584,62,17,24,1.666666667,0.577350269,5,1,2,2,0,6,2,2,7.555555556,1.170628195,22.66666667,6.333333333,8.666666667,3.977829264,0.007473848,11.93348779,3.969615506,3.984229403,3.911845837,0.029544868,11.73553751,3.879385242,3.937166322,0.022170736,0.007473848,0.066512208,0.015770597,0.030384494,0.022170736,0.007473848,0.066512208,0.015770597,0.030384494,0.065983427,0.022071023,0.197950281,0.04706308,0.090230264,1.979837416,0.006485184,5.939512247,1.972722607,1.985417748,1.919784231,0.025665138,5.759352693,1.891634483,1.941883635,-1.979837416,0.006485184,-5.939512247,-1.985417748,-1.972722607,-1.919784231,0.025665138,-5.759352693,-1.941883635,-1.891634483,0.060053185,0.019179956,0.180159554,0.043534113,0.081088123,1.414213562,2.71948E-16,4.242640687,1.414213562,1.414213562,1.239398053,0.004381544,3.71819416,1.234396176,1.242557661,1.905993266,0.015785178,5.717979798,1.888888889,1.92,2,0,6,2,2,0.29817108,0.023494027,0.894513239,0.276887462,0.323380833,2,0,6,2,2,1,0,3,1,1,0.094006734,0.015785178,0.282020202,0.08,0.111111111,1,0,3,1,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0
0,5,25.6,16.56200471,128,14,54,24.8,16.39207125,124,13,53,12.4,8.502940668,62,6,27,24.2,16.93221781,121,11,53,1.6,0.547722558,8,1,2,2,0,10,2,2,8.712820513,5.664212254,43.56410256,4.230769231,18.33333333,4.105388036,0.287392542,20.52694018,3.949855824,4.618576982,3.951610467,0.116476354,19.75805233,3.801937736,4.121325949,0.031796182,0.02623854,0.15898091,0.003383683,0.067344106,0.031796182,0.02623854,0.15898091,0.003383683,0.067344106,0.153777569,0.198521269,0.768887844,0.010139601,0.497251033,2.025209652,0.103217159,10.12604826,1.956295201,2.207954221,1.906919446,0.063992064,9.534597231,1.827090915,1.986963471,-2.025209652,0.103217159,-10.12604826,-2.207954221,-1.956295201,-1.906919446,0.063992064,-9.534597231,-1.986963471,-1.827090915,0.118290206,0.135739214,0.591451031,0.009774737,0.348280958,1.424890604,0.023874591,7.124453021,1.414213562,1.467598771,1.244085039,0.01508557,6.220425194,1.223824605,1.25995733,1.928973545,0.054832503,9.644867725,1.857142857,2,2,0,10,2,2,0.337228532,0.136405745,1.686142659,0.190625877,0.554700196,2.2,0.447213595,11,2,3,1,0,5,1,1,0.101795686,0.047715383,0.508978429,0.037037037,0.153846154,1,0,5,1,1,1.032967033,0.073716527,5.164835165,1,1.164835165,0,0,0,0,0,0,0,0,0,0
0,7,40.14285714,39.28285704,281,6,124,40,39.92910384,280,5,125,13.14285714,10.88467687,92,3,36,25.57142857,21.74746838,179,5,71,1.857142857,0.899735411,13,1,3,2.142857143,0.377964473,15,2,3,9.830201778,8.158178592,68.81141245,2.333333333,27.07920273,4.431051709,0.533709078,31.01736197,3.732050808,5.129804704,4.043016297,0.555394877,28.30111408,3,4.581545958,0.064467704,0.096936948,0.451273927,0.001278885,0.267949192,0.064467704,0.096936948,0.451273927,0.001278885,0.267949192,0.388035412,0.371329017,2.716247887,0.030678764,0.964546192,2.119694598,0.208668592,14.83786218,1.801937736,2.415183025,1.905248719,0.31626158,13.33674104,1.246979604,2.173868921,-2.119564625,0.208648164,-14.83695237,-2.415183025,-1.801937736,-1.905715994,0.316560198,-13.34001196,-2.17386892,-1.246979604,0.214445878,0.199350696,1.501121148,0.028798893,0.554958132,1.429727686,0.018110843,10.0080938,1.414213562,1.460593487,1.248564057,0.039989366,8.739948398,1.164653069,1.280279937,1.938212274,0.129005898,13.56748592,1.666666667,2.044444444,2,0,14,2,2,0.366188398,0.108786955,2.563318786,0.249731038,0.516397779,2.571428571,0.534522484,18,2,3,1,0,7,1,1,0.106190126,0.106877338,0.743330884,0.016391293,0.333333333,1,0,7,1,1,1.174932289,0.178149494,8.224526025,1,1.382828283,0,0,0,0,0,0,0,0,0,0
0.75,4,150.25,92.92425231,601,16,227,268,183.7480159,1072,15,434,15.75,6.849574196,63,8,24,31,13.9761702,124,15,48,1.5,0.577350269,6,1,2,2.75,0.957427108,11,2,4,7.348927365,2.997317235,29.39570946,4.931113797,11.62051844,97.74069257,73.30298732,390.9627703,3.961570561,181.0001862,19.33534247,16.64214846,77.34136986,3.847759065,37.00238654,0.012359938,0.017400794,0.049439752,0.002885005,0.038429439,0.012359938,0.017400794,0.049439752,0.002885005,0.038429439,78.40535011,61.7128878,313.6214004,0.113811496,150.9962025,9.758717904,5.50189351,39.03487162,1.965946199,14.8039665,4.73949972,3.25640902,18.95799888,1.864944459,8.922523792,-8.181497518,4.457218001,-32.72599007,-12.46230978,-1.965946199,-3.566053933,1.75246162,-14.26421573,-5.739816822,-1.864944459,5.019218184,4.260477352,20.07687274,0.101001741,9.106901651,1.773821927,0.256437407,7.095287707,1.414213562,1.959772427,1.361043873,0.091582845,5.444175491,1.229743931,1.438180624,3.151918522,0.916766426,12.60767409,1.875,3.823788546,2.75,0.5,11,2,3,6.890176327,4.858679069,27.56070531,0.341565026,11.89053158,96.5,73.713409,386,2,180,1,0,4,1,1,0.045161531,0.053240347,0.180646124,0.016919418,0.125,1,0,4,1,1,1.541848767,0.361389591,6.167395067,1,1.734357335,0.347748898,0.247656994,1.390995591,0,0.527074521,0.043370555,0.031620071,0.173482219,0,0.071677451
0.636363636,11,128.7272727,77.53849484,1416,14,245,217,151.6311314,2387,13,448,14.45454545,3.266914029,159,7,21,28.72727273,6.783670232,316,13,42,1.181818182,0.404519917,13,1,2,2,0,22,2,2,7.0412692,3.145969827,77.45396121,4.583506189,14.66666667,89.88557051,71.61582674,988.7412756,3.949855824,202.0000746,5.171957597,0.815206412,56.89153357,3.801937736,6.335987328,0.010434661,0.013380811,0.114781266,0.005335433,0.050144176,0.010434661,0.013380811,0.114781266,0.005335433,0.050144176,84.71361291,70.9180501,931.849742,0.015977831,196.3758112,9.189814406,5.627081476,101.0879585,1.956295201,15.69320646,2.132141319,0.123576474,23.45355451,1.827090915,2.281844466,-7.277286188,4.144176648,-80.05014807,-12.68360091,-1.956295201,-2.152222035,0.136606666,-23.67444238,-2.325677244,-1.827090915,7.057673087,5.541906913,77.63440396,0.015261345,13.50693918,1.715148123,0.229155863,18.86662935,1.414213562,1.915206532,1.335734139,0.068227417,14.69307553,1.223824605,1.38814928,2.954602197,0.787658721,32.50062417,1.857142857,3.657142857,2.636363636,0.504524979,29,2,3,6.572813346,4.997382098,72.3009468,0.213082632,12.79587536,89.90909091,72.89369595,989,2,203,1,0,11,1,1,0.038498595,0.036964508,0.423484547,0.01498829,0.142857143,1,0,11,1,1,1.528364534,0.382453654,16.81200987,1,1.978387421,0.314417784,0.250108153,3.45859562,0,0.540857346,0.027688031,0.022873351,0.304568342,0,0.056561086
0.5,2,41,48.08326112,82,7,75,51,63.63961031,102,6,96,12.5,13.43502884,25,3,22,25,26.87005769,50,6,44,1,0,2,1,1,2,0,4,2,2,8.793513514,8.664669905,17.58702703,2.666666667,14.92036036,12.90456901,12.8730646,25.80913801,3.801937736,22.00720028,4.381628025,1.604635186,8.763256051,3.246979604,5.516276447,0.100542796,0.137913355,0.201085592,0.003023328,0.198062264,0.100542796,0.137913355,0.201085592,0.003023328,0.198062264,8.522940982,11.26842941,17.04588196,0.554958132,16.49092383,3.966902231,2.996921006,7.933804462,1.847759065,6.086045397,1.79691276,0.541218396,3.593825521,1.414213562,2.179611958,-2.53453165,0.971243104,-5.0690633,-3.221304235,-1.847759065,-1.796912769,0.541218408,-3.593825538,-2.179611975,-1.414213562,2.169989471,2.45570261,4.339978942,0.433545503,3.906433439,1.510365908,0.135979952,3.020731817,1.414213562,1.606518254,1.247829093,0.137405933,2.495658186,1.150668426,1.34498976,2.137142857,0.598010306,4.274285714,1.714285714,2.56,2,0,4,2,2,1.474883274,1.39573437,2.949766549,0.487950036,2.461816512,12.5,14.8492424,25,2,23,1,0,2,1,1,0.16015444,0.177568436,0.32030888,0.034594595,0.285714286,1,0,2,1,1,1.063603604,0.089949079,2.127207207,1,1.127207207,0.088412698,0.125034437,0.176825397,0,0.176825397,0.090634441,0.128176456,0.181268882,0,0.181268882
0.5,2,49,39.59797975,98,21,77,127.5,152.027958,255,20,235,8.5,2.121320344,17,7,10,16.5,4.949747468,33,13,20,3.5,3.535533906,7,1,6,2,0,4,2,2,5.236044657,2.96601409,10.47208931,3.138755981,7.333333333,31.48958797,38.90773933,62.97917595,3.977661652,59.0015143,28.94690968,35.4059171,57.89381937,3.911145612,53.98267376,0.044312778,0.031076538,0.088625557,0.022338348,0.066287209,0.044312778,0.031076538,0.088625557,0.022338348,0.066287209,2.54267829,3.501822236,5.08535658,0.066516041,5.01884054,8.139476779,8.711320636,16.27895356,1.979642884,14.29931067,2.135836459,0.306672934,4.271672917,1.918985947,2.35268697,-6.293365737,6.100525364,-12.58673147,-10.60708859,-1.979642884,-2.120630561,0.285168547,-4.241261121,-2.322275174,-1.918985947,6.00364032,8.404647702,12.00728064,0.060656937,11.9466237,1.949169758,0.756542307,3.898339515,1.414213562,2.484125953,1.396640003,0.22666383,2.793280007,1.236364472,1.556915535,4.004329004,2.969236267,8.008658009,1.904761905,6.103896104,3.5,2.121320344,7,2,5,5.136287195,6.838422032,10.27257439,0.300792604,9.971781786,31,41.01219331,62,2,60,1,0,2,1,1,0.087776259,0.01055263,0.175552518,0.080314422,0.095238095,1,0,2,1,1,1.988550923,1.398022122,3.977101846,1,2.977101846,0.278018745,0.393177879,0.556037489,0,0.556037489,0.079613248,0.112590135,0.159226497,0,0.159226497
0.5,4,74,73.40753821,296,3,146,117,124.4132898,468,2,240,11,7.702813339,44,1,18,22,15.40562668,88,2,36,1,0,4,1,1,2.5,0.577350269,10,2,3,5.729146937,2.962164998,22.91658775,1.333333333,7.724043458,44.74339521,47.98278338,178.9735808,3,93.00035847,4.029990495,2.177092447,16.11996198,1,5.61416392,0.259267895,0.493934471,1.037071581,0.004144568,1,0.259267895,0.493934471,1.037071581,0.004144568,1,40.71340471,46.17207896,162.8536188,0.081088123,87.38619489,5.99094511,4.975515167,23.96378044,1.414213562,10.66271633,1.566318931,1.052490551,6.265275722,9.7795E-17,2.182186304,-4.979632263,3.812387888,-19.91852905,-8.641849856,-1.414213562,-1.576617558,1.060553859,-6.306470231,-2.202179926,9.7795E-17,4.424626179,4.296358189,17.69850472,0.073263649,8.480530024,1.614430423,0.231223568,6.457721692,1.414213562,1.819435305,1.237358254,0.209519898,4.949433015,0.942809042,1.389142454,2.441435352,0.982625955,9.765741408,1.333333333,3.287671233,2.25,0.957427108,9,1,3,3.748173284,3.825754547,14.99269314,0.315301768,7.414765236,43.5,48.25971405,174,2,92,1,0,4,1,1,0.205048493,0.310115144,0.82019397,0.022673595,0.666666667,1,0,4,1,1,1.37366587,0.431807275,5.494663478,1,1.768162494,0.198732938,0.229568529,0.794931753,0,0.405403312,0.033302335,0.038677553,0.13320934,0,0.07168784
0.5,2,275,192.3330445,550,139,411,304.5,235.4665581,609,138,471,47.5,30.40559159,95,26,69,94.5,61.51828996,189,51,138,1.5,0.707106781,3,1,2,3,1.414213562,6,2,4,29.31603466,24.5374991,58.63206931,11.96540265,46.66666667,24.52326409,29.0250008,49.04652818,3.999489199,45.04703898,13.05015639,12.80174307,26.10031279,3.997957057,22.10235573,0.0007932,0.000399373,0.0015864,0.000510801,0.001075599,0.0007932,0.000399373,0.0015864,0.000510801,0.001075599,11.4731077,16.22325773,22.9462154,0.001532142,22.94468325,4.39191826,3.383395343,8.78383652,1.99949647,6.784340051,3.399597854,1.982178305,6.799195708,1.997986133,4.801209575,-4.391608515,3.382957297,-8.783217031,-6.783720561,-1.99949647,-3.399597854,1.982178305,-6.799195708,-4.801209575,-1.997986133,0.992320406,1.401217038,1.984640812,0.001510337,1.983130475,1.464992158,0.071811778,2.929984315,1.414213562,1.515770753,1.286639589,0.026420832,2.573279177,1.267957239,1.305321938,2.138791157,0.216628733,4.277582314,1.985611511,2.291970803,2,0,4,2,2,1.208714231,1.54035802,2.417428462,0.11951663,2.297911832,23,29.69848481,46,2,44,1,0,2,1,1,0.009989331,0.006221349,0.019978662,0.005590173,0.014388489,1,0,2,1,1,1.192154768,0.271747879,2.384309537,1,1.384309537,0,0,0,0,0,0,0,0,0,0
0.5,6,134.8333333,140.5552086,809,19,381,248,290.7734513,1488,18,754,10.5,3.016620626,63,7,15,19.66666667,6.772493386,118,9,28,3.166666667,3.250640962,19,1,9,2.5,0.836660027,15,2,4,5.658858253,3.323527711,33.95314952,2.639262054,10.4494721,110.7972062,140.3587939,664.7832374,3.972722607,352.0000326,5.786686577,2.386393133,34.72011946,3.891634483,10.16659501,0.024693275,0.015423948,0.148159652,0.005532584,0.046017294,0.024693275,0.015423948,0.148159652,0.005532584,0.046017294,105.0105197,138.0027335,630.0631179,0.05103807,341.8334376,8.728849181,7.763730016,52.37309508,1.975376681,19.83257935,2.271774295,0.412267272,13.63064577,1.902113033,3.014846252,-7.690488974,6.699814259,-46.14293384,-17.71283442,-1.975376681,-2.278691866,0.423566845,-13.67215119,-3.044404856,-1.902113033,6.457074886,7.391985821,38.74244932,0.04706308,16.8177331,1.69810305,0.301414269,10.1886183,1.414213562,1.99208962,1.326255486,0.08466647,7.957532918,1.232232077,1.418005401,2.911205218,1.055759257,17.46723131,1.894736842,3.958005249,2.5,0.547722558,15,2,3,6.864594075,7.647611484,41.18756445,0.282329851,17.83589876,109.3333333,140.7816276,656,2,351,1,0,6,1,1,0.048057553,0.037852648,0.288345319,0.010415803,0.105263158,1,0,6,1,1,1.754329888,0.669391772,10.52597933,1,2.380382775,0.289813887,0.317576553,1.738883324,0,0.592687645,0.01709969,0.021801123,0.102598139,0,0.052859202
