Class Complexity,Number of Graphs,Mean Nodes,Sd Nodes,Sum Nodes,Min Nodes,Max Nodes,Mean Edges,Sd Edges,Sum Edges,Min Edges,Max Edges,Mean Radius,Sd Radius,Sum Radius,Min Radius,Max Radius,Mean Diameter,Sd Diameter,Sum Diameter,Min Diameter,Max Diameter,Mean CenterSize,Sd CenterSize,Sum CenterSize,Min CenterSize,Max CenterSize,Mean PeripherySize,Sd PeripherySize,Sum PeripherySize,Min PeripherySize,Max PeripherySize,Mean AvrShortestPath,Sd AvrShortestPath,Sum AvrShortestPath,Min AvrShortestPath,Max AvrShortestPath,Mean EigenLargestLap,Sd EigenLargestLap,Sum EigenLargestLap,Min EigenLargestLap,Max EigenLargestLap,Mean EigenSecondLargestLap,Sd EigenSecondLargestLap,Sum EigenSecondLargestLap,Min EigenSecondLargestLap,Max EigenSecondLargestLap,Mean AlgebraicConnectivity,Sd AlgebraicConnectivity,Sum AlgebraicConnectivity,Min AlgebraicConnectivity,Max AlgebraicConnectivity,Mean EigenSmallestNonZeroLap,Sd EigenSmallestNonZeroLap,Sum EigenSmallestNonZeroLap,Min EigenSmallestNonZeroLap,Max EigenSmallestNonZeroLap,Mean EigenGapLap,Sd EigenGapLap,Sum EigenGapLap,Min EigenGapLap,Max EigenGapLap,Mean EigenLargestAdj,Sd EigenLargestAdj,Sum EigenLargestAdj,Min EigenLargestAdj,Max EigenLargestAdj,Mean EigenSecondLargestAdj,Sd EigenSecondLargestAdj,Sum EigenSecondLargestAdj,Min EigenSecondLargestAdj,Max EigenSecondLargestAdj,Mean EigenSmallestAdj,Sd EigenSmallestAdj,Sum EigenSmallestAdj,Min EigenSmallestAdj,Max EigenSmallestAdj,Mean EigenSecondSmallestAdj,Sd EigenSecondSmallestAdj,Sum EigenSecondSmallestAdj,Min EigenSecondSmallestAdj,Max EigenSecondSmallestAdj,Mean EigenGapAdj,Sd EigenGapAdj,Sum EigenGapAdj,Min EigenGapAdj,Max EigenGapAdj,Mean EigenStdDevAdj,Sd EigenStdDevAdj,Sum EigenStdDevAdj,Min EigenStdDevAdj,Max EigenStdDevAdj,Mean Energy,Sd Energy,Sum Energy,Min Energy,Max Energy,Mean NodeMean,Sd NodeMean,Sum NodeMean,Min NodeMean,Max NodeMean,Mean NodeMedian,Sd NodeMedian,Sum NodeMedian,Min NodeMedian,Max NodeMedian,Mean NodeStDev,Sd NodeStDev,Sum NodeStDev,Min NodeStDev,Max NodeStDev,Mean MaxDegree,Sd MaxDegree,Sum MaxDegree,Min MaxDegree,Max MaxDegree,Mean MinDegree,Sd MinDegree,Sum MinDegree,Min MinDegree,Max MinDegree,Mean Density,Sd Density,Sum Density,Min Density,Max Density,Mean EdgeConnectivity,Sd EdgeConnectivity,Sum EdgeConnectivity,Min EdgeConnectivity,Max EdgeConnectivity,Mean AvrNodeConnectivity,Sd AvrNodeConnectivity,Sum AvrNodeConnectivity,Min AvrNodeConnectivity,Max AvrNodeConnectivity,Mean ClusteringCoef,Sd ClusteringCoef,Sum ClusteringCoef,Min ClusteringCoef,Max ClusteringCoef,Mean Transitivity,Sd Transitivity,Sum Transitivity,Min Transitivity,Max Transitivity
0.166666667,6,57.83333333,51.40201034,347,7,145,60,55.51936599,360,6,155,18.83333333,15.17124473,113,3,41,37.16666667,30.41984002,223,6,82,1.5,0.547722558,9,1,2,2.5,0.836660027,15,2,4,13.49423828,10.00463765,80.9654297,2.666666667,27.71599617,5.649766747,3.202897871,33.89860048,3.801937736,12.02788819,4.23921974,0.835723062,25.43531844,3.246979604,5.338172014,0.060898513,0.089697562,0.365391078,0.001402041,0.198062264,0.060898513,0.089697562,0.365391078,0.001402041,0.198062264,1.410547006,2.792504505,8.463282037,0.007221459,7.093338329,2.51001308,0.96264633,15.06007848,1.847759065,4.323859515,1.963362382,0.422799605,11.78017429,1.414213562,2.542700369,-2.196417784,0.372883101,-13.1785067,-2.755064617,-1.847759065,-1.903392656,0.342858602,-11.42035594,-2.208246402,-1.414213562,0.546650698,0.816628664,3.279904189,0.006581915,2.172766895,1.437358627,0.026692552,8.624151764,1.414213562,1.468977446,1.242939992,0.05894617,7.457639953,1.150668426,1.292763115,1.957385857,0.185469676,11.74431514,1.714285714,2.137931034,2,0,12,2,2,0.477230047,0.206807302,2.863380282,0.175368094,0.821758697,4,3.521363372,24,2,11,1,0,6,1,1,0.109207711,0.123789499,0.655246264,0.014846743,0.285714286,1,0,6,1,1,1.097040214,0.122430069,6.582241281,1,1.301628352,0.010692143,0.017829703,0.064152859,0,0.042507837,0.029803922,0.050061093,0.178823529,0,0.12
0.153846154,13,25.61538462,29.34433069,333,8,103,31.23076923,47.50991799,406,7,170,8.384615385,4.925079721,109,4,22,16.23076923,9.858615912,211,7,44,1.538461538,0.518874522,20,1,2,2,0,26,2,2,5.870304818,3.034278804,76.31396264,3,14.73581681,9.791085752,17.33130593,127.2841148,3.847759065,66.00072167,4.029789946,0.723450264,52.3872693,3.414213562,5.831357073,0.056677447,0.043003586,0.736806813,0.003554965,0.152240935,0.056677447,0.043003586,0.736806813,0.003554965,0.152240935,5.761295806,16.70415852,74.89684548,0.060656937,60.1693646,2.8148275,2.274165422,36.5927575,1.879385242,9.586999917,1.855879075,0.214835709,24.12642798,1.532088886,2.350583442,-2.364927463,1.290226168,-30.74405701,-6.591193381,-1.879385242,-1.855879081,0.214835703,-24.12642806,-2.350583207,-1.532088886,0.958948424,2.093675398,12.46632952,0.055537317,7.236416475,1.457533082,0.117811558,18.94793007,1.414213562,1.823028861,1.237670844,0.060903894,16.08972097,1.189692621,1.399950097,2.000729094,0.426677593,26.00947822,1.75,3.300970874,2.076923077,0.277350098,27,2,3,0.959609633,1.685832646,12.47492523,0.294244943,6.367557095,8.307692308,18.25004391,108,2,67,1,0,13,1,1,0.138272256,0.064988866,1.797539328,0.032125769,0.25,1,0,13,1,1,1.039578009,0.11474453,13.51451412,1,1.408909195,0.04216357,0.116556912,0.548126411,0,0.408070388,0.021153688,0.056102472,0.274997946,0,0.19123506
0.142857143,7,94.57142857,83.82095431,662,21,229,133.7142857,171.1039784,936,21,495,19.14285714,11.71080088,134,7,38,37.42857143,24.27520781,262,11,76,2.142857143,1.864454471,15,1,6,2.428571429,0.786795792,17,2,4,13.49508972,9.052577508,94.46562806,2.706734084,26.44561531,33.0252334,75.39544667,231.1766338,3.984229403,204.0001471,11.72013348,19.53114835,82.04093439,3.937166322,56.00218469,0.021264291,0.027162209,0.148850039,0.001166746,0.0700738,0.021264291,0.027162209,0.148850039,0.001166746,0.0700738,21.30509991,55.86754312,149.1356994,0.000150315,147.9979624,4.160934003,5.308426404,29.12653802,1.985417748,16.19148764,2.763017609,1.81209422,19.34112326,1.941883635,6.859042839,-3.777736423,4.314570165,-26.44415496,-13.55338563,-1.985417748,-2.576892055,1.309737409,-18.03824438,-5.528639854,-1.941883635,1.397916394,3.500227994,9.78541476,0.001070697,9.332444802,1.523087505,0.24775968,10.66161254,1.414213562,2.083771884,1.291303858,0.07091978,9.039127004,1.242557661,1.447490042,2.325878588,0.88272803,16.28115011,1.92,4.323144105,2.142857143,0.377964473,15,2,3,2.204450387,5.0435337,15.43115271,0.215540269,13.64076825,31.28571429,75.72255121,219,2,203,1,0,7,1,1,0.046532554,0.033903528,0.325727876,0.011877247,0.1,1,0,7,1,1,1.38822675,0.659349799,9.717587247,1,2.821765111,0.086099916,0.227798966,0.602699414,0,0.602699414,0.005906287,0.015626566,0.041344008,0,0.041344008
0.142857143,7,68.42857143,88.17191001,479,3,207,72.85714286,95.18828459,510,2,209,19.71428571,24.81071197,138,1,55,39.28571429,49.56717424,275,2,110,1.142857143,0.377964473,8,1,2,2,0,14,2,2,13.49953059,16.34094316,94.49671416,1.333333333,37.56323498,7.446873996,9.599823489,52.12811797,3,29.00398587,2.790556138,2.256084534,19.53389296,1,5.516216561,0.572035019,0.533766667,4.004245136,0.000505691,1,0.572035019,0.533766667,4.004245136,0.000505691,1,4.656317859,8.337580621,32.59422501,0.01790242,23.48776931,2.425645219,1.818391055,16.97951653,1.414213562,6.370729101,0.962015962,1.201777837,6.734111736,9.7795E-17,2.378392742,-2.151372664,1.143849573,-15.05960865,-4.450821646,-1.414213562,-0.962296075,1.202114867,-6.736072527,-2.378392742,9.7795E-17,1.463629256,1.326081504,10.2454048,0.022196628,4.169991787,1.43859468,0.045433227,10.07016276,1.414213562,1.53669964,1.093608239,0.18855299,7.65525767,0.942809042,1.320515521,1.683711986,0.448312606,11.7859839,1.333333333,2.347305389,1.428571429,0.534522484,10,1,2,0.715869652,0.60364505,5.011087562,0.196111536,2.047414307,6.285714286,9.638711631,44,2,28,1,0,7,1,1,0.387611964,0.348062899,2.713283749,0.009802542,0.666666667,1,0,7,1,1,1.105637451,0.166656212,7.739462158,1,1.442964002,0.014746018,0.039014297,0.103222127,0,0.103222127,0.018907563,0.05002471,0.132352941,0,0.132352941
0.048780488,41,24.2195122,18.40857435,993,9,107,26.51219512,28.90598723,1087,8,165,8.43902439,3.57105573,346,4,17,16.26829268,6.978625904,667,8,34,1.634146341,0.58120984,67,1,3,2.097560976,0.43616958,86,2,4,6.048916446,2.269832452,248.0055743,3.333333333,12.18699187,7.166918219,10.67788744,293.843647,3.879385242,60.00087735,4.065170647,0.54000363,166.6719965,3.532088886,5.540851103,0.05112205,0.041734682,2.096004038,0.00693642,0.120614758,0.05112205,0.041734682,2.096004038,0.00693642,0.120614758,3.101747572,10.31687645,127.1716505,0.004522023,54.46002625,2.566373613,1.400573149,105.2213181,1.902113033,8.759488068,1.877901198,0.173787267,76.9939491,1.618033989,2.224962547,-2.305290546,0.933079861,-94.51691238,-6.762138022,-1.902113033,-1.87411412,0.169611756,-76.8386789,-2.222373772,-1.618033989,0.688472415,1.315100372,28.22736903,0.007564224,6.582819429,1.447770805,0.082714438,59.35860302,1.414213562,1.795054936,1.239401317,0.050216067,50.815454,1.18083367,1.396235538,1.983223113,0.295207537,81.31214762,1.777777778,3.178082192,2.048780488,0.21808479,84,2,3,0.755204947,1.044455182,30.96340284,0.271746488,5.494631162,5.658536585,10.81575184,232,2,59,1,0,41,1,1,0.119492001,0.061217582,4.899172027,0.029095398,0.222222222,1,0,41,1,1,1.051299757,0.146612809,43.10329003,1,1.66571835,0.030624772,0.083559253,1.255615667,0,0.388736682,0.036369474,0.077886421,1.491148417,0,0.214285714
0,1,12,0,12,12,12,11,0,11,11,11,6,0,6,6,6,11,0,11,11,11,2,0,2,2,2,2,0,2,2,2,4.333333333,0,4.333333333,4.333333333,4.333333333,3.931851653,0,3.931851653,3.931851653,3.931851653,3.732050808,0,3.732050808,3.732050808,3.732050808,0.068148347,0,0.068148347,0.068148347,0.068148347,0.068148347,0,0.068148347,0.068148347,0.068148347,0.199800845,0,0.199800845,0.199800845,0.199800845,1.941883635,0,1.941883635,1.941883635,1.941883635,1.770912051,0,1.770912051,1.770912051,1.770912051,-1.941883635,0,-1.941883635,-1.941883635,-1.941883635,-1.770912051,0,-1.770912051,-1.770912051,-1.770912051,0.170971584,0,0.170971584,0.170971584,0.170971584,1.414213562,0,1.414213562,1.414213562,1.414213562,1.216038302,0,1.216038302,1.216038302,1.216038302,1.833333333,0,1.833333333,1.833333333,1.833333333,2,0,2,2,2,0.389249472,0,0.389249472,0.389249472,0.389249472,2,0,2,2,2,1,0,1,1,1,0.166666667,0,0.166666667,0.166666667,0.166666667,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,3,15.66666667,6.658328118,47,10,23,15,7.211102551,45,9,23,6.333333333,1.154700538,19,5,7,11.66666667,2.309401077,35,9,13,2.333333333,0.577350269,7,2,3,2,0,6,2,2,4.672815108,0.888925233,14.01844532,3.666666667,5.351778656,4.143828429,0.378071249,12.43148529,3.902113033,4.57951643,3.932322089,0.395923403,11.79696627,3.618033989,4.376994544,0.066463867,0.027219998,0.1993916,0.050144176,0.097886967,0.066463867,0.027219998,0.1993916,0.050144176,0.097886967,0.211506339,0.068523658,0.634519018,0.147918089,0.284079044,2.015548961,0.136224614,6.046646884,1.918985947,2.171365736,1.83240367,0.152622348,5.49721101,1.682507066,1.987613029,-2.015548961,0.136224614,-6.046646884,-2.171365736,-1.918985947,-1.83240367,0.152622348,-5.49721101,-1.987613029,-1.682507066,0.183145291,0.053639877,0.549435874,0.129204286,0.236478882,1.424808245,0.018350529,4.274424736,1.414213562,1.445997611,1.229885331,0.028075844,3.689655994,1.205334837,1.260496553,1.885714286,0.103015751,5.657142857,1.8,2,2,0,6,2,2,0.403724991,0.035231278,1.211174974,0.36313652,0.426401433,2.333333333,0.577350269,7,2,3,1,0,3,1,1,0.144588745,0.054566065,0.433766234,0.090909091,0.2,1,0,3,1,1,1.119894598,0.207663536,3.359683794,1,1.359683794,0,0,0,0,0,0,0,0,0,0
0,2,6.5,0.707106781,13,6,7,5.5,0.707106781,11,5,6,3,0,6,3,3,5.5,0.707106781,11,5,6,1.5,0.707106781,3,1,2,2,0,4,2,2,2.5,0.23570226,5,2.333333333,2.666666667,3.766994272,0.049417521,7.533988543,3.732050808,3.801937736,3.123489802,0.174640953,6.246979604,3,3.246979604,0.233005728,0.049417521,0.466011457,0.198062264,0.267949192,0.233005728,0.049417521,0.466011457,0.198062264,0.267949192,0.64350447,0.125223432,1.28700894,0.554958132,0.732050808,1.8248484,0.032400573,3.649696801,1.801937736,1.847759065,1.330596583,0.118252266,2.661193166,1.246979604,1.414213562,-1.8248484,0.032400573,-3.649696801,-1.847759065,-1.801937736,-1.330596583,0.118252266,-2.661193166,-1.414213562,-1.246979604,0.494251817,0.085851694,0.988503635,0.433545503,0.554958132,1.414213562,0,2.828427125,1.414213562,1.414213562,1.157660748,0.009888636,2.315321495,1.150668426,1.164653069,1.69047619,0.033671751,3.380952381,1.666666667,1.714285714,2,0,4,2,2,0.502173908,0.020115592,1.004347816,0.487950036,0.516397779,2,0,4,2,2,1,0,2,1,1,0.30952381,0.033671751,0.619047619,0.285714286,0.333333333,1,0,2,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
0,2,6.5,0.707106781,13,6,7,5.5,0.707106781,11,5,6,3,0,6,3,3,5.5,0.707106781,11,5,6,1.5,0.707106781,3,1,2,2,0,4,2,2,2.5,0.23570226,5,2.333333333,2.666666667,3.766994272,0.049417521,7.533988543,3.732050808,3.801937736,3.123489802,0.174640953,6.246979604,3,3.246979604,0.233005728,0.049417521,0.466011457,0.198062264,0.267949192,0.233005728,0.049417521,0.466011457,0.198062264,0.267949192,0.64350447,0.125223432,1.28700894,0.554958132,0.732050808,1.8248484,0.032400573,3.649696801,1.801937736,1.847759065,1.330596583,0.118252266,2.661193166,1.246979604,1.414213562,-1.8248484,0.032400573,-3.649696801,-1.847759065,-1.801937736,-1.330596583,0.118252266,-2.661193166,-1.414213562,-1.246979604,0.494251817,0.085851694,0.988503635,0.433545503,0.554958132,1.414213562,0,2.828427125,1.414213562,1.414213562,1.157660748,0.009888636,2.315321495,1.150668426,1.164653069,1.69047619,0.033671751,3.380952381,1.666666667,1.714285714,2,0,4,2,2,0.502173908,0.020115592,1.004347816,0.487950036,0.516397779,2,0,4,2,2,1,0,2,1,1,0.30952381,0.033671751,0.619047619,0.285714286,0.333333333,1,0,2,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
0,2,15.5,12.02081528,31,7,24,15,12.72792206,30,6,24,6,4.242640687,12,3,9,12,8.485281374,24,6,18,1,0,2,1,1,3,1.414213562,6,2,4,4.925724638,3.194790421,9.851449275,2.666666667,7.184782609,4.30701011,0.714280201,8.61402022,3.801937736,4.812082484,3.608805482,0.511699065,7.217610964,3.246979604,3.970631361,0.109103326,0.125806937,0.218206652,0.020144388,0.198062264,0.109103326,0.125806937,0.218206652,0.020144388,0.198062264,0.698204628,0.202581137,1.396409255,0.554958132,0.841451123,2.047110431,0.281925406,4.094220863,1.847759065,2.246461798,1.687270627,0.386161004,3.374541254,1.414213562,1.960327692,-2.019004704,0.242177905,-4.038009408,-2.190250343,-1.847759065,-1.686352968,0.384863238,-3.372705936,-1.958492373,-1.414213562,0.359839804,0.104235598,0.719679609,0.286134106,0.433545503,1.4294219,0.021507837,2.858843799,1.414213562,1.444630237,1.207943193,0.080998751,2.415886385,1.150668426,1.265217959,1.857142857,0.202030509,3.714285714,1.714285714,2,2,0,4,2,2,0.452489432,0.050148867,0.904978865,0.417028828,0.487950036,2.5,0.707106781,5,2,3,1,0,2,1,1,0.186335404,0.140542963,0.372670807,0.086956522,0.285714286,1,0,2,1,1,1.038043478,0.053801603,2.076086957,1,1.076086957,0,0,0,0,0,0,0,0,0,0
0,3,36,29,108,7,65,35.66666667,30.00555504,107,6,66,13,8.660254038,39,3,18,25.33333333,16.74315781,76,6,35,1.666666667,0.577350269,5,1,2,2,0,6,2,2,9.355929487,5.804699294,28.06778846,2.666666667,13.06778846,4.207514672,0.54591335,12.62254402,3.801937736,4.828216884,3.932545216,0.66780259,11.79763565,3.246979604,4.581040538,0.070833506,0.110184032,0.212500519,0.006827651,0.198062264,0.070833506,0.110184032,0.212500519,0.006827651,0.198062264,0.274969456,0.267178516,0.824908369,0.02277389,0.554958132,2.026740989,0.198147883,6.080222968,1.847759065,2.239668926,1.852310661,0.392393037,5.556931983,1.414213562,2.1714866,-2.024320546,0.194252462,-6.072961637,-2.232407595,-1.847759065,-1.852296944,0.392376301,-5.556890832,-2.171445449,-1.414213562,0.174430328,0.225607717,0.523290985,0.021563156,0.433545503,1.421522595,0.012659617,4.264567786,1.414213562,1.436140662,1.227190112,0.067348503,3.681570336,1.150668426,1.27745698,1.896499797,0.163598505,5.68949939,1.714285714,2.030769231,2,0,6,2,2,0.341624235,0.131777462,1.024872706,0.232310684,0.487950036,2.333333333,0.577350269,7,2,3,1,0,3,1,1,0.124333537,0.140266584,0.373000611,0.031730769,0.285714286,1,0,3,1,1,1.144871795,0.250925309,3.434615385,1,1.434615385,0,0,0,0,0,0,0,0,0,0
0,4,24.5,17.61628035,98,7,49,23.75,18.080837,95,6,49,10,5.715476066,40,3,17,20,11.43095213,80,6,34,1,0,4,1,1,2.25,0.5,9,2,3,7.717687075,4.460100727,30.8707483,2.666666667,13.53741497,4.146441938,0.462193708,16.58576775,3.801937736,4.828506712,3.891574046,0.510829188,15.56629618,3.246979604,4.497025358,0.061950463,0.091105904,0.247801854,0.005062894,0.198062264,0.061950463,0.091105904,0.247801854,0.005062894,0.198062264,0.254867892,0.235850669,1.019471568,0.066516041,0.554958132,2.01126381,0.163449878,8.045055241,1.847759065,2.238010409,1.840205713,0.297734518,7.360822851,1.414213562,2.108637394,-2.01126381,0.163449878,-8.045055241,-2.238010409,-1.847759065,-1.840205713,0.297734518,-7.360822851,-2.108637394,-1.414213562,0.171058098,0.177964525,0.68423239,0.060656937,0.433545503,1.417877426,0.007327727,5.671509704,1.414213562,1.428869017,1.221649435,0.048982474,4.886597739,1.150668426,1.263200369,1.880952381,0.119838642,7.523809524,1.714285714,2,2,0,8,2,2,0.360772159,0.088358016,1.443088635,0.300792604,0.487950036,2.25,0.5,9,2,3,1,0,4,1,1,0.129464286,0.107184185,0.517857143,0.041666667,0.285714286,1,0,4,1,1,1.014030612,0.028061224,4.056122449,1,1.056122449,0,0,0,0,0,0,0,0,0,0
0,8,26.75,26.90592075,214,8,78,26.75,28.26279735,214,7,80,9.375,7.726346392,75,4,22,15.625,11.79512611,125,7,37,4.625,6.390562238,37,1,19,5.875,10.96015511,47,2,33,6.353972889,4.523544359,50.83178311,3,13.52480852,4.279310305,0.620348721,34.23448244,3.847759065,5.480184851,3.910530541,0.596757237,31.28424433,3.414213562,4.820908441,0.088018445,0.063877188,0.704147562,0.00766223,0.152240935,0.088018445,0.063877188,0.704147562,0.00766223,0.152240935,0.368779764,0.280659357,2.950238116,0.007535271,0.945382093,2.042310264,0.210140179,16.33848211,1.879385242,2.377990352,1.81778591,0.325536912,14.54228728,1.532088886,2.23570481,-2.028687208,0.197362899,-16.22949767,-2.377989929,-1.879385242,-1.793579935,0.294630066,-14.34863948,-2.226812326,-1.532088886,0.224524354,0.126793284,1.796194832,0.009372863,0.347296355,1.427129274,0.018367732,11.41703419,1.414213562,1.457737974,1.22118277,0.051031369,9.769462163,1.18083367,1.289239873,1.876462823,0.152323214,15.01170258,1.75,2.081632653,2,0,16,2,2,0.421986042,0.041088398,3.375888337,0.35665968,0.46291005,2.5,0.755928946,20,2,4,1,0,8,1,1,0.160530344,0.10130676,1.284242751,0.026640027,0.25,1,0,8,1,1,1.208221267,0.372813655,9.665770138,1,1.851814852,0,0,0,0,0,0,0,0,0,0
0,4,15.25,12.03813385,61,4,30,15.5,13.07669683,62,3,30,5.75,4.11298756,23,2,11,11,8.124038405,44,3,21,1.5,0.577350269,6,1,2,2,0,8,2,2,4.333741682,2.691448295,17.33496673,1.666666667,7.606896552,4.726359145,1.659647848,18.90543658,3.414213562,7.106763081,3.601760061,1.249739984,14.40704024,2,4.780055593,0.209089196,0.26393217,0.836356786,0.019155464,0.585786438,0.209089196,0.26393217,0.836356786,0.019155464,0.585786438,1.124599084,0.949327317,4.498396335,0.202517152,2.326707489,2.258781554,0.788519061,9.035126215,1.618033989,3.389926804,1.490989888,0.638037063,5.963959552,0.618033989,2,-1.969109348,0.289203533,-7.87643739,-2.231237979,-1.618033989,-1.489838221,0.636979663,-5.959352882,-2,-0.618033989,0.767791666,0.574027464,3.071166663,0.179406357,1.458214803,1.45569756,0.067814957,5.82279024,1.414213562,1.55597321,1.208023083,0.088333336,4.832092334,1.118033989,1.30583673,1.878571429,0.347684273,7.514285714,1.5,2.3,1.875,0.25,7.5,1.5,2,0.629406562,0.312607408,2.51762625,0.371390676,1.080935268,3.25,1.892969449,13,2,6,1,0,4,1,1,0.243933109,0.194104087,0.975732435,0.068965517,0.5,1,0,4,1,1,1.061615245,0.074854369,4.24646098,1,1.151724138,0.036666667,0.073333333,0.146666667,0,0.146666667,0.073170732,0.146341463,0.292682927,0,0.292682927
0,5,54.2,40.00874904,271,5,103,55.4,42.56524404,277,4,108,13.8,7.661592524,69,2,19,27.2,15.28724959,136,4,38,1.6,0.894427191,8,1,3,2.4,0.547722558,12,2,3,9.872152786,4.915807244,49.36076393,2,13.45117076,5.004393036,1.350626238,25.02196518,3.618033989,6.472249748,4.251747394,1.099420865,21.25873697,2.618033989,5.650149318,0.084629827,0.166376725,0.423149137,0.005569644,0.381966011,0.084629827,0.166376725,0.423149137,0.005569644,0.381966011,0.752645642,0.799543545,3.763228208,0.020446379,1.952568668,2.230069486,0.398547103,11.15034743,1.732050808,2.649771725,1.947389331,0.567408224,9.736946656,1,2.520565702,-2.229391434,0.398546835,-11.14695717,-2.649265643,-1.732050808,-1.949372056,0.568105541,-9.746860279,-2.520565702,-1,0.282680155,0.320133004,1.413400773,0.019414091,0.732050808,1.432713297,0.018623975,7.163566486,1.414213562,1.45521375,1.236976246,0.081863183,6.184881231,1.092820323,1.289135001,1.942684263,0.20032899,9.713421317,1.6,2.097087379,2,0,10,2,2,0.411296927,0.117205293,2.056484636,0.226294286,0.547722558,3.4,1.516575089,17,2,5,1,0,5,1,1,0.11026061,0.162716308,0.551303052,0.02055968,0.4,1,0,5,1,1,1.271834437,0.265589924,6.359172187,1,1.537597563,0,0,0,0,0,0,0,0,0,0
0,20,15.55,17.16935765,311,5,64,15,17.98537417,300,4,65,5.85,5.860438281,117,2,24,10.55,10.09676863,211,4,47,2.3,3.310271097,46,1,16,2.15,0.489360485,43,2,4,4.415871028,3.775445063,88.31742055,2,17.31200397,3.993456851,0.422047327,79.86913702,3.618033989,4.939369495,3.477983334,0.71998056,69.55966667,2.618033989,4.581859775,0.182882598,0.144708829,3.657651966,0.003263035,0.381966011,0.182882598,0.144708829,3.657651966,0.003263035,0.381966011,0.515473518,0.353448746,10.30947035,0.046605758,1,1.931807549,0.199555044,38.63615099,1.732050808,2.372236151,1.538891281,0.428973163,30.77782561,1,2.177258026,-1.918051431,0.173823805,-38.36102862,-2.211377051,-1.732050808,-1.538804181,0.428220427,-30.77608362,-2.177191235,-1,0.392916269,0.24973859,7.858325375,0.041800182,0.732050808,1.42309999,0.016932734,28.4619998,1.414213562,1.471960144,1.18085801,0.070541866,23.6171602,1.092820323,1.286905186,1.787247482,0.170265976,35.74494963,1.6,2.08,2,0,40,2,2,0.462311571,0.074746771,9.246231424,0.306995166,0.547722558,2.25,0.444261658,45,2,3,1,0,20,1,1,0.238238481,0.132729104,4.764769624,0.032242063,0.4,1,0,20,1,1,1.107046671,0.225943481,22.14093341,1,1.80960452,0,0,0,0,0,0,0,0,0,0
0,6,27.83333333,30.88958832,167,5,85,27.66666667,32.37694653,166,4,88,9.666666667,8.358628277,58,2,21,18.66666667,16.35440817,112,4,41,1.833333333,0.752772653,11,1,3,2.166666667,0.40824829,13,2,3,6.839936715,5.435629612,41.03962029,2,14.29887955,4.252415154,0.800760768,25.51449093,3.618033989,5.606917447,3.566528371,0.863089589,21.39917023,2.618033989,4.828180593,0.158161326,0.181867134,0.948967954,0.004849962,0.381966011,0.158161326,0.181867134,0.948967954,0.004849962,0.381966011,0.685886783,0.386557336,4.115320698,0.02277389,1,2.007678578,0.293823731,12.04607147,1.732050808,2.459588779,1.612156537,0.524703434,9.672939222,1,2.234726136,-2.007591121,0.29366235,-12.04554673,-2.459064037,-1.732050808,-1.612148424,0.524691883,-9.672890543,-2.234677457,-1,0.395522041,0.284335376,2.373132248,0.021563156,0.732050808,1.42408543,0.015468052,8.544512578,1.414213562,1.447493729,1.19553854,0.085466982,7.173231237,1.092820323,1.28387864,1.827505447,0.205933432,10.96503268,1.6,2.070588235,2,0,12,2,2,0.424466771,0.120983474,2.546800626,0.232310684,0.547722558,2.5,0.836660027,15,2,4,1,0,6,1,1,0.200713248,0.17318554,1.20427949,0.02464986,0.4,1,0,6,1,1,1.097919909,0.205710123,6.587519452,1,1.513445378,0,0,0,0,0,0,0,0,0,0
0,5,63.6,66.44396135,318,5,167,64.2,68.10433173,321,4,170,19,18.33030278,95,2,46,35.4,36.05273915,177,4,92,6.8,12.96919427,34,1,30,2,0,10,2,2,13.39110317,13.42586302,66.95551586,2,34.85094871,4.306385612,0.638284249,21.53192806,3.618033989,4.875080771,3.840336183,1.119055126,19.20168091,2.618033989,4.773823443,0.155693332,0.206577247,0.778466659,0.00060945,0.381966011,0.155693332,0.206577247,0.778466659,0.00060945,0.381966011,0.466049429,0.489531462,2.330247145,0.05084215,1,2.045416375,0.287029369,10.22708187,1.732050808,2.28640149,1.716119579,0.654263867,8.580597897,1,2.236068287,-2.035028961,0.279178459,-10.1751448,-2.278187012,-1.732050808,-1.701234135,0.64196801,-8.506170674,-2.236068122,-1,0.329296795,0.368942267,1.646483976,0.020573959,0.732050808,1.425686364,0.010562682,7.128431822,1.414213562,1.434860108,1.203588865,0.101151241,6.017944325,1.092820323,1.281337018,1.858538286,0.236032579,9.292691429,1.6,2.035928144,2,0,10,2,2,0.39366727,0.144351239,1.968336351,0.242780469,0.547722558,2.6,0.547722558,13,2,3,1,0,5,1,1,0.17413258,0.206304168,0.8706629,0.012264627,0.4,1,0,5,1,1,1.193445105,0.245226909,5.967225525,1,1.587809037,0,0,0,0,0,0,0,0,0,0
