Class Complexity,Class Complexity 20,Number of Graphs,Mean Nodes,Sd Nodes,Sum Nodes,Min Nodes,Max Nodes,Mean Edges,Sd Edges,Sum Edges,Min Edges,Max Edges,Mean Radius,Sd Radius,Sum Radius,Min Radius,Max Radius,Mean Diameter,Sd Diameter,Sum Diameter,Min Diameter,Max Diameter,Mean CenterSize,Sd CenterSize,Sum CenterSize,Min CenterSize,Max CenterSize,Mean PeripherySize,Sd PeripherySize,Sum PeripherySize,Min PeripherySize,Max PeripherySize,Mean AvrShortestPath,Sd AvrShortestPath,Sum AvrShortestPath,Min AvrShortestPath,Max AvrShortestPath,Mean EigenLargestLap,Sd EigenLargestLap,Sum EigenLargestLap,Min EigenLargestLap,Max EigenLargestLap,Mean EigenSecondLargestLap,Sd EigenSecondLargestLap,Sum EigenSecondLargestLap,Min EigenSecondLargestLap,Max EigenSecondLargestLap,Mean AlgebraicConnectivity,Sd AlgebraicConnectivity,Sum AlgebraicConnectivity,Min AlgebraicConnectivity,Max AlgebraicConnectivity,Mean EigenSmallestNonZeroLap,Sd EigenSmallestNonZeroLap,Sum EigenSmallestNonZeroLap,Min EigenSmallestNonZeroLap,Max EigenSmallestNonZeroLap,Mean EigenGapLap,Sd EigenGapLap,Sum EigenGapLap,Min EigenGapLap,Max EigenGapLap,Mean EigenLargestAdj,Sd EigenLargestAdj,Sum EigenLargestAdj,Min EigenLargestAdj,Max EigenLargestAdj,Mean EigenSecondLargestAdj,Sd EigenSecondLargestAdj,Sum EigenSecondLargestAdj,Min EigenSecondLargestAdj,Max EigenSecondLargestAdj,Mean EigenSmallestAdj,Sd EigenSmallestAdj,Sum EigenSmallestAdj,Min EigenSmallestAdj,Max EigenSmallestAdj,Mean EigenSecondSmallestAdj,Sd EigenSecondSmallestAdj,Sum EigenSecondSmallestAdj,Min EigenSecondSmallestAdj,Max EigenSecondSmallestAdj,Mean EigenGapAdj,Sd EigenGapAdj,Sum EigenGapAdj,Min EigenGapAdj,Max EigenGapAdj,Mean EigenStdDevAdj,Sd EigenStdDevAdj,Sum EigenStdDevAdj,Min EigenStdDevAdj,Max EigenStdDevAdj,Mean Energy,Sd Energy,Sum Energy,Min Energy,Max Energy,Mean NodeMean,Sd NodeMean,Sum NodeMean,Min NodeMean,Max NodeMean,Mean NodeMedian,Sd NodeMedian,Sum NodeMedian,Min NodeMedian,Max NodeMedian,Mean NodeStDev,Sd NodeStDev,Sum NodeStDev,Min NodeStDev,Max NodeStDev,Mean MaxDegree,Sd MaxDegree,Sum MaxDegree,Min MaxDegree,Max MaxDegree,Mean MinDegree,Sd MinDegree,Sum MinDegree,Min MinDegree,Max MinDegree,Mean Density,Sd Density,Sum Density,Min Density,Max Density,Mean EdgeConnectivity,Sd EdgeConnectivity,Sum EdgeConnectivity,Min EdgeConnectivity,Max EdgeConnectivity,Mean AvrNodeConnectivity,Sd AvrNodeConnectivity,Sum AvrNodeConnectivity,Min AvrNodeConnectivity,Max AvrNodeConnectivity,Mean ClusteringCoef,Sd ClusteringCoef,Sum ClusteringCoef,Min ClusteringCoef,Max ClusteringCoef,Mean Transitivity,Sd Transitivity,Sum Transitivity,Min Transitivity,Max Transitivity
0,0,10,50.2,48.03193382,502,12,176,49.6,48.35103124,496,11,176,19.6,14.59223538,196,6,55,38.6,29.07920219,386,11,109,1.6,0.516397779,16,1,2,2,0,20,2,2,13.86064144,10.56583707,138.6064144,4.333333333,40.19785714,4.324087445,0.473865356,43.24087445,3.931851653,5.020523507,4.010842311,0.214734749,40.10842311,3.732050808,4.5,0.018857354,0.022118607,0.188573535,0.000533787,0.068148347,0.018857354,0.022118607,0.188573535,0.000533787,0.068148347,0.313245135,0.382523698,3.132451349,0.007694368,0.872625158,2.093890499,0.163273711,20.93890499,1.941883635,2.34706853,1.94765702,0.09472552,19.4765702,1.770912051,2.121319669,-2.093890499,0.163273711,-20.93890499,-2.34706853,-1.941883635,-1.94765702,0.09472552,-19.4765702,-2.121319669,-1.770912051,0.146233479,0.136455976,1.462334791,0.007452292,0.369025177,1.418617953,0.006307447,14.18617953,1.414213562,1.428285686,1.250315079,0.020847218,12.50315079,1.216038302,1.270516803,1.941269143,0.062419923,19.41269143,1.833333333,2,2,0,20,2,2,0.289989648,0.070310768,2.899896481,0.178127044,0.389249472,2.4,0.516397779,24,2,3,1,0,10,1,1,0.071243559,0.050837926,0.712435586,0.011428571,0.166666667,1,0,10,1,1,1.018437365,0.034211779,10.18437365,1,1.092922078,0,0,0,0,0,0,0,0,0,0
0,0,20,8.9,1.803505359,178,7,14,7.9,1.803505359,158,6,13,4.3,1.080935268,86,3,7,7.9,1.803505359,158,6,13,1.7,0.470162346,34,1,2,2,0,40,2,2,3.3,0.601168453,66,2.666666667,5,3.86357679,0.048453173,77.27153579,3.801937736,3.949855824,3.475148775,0.180314945,69.50297551,3.246979604,3.801937736,0.13642321,0.048453173,2.728464207,0.050144176,0.198062264,0.13642321,0.048453173,2.728464207,0.050144176,0.198062264,0.388428014,0.131865048,7.768560286,0.147918089,0.554958132,1.891563204,0.034841234,37.83126408,1.847759065,1.956295201,1.579164571,0.131729788,31.58329143,1.414213562,1.827090915,-1.891563204,0.034841234,-37.83126408,-1.956295201,-1.847759065,-1.579164571,0.131729788,-31.58329143,-1.827090915,-1.414213562,0.312398633,0.096889855,6.247972658,0.129204286,0.433545503,1.414213562,4.55626E-16,28.28427125,1.414213562,1.414213562,1.186730959,0.025473413,23.73461918,1.150668426,1.223824605,1.767142857,0.043380266,35.34285714,1.714285714,1.857142857,2,0,40,2,2,0.446860507,0.035463971,8.93721013,0.36313652,0.487950036,2,0,40,2,2,1,0,20,1,1,0.232857143,0.043380266,4.657142857,0.142857143,0.285714286,1,0,20,1,1,1,0,20,1,1,0,0,0,0,0,0,0,0,0,0
0,0,6,8.333333333,4.457203907,50,5,17,7.333333333,4.457203907,44,4,16,3.833333333,2.228601953,23,2,8,7.333333333,4.457203907,44,4,16,1.333333333,0.516397779,8,1,2,2,0,12,2,2,3.111111111,1.485734636,18.66666667,2,6,3.783245007,0.139027071,22.69947004,3.618033989,3.965946199,3.196069861,0.49262751,19.17641916,2.618033989,3.864944459,0.216754993,0.139027071,1.300529957,0.034053801,0.381966011,0.216754993,0.139027071,1.300529957,0.034053801,0.381966011,0.587175146,0.353682165,3.523050878,0.101001741,1,1.840041112,0.093025613,11.04024667,1.732050808,1.969615506,1.392962763,0.341938605,8.357776576,1,1.879385242,-1.840041112,0.093025613,-11.04024667,-1.969615506,-1.732050808,-1.392962763,0.341938605,-8.357776576,-1.879385242,-1,0.447078349,0.248939828,2.682470093,0.090230264,0.732050808,1.414213562,2.43238E-16,8.485281374,1.414213562,1.414213562,1.157126548,0.055362028,6.942759291,1.092820323,1.227064977,1.716106443,0.106677244,10.29663866,1.6,1.882352941,2,0,12,2,2,0.473553472,0.079301246,2.841320833,0.332105582,0.547722558,2,0,12,2,2,1,0,6,1,1,0.283893557,0.106677244,1.703361345,0.117647059,0.4,1,0,6,1,1,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0
0,0,3,77.33333333,85.11364951,232,10,173,78.33333333,86.30952053,235,9,175,17,16.64331698,51,5,36,32.33333333,32.14550254,97,9,69,3.666666667,2.886751346,11,2,7,2.666666667,0.577350269,8,2,3,12.63811304,11.9500883,37.91433912,3.666666667,26.20345477,4.879868899,0.88140696,14.6396067,3.902113033,5.613437101,4.279874808,0.578434523,12.83962442,3.618033989,4.688651139,0.040706493,0.050672736,0.122119479,0.001368177,0.097886967,0.040706493,0.050672736,0.122119479,0.001368177,0.097886967,0.599994091,0.422951277,1.799982272,0.284079044,1.080497804,2.278657558,0.312236901,6.835972675,1.918985947,2.480152802,1.992404786,0.268608371,5.977214359,1.682507066,2.158444588,-2.244198963,0.291036871,-6.732596888,-2.480152802,-1.918985947,-1.992346049,0.268553922,-5.977038146,-2.158268376,-1.682507066,0.286252772,0.05413564,0.858758317,0.236478882,0.343890098,1.432815014,0.022440247,4.298445041,1.414213562,1.457737974,1.256144164,0.044435201,3.768432493,1.205334837,1.287737224,1.968251347,0.148617895,5.90475404,1.8,2.081632653,2,0,6,2,2,0.384971138,0.088197792,1.154913414,0.284354782,0.44892161,3,1,9,2,4,1,0,3,1,1,0.085043227,0.100801855,0.255129681,0.011762334,0.2,1,0,3,1,1,1.290974682,0.340167254,3.872924045,1,1.664965986,0,0,0,0,0,0,0,0,0,0
0,0,9,9,7.64852927,81,5,29,8,7.64852927,72,4,28,4.222222222,3.80058475,38,2,14,8,7.64852927,72,4,28,1.444444444,0.527046277,13,1,2,2,0,18,2,2,3.333333333,2.549509757,30,2,10,3.761272014,0.142968239,33.85144813,3.618033989,3.988275914,3.120247924,0.506015833,28.08223132,2.618033989,3.953241111,0.238727986,0.142968239,2.148551871,0.011724086,0.381966011,0.238727986,0.142968239,2.148551871,0.011724086,0.381966011,0.64102409,0.363123135,5.769216813,0.035034803,1,1.826087554,0.095713732,16.43478799,1.732050808,1.989043791,1.342738972,0.351735842,12.08465075,1,1.956295201,-1.826087554,0.095713732,-16.43478799,-1.989043791,-1.732050808,-1.342738972,0.351735842,-12.08465075,-1.956295201,-1,0.483348582,0.256049891,4.350137241,0.032748589,0.732050808,1.414213562,2.35514E-16,12.72792206,1.414213562,1.414213562,1.153002969,0.059898933,10.37702672,1.092820323,1.246974944,1.703448276,0.113616634,15.33103448,1.6,1.931034483,2,0,18,2,2,0.47782346,0.092741567,4.300411144,0.257880715,0.547722558,2,0,18,2,2,1,0,9,1,1,0.296551724,0.113616634,2.668965517,0.068965517,0.4,1,0,9,1,1,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0
0,0,14,14.78571429,10.45266673,207,5,29,13.78571429,10.45266673,193,4,28,7.071428571,5.151016117,99,2,14,13.78571429,10.45266673,193,4,28,1.357142857,0.497245158,19,1,2,2,0,28,2,2,5.261904762,3.484222243,73.66666667,2,10,3.840312511,0.157186858,53.76437516,3.618033989,3.988275914,3.409693012,0.56592341,47.73570217,2.618033989,3.953241111,0.159687489,0.157186858,2.23562484,0.011724086,0.381966011,0.159687489,0.157186858,2.23562484,0.011724086,0.381966011,0.4306195,0.408810212,6.028672994,0.035034803,1,1.882496978,0.108722222,26.35495769,1.732050808,1.989043791,1.554771071,0.404368211,21.766795,1,1.956295201,-1.882496978,0.108722222,-26.35495769,-1.989043791,-1.732050808,-1.554771071,0.404368211,-21.766795,-1.956295201,-1,0.327725907,0.295670635,4.588162698,0.032748589,0.732050808,1.414213562,0,19.79898987,1.414213562,1.414213562,1.184880902,0.064745368,16.58833263,1.092820323,1.246974944,1.779919627,0.139231438,24.91887477,1.6,1.931034483,2,0,28,2,2,0.406939183,0.12369683,5.697148562,0.257880715,0.547722558,2,0,28,2,2,1,0,14,1,1,0.220080373,0.139231438,3.081125227,0.068965517,0.4,1,0,14,1,1,1,0,14,1,1,0,0,0,0,0,0,0,0,0,0
0,0,90,43.61111111,33.59464057,3925,5,197,42.82222222,34.22023115,3854,4,200,19.92222222,11.42265419,1793,2,57,39.22222222,22.25328042,3530,4,114,1.811111111,2.507939951,163,1,19,2,0,180,2,2,13.801173,7.577148662,1242.10557,2,40.01875065,4.038565089,0.333642739,363.470858,3.618033989,6.167837926,3.913272261,0.354681427,352.1945035,2.618033989,4.844331813,0.034898827,0.078607648,3.140894474,0.000604527,0.381966011,0.034898827,0.078607648,3.140894474,0.000604527,0.381966011,0.125292828,0.269847538,11.27635452,0.003653554,1.412960214,2.001221377,0.154767962,180.1099239,1.732050808,3.144894359,1.907221529,0.226534312,171.6499376,1,2.268496416,-1.990386901,0.097254088,-179.1348211,-2.477836712,-1.732050808,-1.90710893,0.226367809,-171.6398037,-2.268496416,-1,0.093999848,0.183283174,8.45998628,0.003573736,0.961636336,1.415523754,0.005597338,127.3971379,1.414213562,1.446979613,1.241638975,0.039036275,111.7475078,1.092820323,1.291579189,1.920500362,0.090859993,172.8450326,1.6,2.061538462,2,0,180,2,2,0.263930201,0.098515507,23.75371811,0.148231354,0.547722558,2.1,0.425322085,189,2,5,1,0,90,1,1,0.083238118,0.086863755,7.491430588,0.010359474,0.4,1,0,90,1,1,1.019182284,0.090750555,91.7264056,1,1.541375081,0.000153027,0.001451744,0.013772455,0,0.013772455,0.000526316,0.00499307,0.047368421,0,0.047368421
0,0,20,97.2,79.78431451,1944,9,322,98.4,81.37851779,1968,8,329,29.7,23.58657067,594,4,80,55.45,42.90684524,1109,8,159,6.75,19.64386874,135,1,90,2.2,0.410391341,44,2,3,19.69550945,14.69302441,393.9101889,3.333333333,53.66666667,4.977472683,1.477658862,99.54945366,3.879385242,10.53677687,4.707734793,1.019389108,94.15469587,3.532088886,8.522872138,0.011917346,0.025986774,0.238346928,0.000385519,0.120614758,0.011917346,0.025986774,0.238346928,0.000385519,0.120614758,0.26973789,0.51864914,5.39475779,3.13218E-05,2.01390473,2.252846398,0.326795987,45.05692797,1.902113033,3.427643942,2.136830656,0.195640584,42.73661311,1.618033989,2.56537408,-2.252829458,0.326788087,-45.05658917,-3.427643942,-1.902113033,-2.13681506,0.195641418,-42.73630119,-2.565374105,-1.618033989,0.116015743,0.193985231,2.320314856,0.001041517,0.862269862,1.431785153,0.011563753,28.63570306,1.414213562,1.44222051,1.267900105,0.021559069,25.3580021,1.18083367,1.281706957,2.010690724,0.061843055,40.21381448,1.777777778,2.049261084,2,0,40,2,2,0.321541839,0.103836224,6.430836774,0.111451261,0.533580466,3.3,1.592746717,66,2,9,1,0,20,1,1,0.039445035,0.045211633,0.788900694,0.006365976,0.222222222,1,0,20,1,1,1.293249561,0.256290627,25.86499122,1,1.86217372,0,0,0,0,0,0,0,0,0,0
0,0,5,38.8,25.89787636,194,16,69,38.8,26.83654225,194,15,69,12.6,6.024948133,63,8,21,24.4,12.4016128,122,15,42,2,0,10,2,2,2.2,0.447213595,11,2,3,9.036318334,4.175963809,45.18159167,5.666666667,14.27109974,4.536832655,0.59035046,22.68416327,3.961570561,5.333332218,4.224168243,0.348532204,21.12084121,3.847759065,4.542317429,0.023447098,0.016264344,0.117235488,0.005247843,0.038429439,0.023447098,0.016264344,0.117235488,0.005247843,0.038429439,0.312664412,0.301384693,1.563322061,0.113811496,0.833333649,2.138465635,0.165113718,10.69232818,1.965946199,2.309224463,2.003171207,0.13793782,10.01585604,1.864944459,2.157969197,-2.137727138,0.164918742,-10.68863569,-2.309224463,-1.965946199,-2.007439207,0.138403018,-10.03719604,-2.157941525,-1.864944459,0.135294428,0.040250375,0.676472141,0.101001741,0.188078095,1.427948186,0.014986063,7.139740928,1.414213562,1.447493729,1.254461874,0.024265677,6.272309371,1.229743931,1.285239309,1.9625,0.083852549,9.8125,1.875,2.0625,2,0,10,2,2,0.350965576,0.015566223,1.754827882,0.341565026,0.377964473,2.8,0.836660027,14,2,4,1,0,5,1,1,0.076715686,0.047070142,0.383578431,0.029411765,0.125,1,0,5,1,1,1.162625672,0.161632296,5.813128362,1,1.367007673,0,0,0,0,0,0,0,0,0,0
0,0,8,16.25,10.1101081,130,4,38,16,10.16998385,128,3,37,7.25,5.035587638,58,2,19,13.5,10.07117528,108,3,37,2,0,16,2,2,2,0,16,2,2,5.11484349,3.371920431,40.91874792,1.666666667,13,4.350098352,0.526040249,34.80078682,3.414213562,5.016983309,3.808380413,0.762012856,30.46704331,2,4.390982914,0.123982587,0.188590426,0.991860696,0.006831014,0.585786438,0.123982587,0.188590426,0.991860696,0.006831014,0.585786438,0.541717939,0.39899216,4.333743513,0.020446379,1.414213562,2.091835629,0.238041187,16.73468503,1.618033989,2.372333597,1.708647603,0.449273823,13.66918082,0.618033989,1.974100525,-2.086794371,0.231591834,-16.69435496,-2.332003529,-1.618033989,-1.713171789,0.452290829,-13.70537431,-1.992039681,-0.618033989,0.383188027,0.277821865,3.065504212,0.019414091,1,1.449132689,0.029219371,11.59306151,1.414213562,1.48002574,1.237451364,0.053559939,9.899610913,1.118033989,1.290889942,1.917284689,0.187578541,15.33827751,1.5,2.090909091,1.9375,0.176776695,15.5,1.5,2,0.496305465,0.119279269,3.970443717,0.226294286,0.577350269,2.625,0.51754917,21,2,3,1,0,8,1,1,0.183447912,0.135294998,1.467583294,0.052631579,0.5,1,0,8,1,1,1.112720613,0.096956947,8.901764902,1,1.242424242,0,0,0,0,0,0,0,0,0,0
0,0,14,11.78571429,7.904999114,165,6,29,11,8.301992347,154,5,29,5.071428571,3.149219335,71,3,13,9.714285714,6.231786649,136,5,25,1.428571429,0.513552591,20,1,2,2,0,28,2,2,3.881673727,2.032324622,54.34343218,2.333333333,9,3.991575849,0.38599737,55.88206189,3.732050808,4.942712443,3.517603617,0.406256841,49.24645064,3,4.50288851,0.140529152,0.080924783,1.967408132,0.014582252,0.267949192,0.140529152,0.080924783,1.967408132,0.014582252,0.267949192,0.473972232,0.216658539,6.63561125,0.043534113,0.87781824,1.939934289,0.167756277,27.15908005,1.801937736,2.378281586,1.595957652,0.253853641,22.34340713,1.246979604,2.073733072,-1.92945628,0.140664776,-27.01238792,-2.250207845,-1.801937736,-1.595210887,0.252350979,-22.33295242,-2.063278368,-1.246979604,0.343976637,0.135678577,4.81567292,0.040386974,0.554958132,1.42049332,0.017604542,19.88690647,1.414213562,1.477097892,1.192193664,0.041919969,16.6907113,1.150668426,1.28428219,1.795552791,0.124537149,25.13773907,1.666666667,2.086956522,2,0,28,2,2,0.45101293,0.066163155,6.314181022,0.271746488,0.516397779,2.142857143,0.36313652,30,2,3,1,0,14,1,1,0.222536263,0.087719255,3.115507681,0.071428571,0.333333333,1,0,14,1,1,1.030900134,0.09751536,14.43260188,1,1.363636364,0,0,0,0,0,0,0,0,0,0
0,0,28,14.57142857,22.36966956,408,4,102,13.92857143,23.52764894,390,3,106,5.142857143,5.104205134,144,2,22,9.75,10.33019666,273,3,44,1.535714286,0.5078745,43,1,2,2,0,56,2,2,3.996913135,3.71349451,111.9135678,1.666666667,16.18285714,3.950006887,0.575425852,110.6001928,3.414213562,6.472100757,3.313467023,0.554935546,92.77707663,2,4.83940809,0.198193318,0.125105687,5.549412892,0.003901989,0.585786438,0.198193318,0.125105687,5.549412892,0.003901989,0.585786438,0.636539864,0.380869099,17.8231162,0.000091366,1.927430107,1.894794772,0.196835927,53.05425361,1.618033989,2.647561313,1.455672051,0.345996917,40.75881743,0.618033989,2.263740591,-1.892878124,0.193434083,-53.00058748,-2.647508971,-1.618033989,-1.455850919,0.346372682,-40.76382574,-2.263681467,-0.618033989,0.439122721,0.201593257,12.29543618,0.002016488,1,1.417384459,0.010015126,39.68676487,1.414213562,1.45405836,1.17828605,0.043977842,32.99200939,1.092820323,1.28458208,1.744027053,0.132519039,48.83275748,1.5,2.084507042,1.982142857,0.094491118,55.5,1.5,2,0.472248839,0.067435257,13.22296749,0.285714286,0.577350269,2.178571429,0.611832186,61,2,5,1,0,28,1,1,0.265048373,0.110795196,7.421354457,0.020578528,0.5,1,0,28,1,1,1.032484553,0.120747422,28.90956749,1,1.557344064,0,0,0,0,0,0,0,0,0,0
0,0,2,21.5,0.707106781,43,21,22,20.5,0.707106781,41,20,21,10.5,0.707106781,21,10,11,20.5,0.707106781,41,20,21,1.5,0.707106781,3,1,2,2,0,4,2,2,7.5,0.23570226,15,7.333333333,7.666666667,3.978652268,0.001400942,7.957304536,3.977661652,3.979642884,3.915065779,0.005543955,7.830131559,3.911145612,3.918985947,0.021347732,0.001400942,0.042695464,0.020357116,0.022338348,0.021347732,0.001400942,0.042695464,0.020357116,0.022338348,0.063586489,0.004143012,0.127172977,0.060656937,0.066516041,1.980507388,0.001222594,3.961014776,1.979642884,1.981371892,1.922410261,0.004842711,3.844820522,1.918985947,1.925834575,-1.980507388,0.001222594,-3.961014776,-1.981371892,-1.979642884,-1.922410261,0.004842711,-3.844820522,-1.925834575,-1.918985947,0.058097127,0.003620117,0.116194254,0.055537317,0.060656937,1.414213562,0,2.828427125,1.414213562,1.414213562,1.238802397,0.003447747,2.477604794,1.236364472,1.241240322,1.906926407,0.003061068,3.813852814,1.904761905,1.909090909,2,0,4,2,2,0.297518773,0.004629895,0.595037547,0.294244943,0.300792604,2,0,4,2,2,1,0,2,1,1,0.093073593,0.003061068,0.186147186,0.090909091,0.095238095,1,0,2,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
0,0,6,14.33333333,11.74166371,86,6,37,13.66666667,12.51665557,82,5,38,5.833333333,3.656045222,35,3,13,10.83333333,7.332575718,65,5,25,1.833333333,0.40824829,11,1,2,2.5,0.836660027,15,2,4,4.57862274,3.004217786,27.47173644,2.333333333,10.41291291,4.143342018,0.513671816,24.86005211,3.732050808,5.03335075,3.632088149,0.50790888,21.7925289,3,4.497025358,0.121376773,0.091482342,0.72826064,0.008635188,0.267949192,0.121376773,0.091482342,0.72826064,0.008635188,0.267949192,0.511253869,0.162332163,3.067523212,0.284079044,0.732050808,1.994381209,0.214299743,11.96628725,1.801937736,2.378457799,1.659598262,0.297733415,9.957589569,1.246979604,2.108635751,-1.98804189,0.200803437,-11.92825134,-2.340421889,-1.801937736,-1.659598374,0.297733617,-9.957590242,-2.108636423,-1.246979604,0.334782947,0.117802859,2.008697683,0.236478882,0.554958132,1.420672354,0.015820745,8.524034126,1.414213562,1.452966315,1.207743674,0.038183471,7.246462046,1.164653069,1.275434941,1.817178944,0.135891538,10.90307366,1.666666667,2.054054054,2,0,12,2,2,0.469522445,0.031052375,2.817134672,0.421637021,0.516397779,2.333333333,0.516397779,14,2,3,1,0,6,1,1,0.201339575,0.099981701,1.208037449,0.057057057,0.333333333,1,0,6,1,1,1.014014014,0.034327184,6.084084084,1,1.084084084,0,0,0,0,0,0,0,0,0,0
0,0,11,10,8.342661446,110,4,30,9.181818182,8.600211414,101,3,30,4.272727273,3.196589091,47,2,11,8,6.371812929,88,3,21,1.545454545,0.522232968,17,1,2,2,0,22,2,2,3.349463285,2.191678683,36.84409613,1.666666667,7.68045977,3.870874992,0.384277585,42.57962491,3.414213562,4.618033989,3.200701756,0.751616037,35.20771932,2,4.49129674,0.249961176,0.174245054,2.749572933,0.017956944,0.585786438,0.249961176,0.174245054,2.749572933,0.017956944,0.585786438,0.670173236,0.420477721,7.371905593,0.060656937,1.414213562,1.866791909,0.185877618,20.534711,1.618033989,2.205946115,1.357323143,0.450003482,14.93055458,0.618033989,2.096498225,-1.866791909,0.185877618,-20.534711,-2.205946115,-1.618033989,-1.357323143,0.450003482,-14.93055458,-2.096498225,-0.618033989,0.509468766,0.290324899,5.604156422,0.055537317,1,1.422686515,0.021352758,15.64955166,1.414213562,1.483239697,1.168562989,0.063721153,12.85419287,1.092820323,1.2600183,1.731129477,0.170376566,19.04242424,1.5,2,1.954545455,0.150755672,21.5,1.5,2,0.505517537,0.088140204,5.560692902,0.294244943,0.632455532,2.181818182,0.404519917,24,2,3,1,0,11,1,1,0.293321934,0.135583037,3.226541275,0.068965517,0.5,1,0,11,1,1,1.034197777,0.084980788,11.37617555,1,1.272727273,0,0,0,0,0,0,0,0,0,0
0,0,11,22.45454545,29.02538074,247,4,98,22.45454545,31.59228905,247,3,106,7.818181818,7.494240213,86,2,25,15.36363636,15.17414068,169,3,50,1.272727273,0.467099366,14,1,2,2.090909091,0.301511345,23,2,3,5.816340633,5.068555401,63.97974696,1.666666667,17.10456554,4.13344471,0.88066943,45.4678918,3.414213562,6.553362752,3.532523037,0.914621387,38.85775341,2,5.076875976,0.176649415,0.191849744,1.943143566,0.002526923,0.585786438,0.176649415,0.191849744,1.943143566,0.002526923,0.585786438,0.600921673,0.532402723,6.610138398,0.035034803,1.476486776,1.966572266,0.310798217,21.63229493,1.618033989,2.752999457,1.57924643,0.538319979,17.37171073,0.618033989,2.390321621,-1.964433206,0.304868807,-21.60876526,-2.729469792,-1.618033989,-1.567382886,0.51977657,-17.24121175,-2.259822639,-0.618033989,0.387325836,0.310869655,4.260584201,0.032748589,1,1.422494707,0.020216283,15.64744178,1.414213562,1.478366332,1.191281868,0.070375094,13.10410054,1.092820323,1.301185585,1.798393458,0.197632079,19.78232804,1.5,2.163265306,1.954545455,0.150755672,21.5,1.5,2,0.455721656,0.104012832,5.012938217,0.257880715,0.577350269,2.363636364,0.924416278,26,2,5,1,0,11,1,1,0.225469277,0.158881927,2.480162052,0.022301704,0.5,1,0,11,1,1,1.019498272,0.04725995,11.21448099,1,1.149168946,0,0,0,0,0,0,0,0,0,0
0,0,11,20.63636364,24.39373988,227,5,91,20.09090909,25.52823749,221,4,94,7.363636364,5.608435206,81,2,20,14.27272727,10.86361734,157,4,39,1.454545455,0.522232968,16,1,2,2.272727273,0.904534034,25,2,5,5.638050838,4.07509143,62.01855922,2,15.63760684,4.054734188,0.439257668,44.60207607,3.618033989,5.000007305,3.568262489,0.698827758,39.25088738,2.618033989,4.835405526,0.142470281,0.159455411,1.56717309,0.003207282,0.381966011,0.142470281,0.159455411,1.56717309,0.003207282,0.381966011,0.486471699,0.414174324,5.351188689,0.05103807,1,1.957575708,0.183453734,21.53333279,1.732050808,2.30962437,1.639902231,0.449168332,18.03892454,1,2.299870687,-1.957575284,0.183452839,-21.53332813,-2.309619707,-1.732050808,-1.634120659,0.440142524,-17.97532725,-2.236273394,-1,0.317673477,0.294749575,3.494408248,0.009753683,0.732050808,1.421551915,0.01684553,15.63707106,1.414213562,1.463850109,1.197319806,0.071157357,13.17051786,1.092820323,1.277614644,1.8261069,0.164946526,20.0871759,1.6,2.065934066,2,0,22,2,2,0.421543449,0.108071083,4.636977944,0.282329851,0.547722558,2.272727273,0.467099366,25,2,3,1,0,11,1,1,0.194960921,0.142541536,2.144570136,0.022954823,0.4,1,0,11,1,1,1.052036852,0.132127022,11.57240537,1,1.428571429,0,0,0,0,0,0,0,0,0,0
0,0,4,33,8.602325267,132,24,44,34.25,10.04572878,137,25,48,11.75,2.061552813,47,10,14,23,4.082482905,92,19,27,1.75,0.957427108,7,1,3,2.5,0.577350269,10,2,3,8.394086117,1.491769186,33.57634447,7.166666667,10.23784355,5.222169908,0.701133474,20.88867963,4.582547415,6.167837857,4.628415318,0.731837914,18.51366127,3.980710913,5.678155558,0.016372967,0.00587372,0.06549187,0.009193064,0.021527667,0.016372967,0.00587372,0.06549187,0.009193064,0.021527667,0.59375459,0.309141501,2.375018361,0.202416404,0.844010674,2.597624427,0.474145603,10.39049771,2.179752023,3.144892991,2.11164984,0.290020709,8.446599361,1.946818931,2.5447993,-2.266642474,0.186884435,-9.066569898,-2.540513748,-2.12446409,-2.013630046,0.088367817,-8.054520185,-2.140892166,-1.947614611,0.485974586,0.326490793,1.943898346,0.174414285,0.893081476,1.46067506,0.028500076,5.842700239,1.434860108,1.494174735,1.274698674,0.014574224,5.098794696,1.261795413,1.295060963,2.066287879,0.086459941,8.265151515,2,2.181818182,2,0,8,2,2,0.516513974,0.181378942,2.066055895,0.34299717,0.691231704,3.75,0.957427108,15,3,5,1,0,4,1,1,0.067892942,0.017355779,0.271571769,0.050739958,0.09057971,1,0,4,1,1,1.116697246,0.100873023,4.466788985,1.025362319,1.25862069,0.030429293,0.035829231,0.121717172,0,0.069444444,0.08045709,0.095406123,0.321828358,0,0.1875
